model,b,delta,delta_sd,null_mean,excess,n_rep,time_s
i21k_b,8,0.05410606743147986,0.0001916812735419452,0.07002469141941506,-0.015918623987935192,20,57.84307885169983
i21k_b,9,0.05406287064469417,0.0001891665501799839,0.06990267185615473,-0.015839801211460544,20,58.608806848526
i21k_b,10,0.053922077370548514,0.00019616034415779267,0.06999070819653061,-0.016068630825982096,20,59.29757785797119
i21k_b,11,0.05440356528581965,0.0002331549756351657,0.07004008841079562,-0.015636523124975966,20,57.49593472480774
i21k_b,12,0.05441081119221729,0.00019398177472352424,0.06996008722864586,-0.01554927603642857,20,56.92742228507996
i21k_b,13,0.053000488670784704,0.00017128287744713202,0.06993122459726991,-0.01693073592648521,20,59.99648380279541
i21k_b,14,0.05467606370841208,0.0002463909416713997,0.06994204270286833,-0.01526597899445623,20,59.969853639602654
i21k_b,15,0.0525192825169154,0.00016298886094705652,0.0700800618432622,-0.017560779326346795,20,58.68804621696472
i21k_b,16,0.05411391697420757,0.00021876891722393148,0.06998020429479307,-0.015866287320585516,20,60.55359077453613
i21k_b,17,0.053480372195075655,0.00019240344542370148,0.06993387371067547,-0.016453501515599815,20,51.99364686012268
i21k_b,18,0.054486705657281816,0.00020788797077018692,0.06989845898215166,-0.015411753324869853,20,55.99453639984131
i21k_b,19,0.05469664389201525,0.00021524302834140501,0.07001681815864393,-0.015320174266628675,20,61.25724053382874
i21k_b,20,0.05464062521082454,0.00019667034106044868,0.06993004119962411,-0.015289415988799569,20,60.17081642150879
i21k_b,21,0.0544254432042576,0.00017271295216896978,0.06998175810759766,-0.015556314903340062,20,61.41537642478943
i21k_b,22,0.05381623485637689,0.00026002228191914807,0.06990336037038816,-0.016087125514011272,20,59.84028434753418
i21k_b,23,0.054354103884394885,0.0002755664981084669,0.07000832408370995,-0.015654220199315075,20,58.73790431022644
i21k_b,24,0.05255134778856886,0.00018338833655082894,0.06992809249916061,-0.01737674471059175,20,58.29143285751343
i21k_b,25,0.05442838529831898,0.0001967190748293245,0.06996536704026537,-0.01553698174194639,20,59.63018488883972
