model,dataset,K,variant,n_star,excessB_real,excessB_star,excessB_star_sd,depth_excess,z_depth,delta,delta_sd,time_s
dinov1_b,cifar100,20,iso,10,-0.035744809081326295,-0.04344581170961874,0.00448847376069649,0.007701002628292444,0.8588732573812179,0.11419533445939303,0.0037573232522253074,23.120752573013306
dinov1_b,cifar100,20,aniso,10,-0.035744809081326295,0.0025551486951401387,0.004628988913490404,-0.038299957776466435,-4.237864576534318,0.11419533445939303,0.0037573232522253074,20.224036931991577
dinov1_b,cifar100,10,iso,10,-0.03501062693400975,-0.04475599611018623,0.003550491471585917,0.00974536917617648,0.8949078824664607,0.11419533445939303,0.0037573232522253074,20.366313457489014
dinov1_b,cifar100,10,aniso,10,-0.03501062693400975,-0.000980044305764044,0.0054708414099872895,-0.0340305826282457,-2.9190440933684916,0.11419533445939303,0.0037573232522253074,20.561302661895752
dinov1_b,cifar100,5,iso,10,-0.011260063845703133,-0.021015941310012665,0.0034169079628992814,0.009755877464309531,1.1300538744352293,0.11419533445939303,0.0037573232522253074,21.678563117980957
dinov1_b,cifar100,5,aniso,10,-0.011260063845703133,-0.0011529710155923716,0.0039058978383493276,-0.010107092830110761,-1.1435870272190154,0.11419533445939303,0.0037573232522253074,20.737114191055298
dinov2_s,cifar100,20,iso,10,-0.01969533231040524,-0.02591344193443027,0.0031612527166637707,0.0062181096240250325,0.5512925831601104,0.11326184133440934,0.00335544793386342,21.783831357955933
dinov2_s,cifar100,20,aniso,10,-0.01969533231040524,-0.00010672446183716822,0.005578257874239732,-0.01958860784856807,-1.6083133152705422,0.11326184133440934,0.00335544793386342,22.60456609725952
dinov2_s,cifar100,10,iso,10,-0.007239776017942803,-0.02445758340151871,0.0016213345966142277,0.017217807383575905,1.7819499887903512,0.11326184133440934,0.00335544793386342,19.570008277893066
dinov2_s,cifar100,10,aniso,10,-0.007239776017942803,-0.0017573252010307766,0.0054754941557547355,-0.0054824508169120266,-0.4989964824841992,0.11326184133440934,0.00335544793386342,19.526970863342285
