level,K,ratio,aniso,n,seed,excessB_real,excessB_star,depth,z,time_s
star,30,0.1,iso,100,0,-0.061816193201523845,-0.05908598453870432,-0.0027302086628195263,-0.22714535355940296,20.84454584121704
star,30,0.1,iso,100,1,-0.05700429489384627,-0.06019223334700412,0.003187938453157846,0.29132548388114726,20.894153833389282
star,30,0.1,iso,100,2,-0.058408208126234415,-0.05971715876791432,0.0013089506416799068,0.10900338100790082,23.44747543334961
star,30,0.1,iso,100,3,-0.05831106263601678,-0.05869764222372451,0.00038657958770773465,0.03472186540684054,22.492480754852295
star,30,0.1,iso,100,4,-0.06495046137460539,-0.060078701247373266,-0.004871760127232123,-0.4372015934574277,20.291639804840088
star,30,0.1,iso,1000,0,-0.061840483140393754,-0.059127566428045154,-0.0027129167123485995,-0.2533217274071245,80.96108675003052
star,30,0.1,iso,1000,1,-0.058232206567937886,-0.059406050279963575,0.0011738437120256892,0.10907388212756997,79.6339921951294
star,30,0.1,iso,1000,2,-0.05630764163722945,-0.05897661062114925,0.0026689689839198005,0.23404622964829097,59.9548544883728
star,30,0.1,iso,1000,3,-0.05862091645388816,-0.059087141245587484,0.00046622479169932535,0.04232631610440179,67.98707032203674
star,30,0.1,iso,1000,4,-0.061409317459009,-0.05957553868132289,-0.0018337787776861111,-0.171418077691578,78.64981508255005
star,30,0.1,aniso,100,0,-0.06006982641796417,-0.05976326107143093,-0.0003065653465332413,-0.024142089806992305,23.068848609924316
star,30,0.1,aniso,100,1,-0.060242256220944854,-0.06013271846785099,-0.00010953775309386488,-0.009915867631311257,23.469566583633423
star,30,0.1,aniso,100,2,-0.05496529850157997,-0.05984676057641082,0.004881462074830853,0.4176566206742719,22.561780214309692
star,30,0.1,aniso,100,3,-0.05812041684559726,-0.0585857779230247,0.00046536107742743693,0.044019768156044935,23.701828718185425
star,30,0.1,aniso,100,4,-0.064522010205182,-0.06033532753871691,-0.004186682666465089,-0.37772419778825245,22.128000497817993
star,30,0.1,aniso,1000,0,-0.06141688425930412,-0.05867705266947613,-0.00273983158982799,-0.25114003539560936,60.269603967666626
star,30,0.1,aniso,1000,1,-0.058610485670216324,-0.05964403459639948,0.0010335489261831532,0.09600700290314532,67.44796514511108
star,30,0.1,aniso,1000,2,-0.056154335484945216,-0.05884347971662015,0.0026891442316749337,0.23747696786177908,70.4605917930603
star,30,0.1,aniso,1000,3,-0.05826848358773693,-0.05908732349715997,0.0008188399094230386,0.07797821057647697,73.37924289703369
star,30,0.1,aniso,1000,4,-0.06133047495388932,-0.05901386731820887,-0.002316607635680451,-0.21357587809976197,72.52990102767944
star,30,0.3,iso,100,0,-0.05601016016142892,-0.05299151264867715,-0.003018647512751771,-0.24497456842364965,19.037851333618164
star,30,0.3,iso,100,1,-0.05135426317741923,-0.05448775603697701,0.0031334928595577807,0.2793733318489937,18.549955129623413
star,30,0.3,iso,100,2,-0.054210065945842316,-0.05312536941439885,-0.0010846965314434687,-0.09308898079538608,18.58301019668579
star,30,0.3,iso,100,3,-0.051436892096811265,-0.05231681871216749,0.0008799266153562274,0.09363960093206844,18.64054536819458
star,30,0.3,iso,100,4,-0.06091537107291697,-0.05184757609773338,-0.009067794975183584,-1.1354239714662941,21.1132230758667
star,30,0.3,iso,1000,0,-0.053721767703574654,-0.052714399828555726,-0.0010073678750189274,-0.1150027698567302,57.308788776397705
star,30,0.3,iso,1000,1,-0.050903341635258524,-0.05231974723948459,0.0014164056042260675,0.15567626290914666,79.16007089614868
star,30,0.3,iso,1000,2,-0.049977843858448695,-0.0521381298054253,0.002160285946976606,0.20630403599300748,84.47728610038757
star,30,0.3,iso,1000,3,-0.05106699730648885,-0.05199407894143909,0.0009270816349502414,0.11295356743334412,81.65669751167297
star,30,0.3,iso,1000,4,-0.055167020716293216,-0.05242006513139665,-0.002746955584896564,-0.2799223019464909,89.76033234596252
star,30,0.3,aniso,100,0,-0.04499365906005329,-0.052733061077771114,0.007739402017717827,0.6883449162146827,29.11089587211609
star,30,0.3,aniso,100,1,-0.06035377470535714,-0.050812537703137664,-0.009541237002219476,-0.819237480218587,28.409484148025513
star,30,0.3,aniso,100,2,-0.04666025166548525,-0.05215211660223018,0.005491864936744931,0.43362749846877824,27.883816719055176
star,30,0.3,aniso,100,3,-0.048236352305025695,-0.04845006042959438,0.0002137081245686817,0.022213936376944153,27.280109405517578
star,30,0.3,aniso,100,4,-0.052300786623159574,-0.04882865814334615,-0.003472128479813423,-0.33811765711990166,26.176652193069458
star,30,0.3,aniso,1000,0,-0.04301202610617402,-0.042672414854152206,-0.0003396112520218167,-0.03300518692144754,85.05276346206665
star,30,0.3,aniso,1000,1,-0.048982369781782484,-0.048475031408888446,-0.0005073383728940381,-0.05737265781738467,78.59615302085876
star,30,0.3,aniso,1000,2,-0.047621985064910784,-0.04864729983821959,0.0010253147733088053,0.1260085546220649,90.89902210235596
star,30,0.3,aniso,1000,3,-0.04615356402501409,-0.04576961502853023,-0.0003839489964838558,-0.035560164680925474,82.69469451904297
star,30,0.3,aniso,1000,4,-0.04778576332202379,-0.045176284013419804,-0.0026094793086039875,-0.24872610158931663,79.48112368583679
star,30,0.6,iso,100,0,-0.04423512518106083,-0.012938004032831223,-0.031297121148229606,-3.0603087888702833,19.137441635131836
star,30,0.6,iso,100,1,-0.04151302396001775,-0.011165452806813504,-0.030347571153204245,-2.9778873414430294,19.065442085266113
star,30,0.6,iso,100,2,-0.03966439183190824,-0.009407619159981164,-0.03025677267192707,-2.8103213981014727,19.07621955871582
star,30,0.6,iso,100,3,-0.03989385090988955,-0.010836122683156882,-0.029057728226732665,-3.0886204502284893,19.06386423110962
star,30,0.6,iso,100,4,-0.04790836251145041,-0.008121876828534129,-0.03978648568291628,-3.9570579507302797,19.038596391677856
star,30,0.6,iso,1000,0,-0.035595667317458765,-0.03568950697915598,9.383966169721619e-05,0.012705708855268068,62.90199089050293
star,30,0.6,iso,1000,1,-0.03543255941554398,-0.03573677092815588,0.000304211512611903,0.044404251368938795,57.069963455200195
star,30,0.6,iso,1000,2,-0.032884966708928196,-0.03665520159647515,0.003770234887546957,0.6462126234302582,54.25950837135315
star,30,0.6,iso,1000,3,-0.034656712016288324,-0.03378348688624312,-0.0008732251300452021,-0.1393566199686634,53.804651975631714
star,30,0.6,iso,1000,4,-0.038612097999276916,-0.03543814798235018,-0.0031739500169267396,-0.38667206112966296,53.03313374519348
star,30,0.6,aniso,100,0,0.003634346710574027,-0.006745523484477843,0.01037987019505187,0.9078318148895266,20.43068552017212
star,30,0.6,aniso,100,1,-0.007506520545497497,-0.0025751179611920943,-0.004931402584305402,-0.4287779138617047,20.470104694366455
star,30,0.6,aniso,100,2,0.0022970486092085685,-0.006405447669488086,0.008702496278696655,0.7108173075317916,20.433716297149658
star,30,0.6,aniso,100,3,0.018587144847822756,-0.0022331369932531903,0.020820281841075948,1.5157692175424156,20.436425924301147
star,30,0.6,aniso,100,4,0.014614905727824756,-0.0046092720939826595,0.019224177821807416,1.3397548592844302,20.26126742362976
star,30,0.6,aniso,1000,0,-0.0003316683300089718,-0.003619211350652932,0.00328754302064396,0.325878958042886,55.083205461502075
star,30,0.6,aniso,1000,1,0.0037700725956761882,-0.002113097599952708,0.005883170195628897,0.6412423172273981,55.010167598724365
star,30,0.6,aniso,1000,2,-0.009601724099786602,0.0005165689335120696,-0.010118293033298672,-1.4446646327862598,56.0838303565979
star,30,0.6,aniso,1000,3,-0.003060952337456846,0.0007240314162857738,-0.00378498375374262,-0.3078360976066423,55.23672938346863
star,30,0.6,aniso,1000,4,-0.005656714290350057,-0.0030613189774455264,-0.0025953953129045303,-0.24888570052024028,54.365071058273315
