model,transform,star,dec_seed,excessB_real,excessB_star,star_sd,depth,z,r_star,p_star,time_s
i21k_b,l2norm,aniso_decoupled,8,-0.007804329345420455,-0.001010475135659651,0.002171794900833334,-0.0067938542097608036,-0.7037332147900544,0,0.09090909090909091,334.93263936042786
i21k_b,l2norm,aniso_decoupled,9,-0.004507627207534642,0.0007758354219617472,0.0033832147007533545,-0.00528346262949639,-0.45631114949660834,0,0.09090909090909091,403.45627093315125
i21k_b,deradial,aniso,-1,-0.03387252741701764,-0.0012545087554775153,0.0029177788539427717,-0.03261801866154013,-3.5993841607352794,0,0.09090909090909091,332.363356590271
i21k_b,deradial,aniso_haarhubs,-1,-0.03387252741701764,0.002054613480983067,0.0052473147902975786,-0.03592714089800071,-3.5723607771250294,0,0.09090909090909091,291.355131149292
i21k_b,deradial,aniso_decoupled,0,-0.012066242478634609,0.0005622748697834024,0.0028299214121415743,-0.012628517348418012,-1.2724532203995935,0,0.09090909090909091,359.4339237213135
i21k_b,deradial,aniso_decoupled,1,-0.010797728538925605,0.00046767244857901376,0.002639023734857488,-0.011265400987504618,-1.098407798239994,0,0.09090909090909091,375.1325874328613
i21k_b,deradial,aniso_decoupled,2,-0.01197481882793118,0.0008519182884209775,0.0034660324747212336,-0.012826737116352158,-1.2743008283814696,0,0.09090909090909091,381.7872242927551
i21k_b,deradial,aniso_decoupled,3,-0.01583863639152097,0.0016328523153436123,0.002717965429277043,-0.017471488706864585,-1.8986580441520848,0,0.09090909090909091,330.7060058116913
i21k_b,deradial,aniso_decoupled,4,-0.008490961197219205,0.0010373216904868518,0.0024882529798426144,-0.009528282887706057,-1.2232505298059537,0,0.09090909090909091,351.8129370212555
i21k_b,deradial,aniso_decoupled,5,-0.01544216302296203,0.0005986292209972141,0.002811740800507902,-0.016040792243959243,-1.6691145724950862,0,0.09090909090909091,344.35753083229065
i21k_b,deradial,aniso_decoupled,6,-0.008847500490801394,0.0004952404897922008,0.002388715778065044,-0.009342740980593595,-1.0422711707421446,0,0.09090909090909091,322.3017997741699
