model,dataset,n,d,delta_999,delta_sd,null_mean,null_sd,excess,z,r_above,p_left,delta_sup,delta_sup_sd,time_s
i21k_t,cifar100,1000,192,0.09326121013107605,0.00035340335974345884,0.0948933665228725,0.00504867659625363,-0.0016321563917964521,-0.32249487628595824,134,0.3333333333333333,0.13026710688234844,0.003958795123884386,398.85151410102844
i21k_t,dtd,1034,192,0.08731984473665974,0.0003813084680400715,0.087706909722535,0.003983987672397697,-0.00038706498587526283,-0.09671320800994805,111,0.44776119402985076,0.12380204253480767,0.0034739608399499042,402.9836127758026
i21k_s,cifar100,1000,384,0.08629236413729104,0.00023081169367447803,0.08123047694763695,0.004108970426901123,0.005061887189654085,1.2299723443388495,21,0.8955223880597015,0.12084897092769957,0.006014728678458018,405.4431974887848
i21k_s,dtd,1034,384,0.07023389445874088,0.0002920523859761015,0.07639961097252973,0.0029914222561816636,-0.0061657165137888464,-2.051378844379344,197,0.01990049751243781,0.10275242799979492,0.005364085887239558,463.8685073852539
i21k_b,cifar100,1000,768,0.0820233829464915,0.00040791310390488197,0.07888454546828921,0.003920212233766438,0.0031388374782022888,0.7963808165212214,50,0.7512437810945274,0.12121084477759585,0.00487832630435692,665.7780828475952
i21k_b,dtd,1034,768,0.05976541110062252,0.00021672515997426422,0.06775247570453134,0.002336884433189494,-0.00798706460390882,-3.403222036722022,200,0.004975124378109453,0.09150173898126657,0.003861754413953295,689.0936229228973
