model,dataset,null,stat,n,d,delta,delta_sd,null_mean,null_sd,excess,z,frac_null_above,r_above,p_left,time_s
i21k_t,imagenet,haar,sup,1000,192,0.12265660377499436,0.003726257716344887,0.14245433511977182,0.007666371056257048,-0.019797731344777456,-2.322592313909545,0.995,199,0.009950248756218905,315.95281291007996
i21k_s,imagenet,haar,sup,1000,384,0.09710775274121362,0.00643771707378804,0.11728090875791926,0.005537971297980468,-0.020173156016705635,-2.3755604181386536,1.0,200,0.004975124378109453,368.1231334209442
i21k_b,imagenet,haar,sup,1000,768,0.08813706792283382,0.006249006262011937,0.11021262818317468,0.004913201600631975,-0.022075560260340854,-2.7770828143696322,1.0,200,0.004975124378109453,589.0716731548309
i21k_l,imagenet,haar,sup,1000,1024,0.08417299741796472,0.004392220806412441,0.11151940984193753,0.0048892952064809245,-0.027346412423972816,-4.160777718164997,1.0,200,0.004975124378109453,754.0509417057037
dinov1_b,imagenet,haar,sup,1000,768,0.11314413824770322,0.005554511413452445,0.1127221829092765,0.003637799464180581,0.00042195533842671884,0.06354995410813047,0.48,96,0.5223880597014925,573.3362874984741
dinov2_s,imagenet,haar,sup,1000,384,0.118540418659274,0.010082760431329104,0.10147179845233717,0.002449765808094178,0.017068620206936835,1.6449941152742102,0.0,0,1.0,364.485032081604
