model,partition,s,seed,kind,n,d,hub_rms,ratio,excessB_real,excessB_star,excessB_star_sd,depth,z,time_s,delta_999,delta_sd,null_mean,null_sd,excess,r_above,p_left
i21k_t,rand6,0.0,0,census,1000,192,29.85499382019043,,,,,,,343.71198177337646,0.08373195403108441,0.000447353973918708,0.09264951627111576,0.004904983972457921,-0.008917562240031346,191.0,0.04975124378109453
i21k_t,rand6,0.25,0,census,1000,192,29.854999542236328,,,,,,,327.17241072654724,0.08163057239164805,0.00030391821695510365,0.09562264128654448,0.0043667603661225116,-0.013992068894896431,199.0,0.009950248756218905
i21k_t,rand6,0.5,0,census,1000,192,29.85499382019043,,,,,,,324.01488137245184,0.08395112812878389,0.000402950436956201,0.09030480254524534,0.005189794571559079,-0.006353674416461452,172.0,0.14427860696517414
i21k_t,rand6,0.75,0,census,1000,192,29.854995727539066,,,,,,,333.5375812053681,0.08111269959683984,0.0003143543037754347,0.09109336450705334,0.0053938042479954535,-0.009980664910213502,194.0,0.03482587064676617
i21k_t,rand6,1.0,0,census,1000,192,29.85499382019043,,,,,,,334.5729014873505,0.08064885126188898,0.00032881518989763753,0.09004729136426143,0.005596123099900887,-0.009398440102372452,190.0,0.05472636815920398
i21k_t,rand6,0.0,0,depth,1000,192,29.85499382019043,,4.179297111450708e-05,0.00031518174918518106,0.007462361198960886,-0.00027338877807067403,-0.021157690368167004,62.24138426780701,,,,,,,
i21k_t,rand6,0.0,1,depth,1000,192,29.854995727539066,,-0.0042038369039573975,0.00031517901361305937,0.007462359047030992,-0.004519015917570457,-0.3426876711112077,62.28117084503174,,,,,,,
i21k_t,rand6,0.0,2,depth,1000,192,29.854995727539066,,-0.00038782622386282495,0.0003151810556074663,0.007462358522793211,-0.0007030072794702912,-0.05797703252315919,62.1138072013855,,,,,,,
i21k_t,rand6,0.0,3,depth,1000,192,29.854995727539066,,0.003812135103721165,0.0003151763464298185,0.007462357501356956,0.0034969587572913465,0.2641050818306626,65.02669715881348,,,,,,,
i21k_t,rand6,0.0,4,depth,1000,192,29.85499382019043,,0.003107797840257498,0.0003151800477318917,0.007462364525761407,0.0027926177925256053,0.2379836178850667,64.09399151802063,,,,,,,
i21k_t,rand6,0.25,0,depth,1000,192,29.854999542236328,,-0.0052628777862350476,0.00031517479984019824,0.007462353108706494,-0.0055780525860752465,-0.5116504867118701,64.80376744270325,,,,,,,
i21k_t,rand6,0.25,1,depth,1000,192,29.85499763488769,,0.005413143965884715,0.00031517717735764504,0.007462356269816677,0.005097966788527071,0.4098165736370502,65.92996287345886,,,,,,,
i21k_t,rand6,0.25,2,depth,1000,192,29.854995727539066,,-0.00016002715112417576,0.00031517883253444904,0.00746235669983009,-0.0004752059836586248,-0.04506270982563915,63.36618423461914,,,,,,,
i21k_t,rand6,0.25,3,depth,1000,192,29.854999542236328,,0.002021345621189913,0.00031517802859076517,0.007462353417171773,0.0017061675925991475,0.14243688338995253,64.48458123207092,,,,,,,
i21k_t,rand6,0.25,4,depth,1000,192,29.85499382019043,,0.0036159608721484096,0.0003151799190204335,0.007462362348470058,0.003300780953127977,0.2423391983668481,61.0320463180542,,,,,,,
i21k_t,rand6,0.5,0,depth,1000,192,29.85499382019043,,0.00665313251257066,0.0003151822085962013,0.007462362414650301,0.006337950303974457,0.488019468718194,60.35683798789978,,,,,,,
