model,kind,null,stat,d,delta,delta_sd,null_mean,null_sd,excess,z,frac_null_above,r_above,p_left,time_s
bge_base,embed,gauss,p999,768,0.07757440450260705,0.0003421508033036474,0.07694857233040672,0.002779528939785562,0.0006258321722003302,0.2234708998797126,0.46,92,0.5422885572139303,189.03704524040222
bge_large,embed,gauss,p999,1024,0.07779356420824982,0.00031467815337460076,0.07787248591267842,0.0033140398473819857,-7.892170442860835e-05,-0.023707714376071002,0.555,111,0.44776119402985076,264.81083369255066
gte_base,embed,gauss,p999,768,0.07557151636880924,0.00029630479875114986,0.07470464172354373,0.0023686613207325245,0.0008668746452655113,0.3631463024860572,0.395,79,0.6069651741293532,188.6699149608612
gte_large,embed,gauss,p999,1024,0.07462552104594429,0.00039219693755824316,0.07518692022005607,0.0029368446725386967,-0.0005613991741117846,-0.1894751829473045,0.605,121,0.39800995024875624,269.4643325805664
gte_qwen2,embed,gauss,p999,1536,0.07770928910628393,0.0003523944470637862,0.0776439066132592,0.0035341313399065545,6.538249302472099e-05,0.01840901199644487,0.5,100,0.5024875621890548,424.4121844768524
e5_base,embed,gauss,p999,768,0.0742891351387698,0.0003454607710036149,0.07311289682364516,0.0026455207695753793,0.0011762383151246308,0.4408720525937631,0.355,71,0.6467661691542289,214.99114990234375
e5_large,embed,gauss,p999,1024,0.07093733007206542,0.00017366111520599202,0.07170346506370001,0.0031001539378984685,-0.0007661349916345955,-0.24674122711217786,0.62,124,0.38308457711442784,280.02695894241333
