model,partition,s,seed,kind,n,d,hub_rms,excessB_real,excessB_star,excessB_star_sd,depth,z,time_s,delta_999,delta_sd,null_mean,null_sd,excess,r_above,p_left,ratio
dinov1_b,real,real,0,depth,1000,768,30.42951011657715,-0.00906988886920436,-0.00016967049073578905,0.0036925701918515217,-0.00890021837846857,-0.9404819250777352,94.10594415664671,,,,,,,,
dinov1_b,rand6,0.0,0,depth,1000,768,30.42951011657715,-0.003148882974442657,-0.00016967049043998956,0.0036925696481796585,-0.002979212484002668,-0.2476622846636469,94.14923477172852,,,,,,,,
dinov1_b,rand6,0.0,1,depth,1000,768,30.42951011657715,-0.0038509167805936273,-0.00016966993963255794,0.003692569615004587,-0.0036812468409610686,-0.3102614415606289,93.06960582733154,,,,,,,,
dinov1_b,rand6,0.0,2,depth,1000,768,30.42951202392578,-0.004648739530322854,-0.00016966907928449987,0.0036925696490736908,-0.004479070451038354,-0.4462482154525228,100.7213933467865,,,,,,,,
dinov1_b,rand6,0.0,3,depth,1000,768,30.42951393127441,-0.00881543345087997,-0.00016967004705480959,0.003692570544870328,-0.00864576340382516,-0.7318407427873489,93.7710235118866,,,,,,,,
dinov1_b,rand6,0.0,4,depth,1000,768,30.42951393127441,-0.00492715484256312,-0.00016966960639959311,0.0036925700050802718,-0.004757485236163528,-0.4581921050891234,96.49460124969481,,,,,,,,
dinov1_b,rand6,0.25,0,depth,1000,768,30.42951202392578,-0.002429100419361313,-0.00016966947884934636,0.003692570005950715,-0.002259430940511967,-0.193772625509206,93.07642459869385,,,,,,,,
dinov1_b,rand6,0.25,1,depth,1000,768,30.42950820922852,-0.0006878124432186383,-0.00016967010676916108,0.0036925688553978383,-0.0005181423364494772,-0.04273362549073062,91.75230932235719,,,,,,,,
dinov1_b,rand6,0.25,2,depth,1000,768,30.42950820922852,-0.004328062835991492,-0.00016967005186882268,0.0036925695073543865,-0.004158392784122669,-0.3417897620044237,88.52259087562561,,,,,,,,
dinov1_b,rand6,0.25,3,depth,1000,768,30.42951202392578,-0.0021739961291821213,-0.00016967012108767138,0.0036925708403736392,-0.002004326008094449,-0.15755801300740718,90.81203985214232,,,,,,,,
dinov1_b,rand6,0.25,4,depth,1000,768,30.42951011657715,-0.006528926448900893,-0.00016967160622105294,0.003692569561755971,-0.00635925484267984,-0.6483400768419942,91.1323835849762,,,,,,,,
dinov1_b,rand6,0.5,0,depth,1000,768,30.42950820922852,-0.0012944634852250366,-0.00016967012754227212,0.0036925693345610335,-0.0011247933576827645,-0.10017838002687188,91.53075385093688,,,,,,,,
dinov1_b,rand6,0.5,1,depth,1000,768,30.42951011657715,0.0016010484092986164,-0.00016967061214082232,0.003692569749706336,0.0017707190214394386,0.1447345547963816,90.3334732055664,,,,,,,,
dinov1_b,rand6,0.5,2,depth,1000,768,30.42950820922852,0.0036051023633291296,-0.00016967143424524155,0.003692569337958023,0.003774773797574371,0.29893531722665656,90.68406009674072,,,,,,,,
dinov1_b,rand6,0.5,3,depth,1000,768,30.42951011657715,-0.002273499657612907,-0.0001696705842973961,0.0036925685486575406,-0.0021038290733155105,-0.17897098341132192,90.36936807632445,,,,,,,,
dinov1_b,rand6,0.5,4,depth,1000,768,30.42951011657715,0.000880212643150094,-0.00016967023113427098,0.003692570582530422,0.001049882874284365,0.08079632746557854,90.54972624778748,,,,,,,,
dinov1_b,rand6,0.75,0,depth,1000,768,30.42950820922852,-0.008232109990520792,-0.00016966957105232354,0.003692567935961782,-0.008062440419468467,-0.9305070896226236,88.85384273529053,,,,,,,,
