model,n,delta,excess,null_sd,r_above,p_left,depth_wn30,z_wn30,zdec_mean_wn30,zdec_sd_wn30,dec_frac_cert_wn30,depth_wn30bal,z_wn30bal,zdec_mean_wn30bal,zdec_sd_wn30bal,dec_frac_cert_wn30bal,time_s
hier_seed1,1000,0.036184954301531784,-0.029492432840605924,0.0028361573729407587,200,0.004975124378109453,-0.039756454480174425,-4.217886056746199,-2.6329731670105643,0.31129395433037643,1.0,-0.04373497356671557,-5.819871524871569,-3.4417103055558678,0.11528749093461962,1.0,1376.269253730774
