model,partition,s,seed,kind,n,d,hub_rms,ratio,excessB_real,excessB_star,excessB_star_sd,depth,z,time_s,delta_999,delta_sd,null_mean,null_sd,excess,r_above,p_left
clip_l,real,real,0,depth,1000,768,6.541167736053468,1.4938230514526367,-0.007219043260148938,0.0006002085297779832,0.0037230562751348352,-0.007819251789926922,-0.8272454930859939,109.36457228660583,,,,,,,
clip_l,rand6,0.0,0,depth,1000,768,6.54116678237915,1.145358681678772,-0.006731614828313887,0.0005936774303919852,0.003721066294594901,-0.007325292258705872,-0.7850028687578263,108.59037184715271,,,,,,,
clip_l,rand6,0.0,1,depth,1000,768,6.541167736053468,1.123615264892578,-0.006922564332263986,0.0006002089326534663,0.003723056011442,-0.007522773264917453,-0.8555005422799081,106.2139024734497,,,,,,,
clip_l,rand6,0.0,2,depth,1000,768,6.541167736053468,1.1465595960617063,-0.010109909796792854,0.0006002082379487281,0.0037230544172674727,-0.01071011803474158,-1.2009595756932294,107.47726035118104,,,,,,,
clip_l,rand6,0.0,3,depth,1000,768,6.541167259216309,1.1419229507446291,-0.005254135096359885,0.0006002084651345524,0.0037230563098474014,-0.005854343561494438,-0.6672123336967347,109.4943368434906,,,,,,,
clip_l,rand6,0.0,4,depth,1000,768,6.541167736053468,1.136221408843994,-0.010572509841749013,0.0006002064636268054,0.003723053419159882,-0.01117271630537582,-1.2336801357580154,106.64235091209412,,,,,,,
clip_l,rand6,0.25,0,depth,1000,768,6.541167736053468,1.1393592357635498,-0.010159545792492591,0.0006002092898508588,0.0037230540728535404,-0.01075975508234345,-1.253080314902078,109.37100315093994,,,,,,,
clip_l,rand6,0.25,1,depth,1000,768,6.541168212890625,1.15510892868042,-0.010599952075039248,0.0005936771721641491,0.003721071553970069,-0.011193629247203395,-1.2370964986144457,107.74267506599426,,,,,,,
clip_l,rand6,0.25,2,depth,1000,768,6.541167736053468,1.1304363012313845,-0.013377656911551685,0.0005936778074644835,0.0037210638735426524,-0.013971334719016166,-1.5450128727094343,105.06470036506651,,,,,,,
clip_l,rand6,0.25,3,depth,1000,768,6.541168212890625,1.142459511756897,-0.006803331624959219,0.0006002066402975584,0.003723058083356572,-0.007403538265256778,-0.811440557633113,96.73070979118349,,,,,,,
