model,C,mode,seed,delta_999,delta_sd,null_mean,null_sd,excess,r_above,p_left,time_s,delta_sup_exp19,excess_sup_exp19,nc_adv_pp,nc_R,nc_H
dinov2_g,500,coherent,1,0.038815551062535265,0.0005331579739481368,0.048735285951814616,0.0006036271775820215,-0.009919734889279344,200,0.0049751243781094535,234.11686944961548,0.08495692671490851,-0.006782067861788435,-0.05199999999999649,0.8270000000000001,0.8264799999999999
dinov2_g,500,random,0,0.03400844068314355,0.0004977617337156269,0.0443029818533716,0.0004031572009120942,-0.010294541170228044,200,0.0049751243781094535,299.97331357002264,0.07993115035271038,-0.0063118827048117545,0.4079999999999973,0.82704,0.8311200000000001
dinov2_g,500,random,1,0.034649583693802034,0.0006297751278519754,0.04283298474265375,0.00039022471708386765,-0.008183401048851714,200,0.0049751243781094535,189.58691644668582,0.08427902738097683,-0.0005831121004588324,0.5680000000000018,0.8415600000000001,0.84724
dinov2_g,1000,random,0,0.03264781036605507,0.0004987619777615,0.04066993997930656,0.00033107855369757705,-0.008022129613251487,200,0.0049751243781094535,452.2205286026001,0.0759319273268835,0.0034563844456729077,-0.1340000000000008,0.7844,0.7830600000000001
dinov2_l,10,coherent,0,0.0309506053497328,6.938893903907227e-18,0.17011451235505085,0.02150939955379353,-0.13916390700531805,200,0.0049751243781094535,95.33987069129944,0.030951012528359106,-0.13343503852152802,0.0,0.8220000000000001,0.8220000000000001
dinov2_l,10,coherent,1,0.05985840170048995,0.0,0.1655170072935239,0.02199246412399793,-0.10565860559303394,200,0.0049751243781094535,99.73853373527528,0.05977492639189477,-0.11885818327171828,0.0,0.8440000000000001,0.8440000000000001
dinov2_l,10,coherent,2,0.1005261676306453,1.3877787807814454e-17,0.15116581999581374,0.0215649431512372,-0.05063965236516847,199,0.009950248756218905,104.49988031387328,0.10052443270095963,-0.06590547359679666,0.6000000000000005,0.922,0.9279999999999999
dinov2_l,10,coherent,3,0.032716514649757375,0.0,0.16290233882784258,0.02586463850365453,-0.13018582417808522,200,0.0049751243781094535,107.5023124217987,0.032720398725511544,-0.12161436261116207,0.6000000000000005,0.97,0.976
dinov2_l,10,coherent,4,0.11712493235762725,1.3877787807814454e-17,0.18175807885802706,0.02010246010263404,-0.0646331465003998,200,0.0049751243781094535,115.73230457305908,0.11709236923001712,-0.038015591406690766,-0.8000000000000007,0.848,0.84
dinov2_l,10,random,0,0.022621405864374677,0.0,0.16347027228600333,0.025334310200545468,-0.14084886642162867,200,0.0049751243781094535,95.20677018165588,0.022621475117981002,-0.13040779424952467,1.19999999999999,0.9259999999999999,0.938
dinov2_l,10,random,1,0.0331642352775952,0.0,0.15977564547151502,0.0271155504837168,-0.1266114101939198,200,0.0049751243781094535,102.04694700241087,0.033158464616548096,-0.1180750305295558,0.20000000000000015,0.968,0.97
dinov2_l,10,random,2,0.020518678091256872,0.0,0.1616779527166282,0.03050640818897887,-0.1411592746253713,200,0.0049751243781094535,105.15278577804564,0.02049032671845375,-0.13159335025804747,0.20000000000000015,0.99,0.992
dinov2_l,10,random,3,0.04428027736345095,6.938893903907227e-18,0.16903613291215933,0.022534713094666915,-0.12475585554870837,200,0.0049751243781094535,108.36249017715454,0.04428220230033147,-0.1090052897894732,1.39999999999999,0.924,0.938
dinov2_l,10,random,4,0.031809257142534346,0.0,0.16947869378026753,0.022842952200916908,-0.13766943663773318,200,0.0049751243781094535,110.75480103492737,0.03180721225178279,-0.11809567492588667,2.199999999999991,0.9259999999999999,0.948
dinov2_l,20,coherent,0,0.053126325389894334,0.0011238005591678278,0.12810310130101624,0.009141754876178052,-0.0749767759111219,200,0.0049751243781094535,131.75936675071716,0.06881966992750732,-0.12717888242856246,0.20000000000000015,0.87,0.872
dinov2_l,20,coherent,1,0.051522390346504944,0.00028125153683177635,0.13463041329420572,0.008390897481228569,-0.08310802294770077,200,0.0049751243781094535,111.3485803604126,0.053064251921423375,-0.14269126000553314,0.10000000000000007,0.91,0.9109999999999999
dinov2_l,20,coherent,2,0.10440640848134666,0.0007381361832524228,0.15171674141510846,0.01083986664758606,-0.0473103329337618,200,0.0049751243781094535,115.77172780036926,0.11159365640517704,-0.08699191412618791,-0.20000000000000015,0.846,0.8440000000000001
dinov2_l,20,coherent,3,0.030988859498385306,0.0002317089333135666,0.12253652363454913,0.0091044644532416,-0.0915476641361638,200,0.0049751243781094535,116.65254402160645,0.032720398725511544,-0.16647751428187466,0.8000000000000007,0.9520000000000001,0.96
dinov2_l,20,coherent,4,0.11524197298249188,0.0008616348119466486,0.14204985278814233,0.008966471441120014,-0.026807879805650456,199,0.009950248756218905,116.52493047714232,0.13347621653064515,-0.0649063049111673,-0.3000000000000003,0.8320000000000001,0.8290000000000001
dinov2_l,20,random,0,0.036381525934831606,0.001368687253210199,0.1195241089360048,0.009665675879661516,-0.08314258300117319,200,0.0049751243781094535,128.6278476715088,0.04438200810244715,-0.15732639496452389,1.999999999999991,0.934,0.9540000000000001
dinov2_l,20,random,1,0.03311323566409423,0.00014901215779182105,0.1278582649074335,0.00834653701324417,-0.09474502924333926,200,0.0049751243781094535,110.69854545593262,0.03909167390790664,-0.15650377262848975,1.0000000000000009,0.9490000000000001,0.9590000000000001
dinov2_l,20,random,2,0.029786260601805337,9.86017858118226e-06,0.12239619030512727,0.00914211962664905,-0.09260992970332194,200,0.0049751243781094535,117.57748579978943,0.03373474664342065,-0.1648166736356864,0.4000000000000004,0.9740000000000001,0.978
dinov2_l,20,random,3,0.0368299797378578,0.0006925197925920557,0.12525043991835338,0.008717850898942305,-0.08842046018049557,200,0.0049751243781094535,117.96401762962341,0.04428220230033147,-0.15325259563642946,1.29999999999999,0.925,0.938
dinov2_l,20,random,4,0.03601278078864634,0.0001804769879543214,0.13020391716681706,0.008590661625178152,-0.0941911363781707,200,0.0049751243781094535,116.77848935127258,0.04052111192098312,-0.15478189789389052,1.8999999999999904,0.922,0.941
dinov2_l,50,coherent,0,0.0398842253354133,0.00026212981522326275,0.08765209889722472,0.002411619870218869,-0.04776787356181142,200,0.0049751243781094535,126.49227857589722,0.06837645470799572,-0.11068054244988254,1.0399999999999965,0.862,0.8724
dinov2_l,50,coherent,1,0.03592328057916435,0.00021819401281289983,0.07376249764826892,0.001990184760142841,-0.037839217069104585,200,0.0049751243781094535,122.35224342346191,0.052972203834370436,-0.12007655181872424,0.0400000000000067,0.9348,0.9352
dinov2_l,50,coherent,2,0.09144616442420198,0.0005786219449616133,0.11583757359973935,0.004550833358443389,-0.024391409175537396,200,0.0049751243781094535,128.66511726379395,0.11445959807613487,-0.07352874126063723,0.08000000000000229,0.8276,0.8284
dinov2_l,50,coherent,3,0.03945517143102223,0.00032766604407620737,0.09172038771974343,0.0023792212338875386,-0.0522652162887212,200,0.0049751243781094535,130.21325874328613,0.08537805134792617,-0.09683794976250372,0.8400000000000074,0.8844,0.8928
dinov2_l,50,coherent,4,0.04409130606587704,0.0006857081473604263,0.09045008346517466,0.0022399861849123734,-0.046358777399297633,200,0.0049751243781094535,131.27050137519836,0.11190995692622918,-0.06399322307988997,0.6400000000000072,0.8512,0.8576
dinov2_l,50,random,0,0.03143062188618236,0.0001231286494405144,0.07853342987155347,0.0020243599168250086,-0.047102807985371115,200,0.0049751243781094535,124.62278842926024,0.045300012538523234,-0.1266502094336993,2.5600000000000067,0.9024,0.9279999999999999
dinov2_l,50,random,1,0.031846111328265016,0.0001794630946570706,0.07870756811328401,0.002053620073573664,-0.046861456785019004,200,0.0049751243781094535,118.97669625282288,0.04328726598891317,-0.12900312866350325,1.2799999999999925,0.9352,0.948
dinov2_l,50,random,2,0.03188318428654068,9.145395665886484e-05,0.07248285796332654,0.0020223788257844673,-0.04059967367678586,200,0.0049751243781094535,130.83530640602112,0.050519835426920914,-0.12104520170511372,0.4800000000000026,0.96,0.9648
dinov2_l,50,random,3,0.03341952647784843,0.00019503621495587062,0.08063438848759259,0.002001404564643712,-0.04721486200974416,200,0.0049751243781094535,128.2504281997681,0.053806085157566,-0.11903490678323432,1.319999999999999,0.914,0.9272
dinov2_l,50,random,4,0.0326438039805612,0.00022150232328779678,0.08199211603626566,0.002092723153100347,-0.04934831205570446,200,0.0049751243781094535,127.36235094070436,0.05122852421945194,-0.12450349553871425,2.279999999999993,0.9088,0.9316
dinov2_l,100,coherent,0,0.03422988635831011,0.0001540637023556258,0.06820397790375876,0.0011333459319213786,-0.03397409154544865,200,0.0049751243781094535,124.28571224212645,0.05923130648840483,-0.08326395071635967,1.4000000000000012,0.8608,0.8748
dinov2_l,100,coherent,1,0.03296920124052387,0.00014250535115437196,0.05887698405737881,0.0008273403635693315,-0.02590778281685496,200,0.0049751243781094535,120.5380642414093,0.05497998035992323,-0.08469569031121306,0.34000000000000696,0.9198,0.9232
dinov2_l,100,coherent,2,0.07546867834952785,0.0003730546016438455,0.09801986282661126,0.002416760687526661,-0.022551184477083416,200,0.0049751243781094535,121.1560161113739,0.11848456208547158,-0.036891198064612205,0.41999999999999815,0.8136,0.8178
dinov2_l,100,coherent,3,0.03619805660659299,0.00017275772953841882,0.07370958512135785,0.0013311801174511362,-0.037511528514764865,200,0.0049751243781094535,121.63319230079651,0.07952584749523631,-0.06585888061892213,1.0000000000000009,0.8382,0.8482
dinov2_l,100,coherent,4,0.039304783264467485,0.0002931568892381379,0.07375423283174162,0.0012560801927077186,-0.03444944956727414,200,0.0049751243781094535,117.81841659545898,0.11252451765366868,-0.03251651081084295,0.7000000000000006,0.8652,0.8722
dinov2_l,100,random,0,0.03101281476997787,0.00016566537714256743,0.06252732904530962,0.0009165733934631533,-0.03151451427533175,200,0.0049751243781094535,120.485271692276,0.07823231439760364,-0.06232133847820781,1.6799999999999926,0.904,0.9208
dinov2_l,100,random,1,0.031265433709621614,0.00010914622497560438,0.06532721305035454,0.0009860667678105897,-0.03406177934073293,200,0.0049751243781094535,117.69235467910768,0.04613027942041082,-0.09477740839275978,1.2799999999999925,0.9009999999999999,0.9138
dinov2_l,100,random,2,0.03021411047916965,9.11202756435557e-05,0.06221330157863941,0.0009955573734595263,-0.03199919109946976,200,0.0049751243781094535,119.75015163421631,0.0719281608667319,-0.06962790617534623,0.8000000000000007,0.9268,0.9348
dinov2_l,100,random,3,0.031932856745992194,9.321270353469335e-05,0.0617585831716454,0.0008941500068457422,-0.029825726425653207,200,0.0049751243781094535,121.785094499588,0.05245903597454147,-0.08749088677635808,1.4799999999999924,0.919,0.9338
dinov2_l,100,random,4,0.031236747963791608,0.00013275098953696276,0.06457546381824543,0.000993787921081688,-0.03333871585445381,200,0.0049751243781094535,117.24655294418336,0.05342354899258284,-0.0884699420113193,2.0399999999999974,0.914,0.9344
dinov2_l,200,coherent,0,0.033032180333498175,0.0001394224452295516,0.05910867834274883,0.0006650805350142537,-0.026076498009250645,200,0.0049751243781094535,135.27451586723328,0.06693197265448439,-0.052069757518630765,1.31,0.8195,0.8326
dinov2_l,200,coherent,1,0.03993017299611738,0.00042440669325928884,0.05909777228245761,0.0008399706584267977,-0.01916759928634023,200,0.0049751243781094535,139.60633492469788,0.09676496849354398,-0.020982553222190697,0.07000000000000339,0.8679,0.8686
dinov2_l,200,coherent,2,0.050373148188773545,0.0005942785602484992,0.06986364866334717,0.0012486475744078955,-0.019490500474573624,200,0.0049751243781094535,137.12035799026492,0.09878958936885507,-0.02532871943654529,-0.0099999999999989,0.8298,0.8297
dinov2_l,200,coherent,3,0.03233839994100097,0.00014823602014241835,0.05840440679128426,0.0007213952753380263,-0.026066006850283298,200,0.0049751243781094535,137.67204046249392,0.06638405824976176,-0.05228470587185194,1.2600000000000056,0.8229,0.8355
dinov2_l,200,coherent,4,0.04914600858487328,0.0005881647073847548,0.07131977040361254,0.0014005361100130008,-0.022173761818739257,200,0.0049751243781094535,137.0501708984375,0.10398564526639063,-0.021246868773031332,0.33999999999999586,0.8162,0.8196
dinov2_l,200,random,0,0.030548339789498436,0.00011407901330235019,0.05361848988602919,0.0005346411257633657,-0.023070150096530743,200,0.0049751243781094535,138.5485453605652,0.06108423270535161,-0.05489489298859677,1.6500000000000068,0.8813,0.8978
dinov2_l,200,random,1,0.03056999442414181,0.00013682807759103115,0.053878743480531836,0.0005576136842341057,-0.023308749056390028,200,0.0049751243781094535,140.13109636306766,0.05591255593674406,-0.06016192167313302,1.2400000000000078,0.8865,0.8989
dinov2_l,200,random,2,0.030400869267195305,9.705595779325684e-05,0.05214064202880227,0.0005629673948766566,-0.02173977276160696,200,0.0049751243781094535,137.37755537033078,0.06926448194151114,-0.046016201167897834,1.5499999999999958,0.8971,0.9126
dinov2_l,200,random,3,0.030743946019254908,0.00014706835952644855,0.05339034256522747,0.0005634263662419826,-0.022646396545972558,200,0.0049751243781094535,136.78266763687134,0.052929324866181265,-0.06283673756684435,1.1199999999999988,0.8954,0.9066
dinov2_l,200,random,4,0.030587492535187093,8.051088958556138e-05,0.05178889667539766,0.0005165599463769403,-0.02120140414021057,200,0.0049751243781094535,136.00953578948977,0.07009922835190073,-0.04523586770402045,1.6900000000000026,0.9074,0.9243
dinov2_l,500,coherent,0,0.031150463213647086,0.00011677289450477659,0.049052458762850665,0.0005100443939292073,-0.017901995549203575,200,0.0049751243781094535,275.3827271461487,0.05973274965783476,-0.031013171487346117,1.024000000000003,0.7786,0.78884
dinov2_l,500,coherent,1,0.031719120745422484,0.00013901929402437946,0.048925762674041584,0.0005678778582903117,-0.0172066419286191,200,0.0049751243781094535,192.52985763549805,0.07948564443271902,-0.011843677392092215,0.6199999999999983,0.8418399999999999,0.84804
dinov2_l,500,random,0,0.02989472847734405,9.194602018770888e-05,0.046424449096193546,0.0004528885798582503,-0.016529720618849494,200,0.0049751243781094535,266.5036866664886,0.053655398221422616,-0.03409381256757624,1.12000000000001,0.83488,0.8460799999999999
dinov2_l,500,random,1,0.03053070181562452,0.00011515048857732373,0.0453901865928114,0.0004356548982237045,-0.01485948477718689,200,0.0049751243781094535,209.36515212059018,0.0682729598199223,-0.018645067063900442,0.8999999999999897,0.84896,0.8579600000000001
dinov2_l,1000,random,0,0.029723104229456367,0.00011737536245415696,0.04325991523214073,0.00040368130181218297,-0.013536811002684362,200,0.0049751243781094535,365.46348547935486,0.059226666773394734,-0.015502178628485444,0.5659999999999998,0.7984600000000001,0.80412
