model,kind,null,stat,d,delta,delta_sd,null_mean,null_sd,excess,z,frac_null_above,r_above,p_left,time_s
bge_base,embed,haar,sup,768,0.12131541381759961,0.00574150927823113,0.11273493358650054,0.005058201319354031,0.008580480231099072,1.1213648114693462,0.045,9,0.9552238805970149,444.15504121780396
bge_large,embed,haar,sup,1024,0.12051414722220499,0.007566516114391564,0.11396408391931075,0.0049124149349352485,0.006550063302894246,0.7260658612696097,0.07,14,0.9303482587064676,633.3766453266144
gte_base,embed,haar,sup,768,0.12423772485100515,0.010938171416591235,0.10771124829578653,0.004167130022879142,0.01652647655521862,1.4119080376131106,0.0,0,1.0,475.3730490207672
gte_large,embed,haar,sup,1024,0.12025215778425372,0.011574566062778851,0.10924677365633245,0.004428566544535101,0.011005384127921264,0.8880428904072213,0.005,1,0.9950248756218906,656.847452878952
gte_qwen2,embed,haar,sup,1536,0.12244129947002917,0.008308373932319372,0.1163932388622311,0.005883128318852219,0.00604806060779807,0.594089468578816,0.15,30,0.8507462686567164,879.4395861625671
e5_base,embed,haar,sup,768,0.1152156363073348,0.007467612202495539,0.10755410652471414,0.004831457810143449,0.007661529782620663,0.8613996624141259,0.045,9,0.9552238805970149,384.9795780181885
e5_large,embed,haar,sup,1024,0.11386099242186949,0.009794371956421272,0.10524899744215499,0.004719844424671874,0.008611994979714502,0.7921050953189596,0.035,7,0.9651741293532339,428.95642137527466
