model,dataset,n,d,delta_999,delta_sd,null_mean,null_sd,excess,z,r_above,p_left,delta_sup,delta_sup_sd,time_s
dinov2_b,cifar100,1000,768,0.049668036743407605,0.00032482376789741234,0.0586320060468595,0.0009628642935644995,-0.008963969303451898,-8.821257265815925,200,0.004975124378109453,0.0893125876908489,0.0055092339129378404,660.7515501976013
dinov2_b,dtd,1034,768,0.07255239231634439,0.000461146610459863,0.07442096043666405,0.002006522149809408,-0.001868568120319658,-0.9075866960190165,162,0.19402985074626866,0.13870121224312584,0.01080727366309722,684.9895329475403
dinov2_l,cifar100,1000,1024,0.04251338117908558,0.00011128304240776431,0.055661450318472284,0.0007769900079152742,-0.013148069139386702,-16.750867193307396,200,0.004975124378109453,0.08685289543704133,0.004441542922491416,833.3056921958923
dinov2_l,dtd,1034,1024,0.06398666275214046,0.0004264548887867491,0.06995540599160999,0.0015599734075445704,-0.005968743239469526,-3.690756821068,200,0.004975124378109453,0.13068727661889984,0.012697991579129781,853.6270575523376
dinov2_g,cifar100,1000,1536,0.03580841468991945,0.00013132231728050245,0.05905520274314588,0.0008604546585406768,-0.023246788053226428,-26.707609244686534,200,0.004975124378109453,0.1021412697828761,0.012381396064468619,517.9100754261017
dinov2_g,dtd,1034,1536,0.06454137426263447,0.0006557001130538913,0.07239678129118812,0.0019196285570169654,-0.007855407028553654,-3.872471078519212,200,0.004975124378109453,0.13602385443680004,0.009127217772423923,460.292845249176
