dataset,trial,n,n_rep,delta_rel_sup,null_mean,null_sd,excess_sup,r_above,p_left,time_s
cifar100,5,1500,200,0.25756868339768973,0.2942356522142893,0.021198957792665774,-0.03666696881659959,198,0.014925373134328358,4348.0697412490845
cifar100,6,1500,200,0.26020572021853,0.29564842924343115,0.02172567532204001,-0.03544270902490115,196,0.024875621890547265,4424.068716049194
cifar100,7,1500,200,0.26588554584879676,0.2973764359324938,0.022107605331276346,-0.03149089008369704,190,0.05472636815920398,4324.560136556625
cifar100,8,1500,200,0.27809606952111293,0.29570395858168697,0.021408837370939456,-0.017607889060574033,156,0.22388059701492538,4234.370176315308
cifar100,9,1500,200,0.25597925988524745,0.29742124627421773,0.02204908948904189,-0.04144198638897029,198,0.014925373134328358,4293.689133167267
