level,K,ratio,aniso,n,seed,excessB_real,excessB_star,depth,z,time_s
star,30,0.1,iso,100,0,-0.061816193201523845,-0.06004770914483155,-0.0017684840566922974,-0.15027851529329947,9.761804580688477
star,30,0.1,iso,100,1,-0.05700429489384627,-0.059524935512193546,0.0025206406183472738,0.22747228882366313,9.98818302154541
star,30,0.1,iso,100,2,-0.058408208126234415,-0.05914511124246191,0.0007369031162274969,0.06088369300656372,10.106519222259521
star,30,0.1,iso,100,3,-0.05831106263601678,-0.05918683054430352,0.0008757679082867439,0.07898981305068375,10.20908498764038
star,30,0.1,iso,100,4,-0.06495046137460539,-0.05958970319790088,-0.005360758176704512,-0.4838431440930431,9.911829471588135
star,30,0.1,iso,1000,0,-0.061840483140393754,-0.05952744772230103,-0.002313035418092725,-0.21054990890702666,33.14565300941467
star,30,0.1,iso,1000,1,-0.058232206567937886,-0.059161490144407546,0.0009292835764696597,0.08496904867374162,35.058619260787964
star,30,0.1,iso,1000,2,-0.05630764163722945,-0.05942380683757134,0.003116165200341893,0.27424738445756447,34.087536334991455
star,30,0.1,iso,1000,3,-0.05862091645388816,-0.05848568736274351,-0.00013522909114464798,-0.012055392258153828,27.78329563140869
star,30,0.1,iso,1000,4,-0.061409317459009,-0.05924161450115708,-0.0021677029578519233,-0.20102984412552805,26.07386875152588
star,30,0.1,aniso,100,0,-0.06006982641796417,-0.06010253575875526,3.2709340791088615e-05,0.0025987272082008705,11.155061721801758
star,30,0.1,aniso,100,1,-0.060242256220944854,-0.05961399334608431,-0.0006282628748605426,-0.056540201293918596,10.580188274383545
star,30,0.1,aniso,100,2,-0.05496529850157997,-0.05917101748644004,0.004205718984860073,0.3563633219590777,10.56464672088623
star,30,0.1,aniso,100,3,-0.05812041684559726,-0.05902388828884208,0.0009034714432448188,0.08609497069807615,10.618149995803833
star,30,0.1,aniso,100,4,-0.064522010205182,-0.05959709886092537,-0.004924911344256634,-0.4444424222818762,10.379237651824951
star,30,0.1,aniso,1000,0,-0.06141688425930412,-0.059558235817024095,-0.0018586484422800226,-0.16728482711314846,24.45181155204773
star,30,0.1,aniso,1000,1,-0.058610485670216324,-0.05916969932467194,0.0005592136544556175,0.05147608758868328,33.23009967803955
star,30,0.1,aniso,1000,2,-0.056154335484945216,-0.05946769584071974,0.0033133603557745223,0.29383981982889773,36.089871644973755
star,30,0.1,aniso,1000,3,-0.05826848358773693,-0.05848685189858697,0.00021836831085003672,0.02031385279041678,36.61695218086243
star,30,0.1,aniso,1000,4,-0.06133047495388932,-0.05923902108384896,-0.0020914538700403593,-0.19156688191570342,35.18348693847656
star,30,0.3,iso,100,0,-0.05601016016142892,-0.05679088025350587,0.0007807200920769489,0.06558854290166816,9.897210359573364
star,30,0.3,iso,100,1,-0.05135426317741923,-0.05617789726328928,0.0048236340858700474,0.42733598280156787,9.817993879318237
star,30,0.3,iso,100,2,-0.054210065945842316,-0.05425436796431801,4.43020184756962e-05,0.0038463368587847635,9.847370862960815
star,30,0.3,iso,100,3,-0.051436892096811265,-0.055403098593632384,0.003966206496821119,0.44424133039863273,9.873033046722412
star,30,0.3,iso,100,4,-0.06091537107291697,-0.05536386642281758,-0.00555150465009939,-0.7032791029410204,9.865630626678467
star,30,0.3,iso,1000,0,-0.053721767703574654,-0.05329619414156817,-0.00042557356200648155,-0.04813103747460677,24.536396503448486
star,30,0.3,iso,1000,1,-0.050903341635258524,-0.051393477379402086,0.0004901357441435619,0.05355523602766681,23.743554830551147
star,30,0.3,iso,1000,2,-0.049977843858448695,-0.05312346094582945,0.003145617087380752,0.2999731556114718,25.018179893493652
star,30,0.3,iso,1000,3,-0.05106699730648885,-0.05158075358886871,0.0005137562823798597,0.06195193840337935,25.00186038017273
star,30,0.3,iso,1000,4,-0.055167020716293216,-0.050300090967443596,-0.00486692974884962,-0.4970946669663103,24.050716400146484
star,30,0.3,aniso,100,0,-0.04499365906005329,-0.05661658855895987,0.01162292949890658,1.0274848337104425,10.543761014938354
star,30,0.3,aniso,100,1,-0.06035377470535714,-0.056442343864078946,-0.003911430841278193,-0.35858272519138,10.425563335418701
star,30,0.3,aniso,100,2,-0.04666025166548525,-0.055051901634361376,0.008391649968876126,0.6929193077254853,10.378539085388184
star,30,0.3,aniso,100,3,-0.048236352305025695,-0.0539907612044461,0.005754408899420402,0.6729494543966646,10.274924278259277
star,30,0.3,aniso,100,4,-0.052300786623159574,-0.05571263618196299,0.003411849558803415,0.35685051854660954,10.292780876159668
star,30,0.3,aniso,1000,0,-0.04301202610617402,-0.05329809500359878,0.010286068897424755,1.1002865226762586,27.638730764389038
star,30,0.3,aniso,1000,1,-0.048982369781782484,-0.05144296576603478,0.0024605959842522937,0.2767961644037148,28.915656805038452
star,30,0.3,aniso,1000,2,-0.047621985064910784,-0.05332692257623726,0.005704937511326474,0.7039211048911718,32.829254150390625
star,30,0.3,aniso,1000,3,-0.04615356402501409,-0.05165662284031222,0.005503058815298133,0.5658160000029067,36.55579590797424
star,30,0.3,aniso,1000,4,-0.04778576332202379,-0.050170576984096917,0.002384813662073125,0.238885677564255,35.90655446052551
star,30,0.6,iso,100,0,-0.04423512518106083,-0.04736379299182738,0.003128667810766546,0.33534364416132983,9.502374410629272
star,30,0.6,iso,100,1,-0.04151302396001775,-0.04807130492639028,0.00655828096637253,0.7934592792922572,9.50625729560852
star,30,0.6,iso,100,2,-0.03966439183190824,-0.04290448878104489,0.003240096949136656,0.30954686015867267,9.423056602478027
star,30,0.6,iso,100,3,-0.03989385090988955,-0.045015115301717396,0.005121264391827848,0.6753296575005103,9.47574782371521
star,30,0.6,iso,100,4,-0.04790836251145041,-0.04674794643995187,-0.0011604160714985406,-0.1236835150009874,8.939642190933228
star,30,0.6,iso,1000,0,-0.035595667317458765,-0.03594362247862063,0.0003479551611618656,0.04810564134480858,31.019887685775757
star,30,0.6,iso,1000,1,-0.03543255941554398,-0.03565617679484123,0.00022361737929725567,0.03193085683986721,32.38845229148865
star,30,0.6,iso,1000,2,-0.032884966708928196,-0.03667711146863025,0.0037921447597020555,0.6486373799956966,34.26892137527466
star,30,0.6,iso,1000,3,-0.034656712016288324,-0.035847552033781795,0.0011908400174934705,0.1819721100360176,33.12549710273743
star,30,0.6,iso,1000,4,-0.038612097999276916,-0.03375666195853419,-0.004855436040742726,-0.5841888318732535,32.761414766311646
star,30,0.6,aniso,100,0,0.003634346710574027,-0.0477672399091117,0.051401586619685725,5.807004612524918,13.056389570236206
star,30,0.6,aniso,100,1,-0.007506520545497497,-0.047380207320248925,0.03987368677475143,3.7557423739889706,13.10135006904602
star,30,0.6,aniso,100,2,0.0022970486092085685,-0.04418478901526702,0.04648183762447559,3.7060691487463253,11.292134523391724
star,30,0.6,aniso,100,3,0.018587144847822756,-0.044376701880140514,0.06296384672796326,4.943747665305457,11.302483320236206
