model,seed,s,K,excessB_real,excessB_star,excessB_star_sd,depth_excess,z_depth,delta,delta_sd,time_s
dinov2_l,0,0.5,30,-0.011592254316704813,-0.0006206850934032588,0.0053838118107381394,-0.010971569223301551,-0.9930298674168092,0.06749708930989493,0.008374066525881336,223.09641551971438
dinov2_l,0,0.75,30,-0.01709382598320221,-0.0004886441891705409,0.00558509531836761,-0.01660518179403167,-1.7886044969863195,0.07018940947364861,0.0045401272957978495,207.22435474395752
dinov2_l,0,1.0,30,-0.015683307700004964,-0.0005162828029866978,0.005728973991084029,-0.015167024897018266,-1.6572185849816943,0.07551392541026837,0.004017685775873094,192.8967454433441
dinov2_l,1,0.0,30,-0.002466823285013034,-0.0007844748734688031,0.0047263451792581394,-0.0016823484115442307,-0.1541499750465133,0.07030661923444702,0.008523662484298034,210.76840090751648
dinov2_l,1,0.25,30,-0.006123194320426767,-0.0005809987116303651,0.0050931347099874655,-0.005542195608796402,-0.5142859563639839,0.06824856236752372,0.008314742959457968,198.9187240600586
dinov2_l,1,0.5,30,-0.01423636188297592,-0.00048321667074592843,0.005160930646568715,-0.013753145212229987,-1.6215083891843844,0.0654237936564695,0.004887196318327168,216.47387218475345
dinov2_l,1,0.75,30,-0.01724186459739653,-0.0005324510721886292,0.00540678719433116,-0.0167094135252079,-1.9330648098880248,0.0709458671448125,0.0034897315638640065,217.07494950294492
dinov2_l,1,1.0,30,-0.015002979289914162,-0.000496684796491817,0.005706206904054027,-0.014506294493422344,-1.6580219190274528,0.07669250867434763,0.0031069818759138423,219.19423961639404
dinov2_l,2,0.0,30,-0.0029487369505582506,0.0005573732442459066,0.005503665968731177,-0.003506110194804157,-0.3258794748142732,0.06983995299279326,0.00765494486516321,187.33873772621155
dinov2_l,2,0.25,30,-0.0047474804614468505,0.00010320337278705572,0.005425596940026184,-0.004850683834233907,-0.4517360720596182,0.06864349800690764,0.0078098473554349315,225.52833032608032
dinov2_l,2,0.5,30,-0.01027164971475468,-7.9742131760413e-05,0.005468125960336287,-0.01019190758299427,-1.2271542550377534,0.06859111897228604,0.0042380824042593775,230.82643723487854
dinov2_l,2,0.75,30,-0.011825607354901124,-7.447130538123792e-05,0.0054991958586682295,-0.011751136049519887,-1.5031403757074342,0.07614668496342529,0.003124372289464172,221.79246401786804
dinov2_l,2,1.0,30,-0.012096862766158026,-0.00024583222156373955,0.005563589653669843,-0.011851030544594288,-1.3389831883281222,0.08005969947466395,0.003610801439342565,227.73696899414062
dinov2_l,3,0.0,30,-0.0021947090431831684,0.0010222537099543278,0.005307368917006413,-0.0032169627531374962,-0.30220282489880856,0.07196634950989597,0.008404288954498887,201.89114141464236
dinov2_l,3,0.25,30,-0.005055224582325268,0.0010455729690781554,0.005250284365941303,-0.0061007975514034245,-0.5715166941122956,0.06987155282790902,0.008112399051524263,205.5225615501404
dinov2_l,3,0.5,30,-0.0105827203763703,0.0012541716304723975,0.00509925278531924,-0.011836892006842698,-1.1836841779058425,0.06913622829206115,0.005700466336025338,220.1647391319275
dinov2_l,3,0.75,30,-0.01781717528302614,0.001201043674784527,0.004728689735526102,-0.01901821895781066,-2.043792875742862,0.07012725242979898,0.004885416118004914,196.71439027786255
dinov2_l,3,1.0,30,-0.015340213311979987,0.001218325107098145,0.004439250403280831,-0.016558538419078134,-1.6832498383924772,0.07601122722668355,0.00571310696603407,212.91365218162537
