model,transform,star,dec_seed,excessB_real,excessB_star,star_sd,depth,z,r_star,p_star,time_s
clip_l,l2norm,aniso,-1,-0.012778806976552606,0.0010866619468004296,0.001630845959035034,-0.013865468923353035,-1.56900507803937,0,0.09090909090909091,449.5793697834015
clip_l,l2norm,aniso_haarhubs,-1,-0.012778806976552606,0.0005133308348129293,0.008039588525962142,-0.013292137811365536,-1.1231106581712662,0,0.09090909090909091,463.6010687351227
clip_l,l2norm,aniso_decoupled,0,-0.00991955419170519,0.00047542385958363744,0.0029730812551804486,-0.010394978051288828,-1.058175997904723,0,0.09090909090909091,474.7180526256561
clip_l,l2norm,aniso_decoupled,1,-0.010788148233068617,0.0005697742798137714,0.003239249620048882,-0.011357922512882389,-1.0641196006254263,0,0.09090909090909091,447.2427911758423
clip_l,l2norm,aniso_decoupled,2,-0.010445259947398977,0.0001094203734617591,0.0024592513771120074,-0.010554680320860736,-0.9424177349363102,0,0.09090909090909091,525.304304599762
clip_l,l2norm,aniso_decoupled,3,-0.010079120924194412,0.0005834498205430291,0.0028000146158791506,-0.010662570744737442,-0.91519624347078,0,0.09090909090909091,463.2969968318939
clip_l,l2norm,aniso_decoupled,4,-0.007464596653284486,0.000394578786464482,0.0016671535480714155,-0.007859175439748968,-0.9267449791076277,0,0.09090909090909091,386.52311515808105
clip_l,l2norm,aniso_decoupled,5,-0.00649145423346327,0.0011095986149725692,0.002094903013066947,-0.0076010528484358394,-0.6428114857495608,0,0.09090909090909091,326.6763210296631
clip_l,l2norm,aniso_decoupled,6,-0.009215989336738367,0.0008175140238723483,0.0024616564454503576,-0.010033503360610716,-0.9346009577702811,0,0.09090909090909091,317.3280203342438
clip_l,l2norm,aniso_decoupled,7,-0.006155619006975865,-0.0005350419871927872,0.0025968581669988246,-0.005620577019783078,-0.535094990878052,1,0.18181818181818182,366.45246052742004
clip_l,l2norm,aniso_decoupled,8,-0.008323559856111454,-1.5860831577539648e-05,0.003114673361075634,-0.008307699024533915,-0.7600670413418655,0,0.09090909090909091,328.93601965904236
clip_l,l2norm,aniso_decoupled,9,-0.004008460576863687,0.00025834057200803254,0.004110200829594839,-0.004266801148871719,-0.4061456384004092,1,0.18181818181818182,391.8723130226135
clip_l,deradial,aniso,-1,-0.009929732772668926,-0.0006612544133536666,0.002412220033282997,-0.009268478359315258,-1.0450834329143586,0,0.09090909090909091,335.59689927101135
