cloud,frame,seed,dec_seed,depth,z,star_sd,time_s
synthetic_flat_vitl_spectrum,balanced,0,-1,-0.02947249442539036,-3.4285665739068265,0.003010929910983242,138.36520338058472
synthetic_flat_vitl_spectrum,balanced,0,0,-0.01474593118735278,-1.5590639515673803,0.002219747104340623,181.29037165641785
synthetic_flat_vitl_spectrum,balanced,0,1,-0.014128158884039597,-1.7521597466614431,0.005283079398637958,187.59494829177856
synthetic_flat_vitl_spectrum,balanced,0,2,-0.011077299245043554,-1.6587313482793553,0.0019473730730602075,283.6983082294464
synthetic_flat_vitl_spectrum,balanced,0,3,-0.014663703777142701,-2.5550428842260007,0.0024540362681651435,368.5053286552429
synthetic_flat_vitl_spectrum,balanced,0,4,-0.013471534619209049,-1.9424335405752817,0.0018056087303583508,378.84326004981995
synthetic_flat_vitl_spectrum,balanced,0,5,-0.010742835597477551,-1.6787832766098318,0.0031515653578420054,375.4366934299469
synthetic_flat_vitl_spectrum,balanced,0,6,-0.01426888697278787,-2.469143071657804,0.003340484155413142,364.64622259140015
synthetic_flat_vitl_spectrum,balanced,0,7,-0.01630394123892988,-3.2203758836281695,0.0016946829018473415,349.62031984329224
synthetic_flat_vitl_spectrum,balanced,0,8,-0.013337780663398106,-2.278160518415332,0.0025346763604437352,364.29685282707214
synthetic_flat_vitl_spectrum,balanced,0,9,-0.016935724077574803,-3.3302651116055935,0.002167456749920523,279.92858052253723
