model,family,size,dataset,modality,K,n,d,curv,delta_999,delta_sd,null_mean,null_sd,excess,z,r_above,p_left,delta_999_native,delta_999_native_sd,excessB_real,excessB_star,depth,z_depth,depth_regime,time_s
clip_s,clip,s,cifar100,image,20,100,512,0.0,0.10699335120806593,0.0003249501179166411,0.1345850784255713,0.007024660840956478,-0.02759172721750537,-3.9236418812027747,200,0.004975124378109453,0.1059046927434717,0.0003521333615998923,-0.04189613939525194,0.0018425118055613338,-0.04373865120081327,-3.946445110726048,unvalidated,171.0116159915924
clip_s,clip,s,cifar100,text,20,100,512,0.0,0.08218848870851025,0.0002914142867658637,0.1049085395942387,0.0038931668039836223,-0.02272005088572844,-5.819598480388974,200,0.004975124378109453,0.08460465495302702,0.0003878969846541736,-0.008587451062899654,0.0017294377369646591,-0.010316888799864313,-0.783547170947065,unvalidated,171.77912068367004
clip_s,clip,s,imagenet,image,30,1000,512,0.0,0.08829172827424787,0.0003511853749768364,0.0947366672082278,0.0054191000220575394,-0.006444938933979932,-1.1868110892706776,171,0.14925373134328357,0.11032198902028142,0.00037877890343283947,-0.016849856556304138,0.0025022699431236,-0.01935212649942774,-1.8469772201192665,validated,590.969841003418
clip_s,clip,s,imagenet,text,30,1000,512,0.0,0.08721160908897746,0.00036755083745785736,0.08156752907427452,0.004070616349625105,0.005644080014702943,1.3809240011766826,15,0.9253731343283582,0.09285325900468261,0.0003665853435792143,0.009267796450315807,-0.00010860779570698725,0.009376404246022794,0.8185341410143834,validated,582.722333908081
