model,n,delta,excess,null_sd,r_above,p_left,depth_wn30,z_wn30,zdec_mean_wn30,zdec_sd_wn30,dec_frac_cert_wn30,depth_wn30bal,z_wn30bal,zdec_mean_wn30bal,zdec_sd_wn30bal,dec_frac_cert_wn30bal,time_s
ce_seed1,1000,0.03758519175139065,-0.024225536115593048,0.0009740179033762955,200,0.004975124378109453,-0.0306393772872768,-3.182143845250939,-2.015125328555121,0.20467982587751915,0.6,-0.03811885465869192,-2.9409942597971623,-3.024819484019827,0.10902764707744432,1.0,1376.590211391449
