level,K,ratio,aniso,n,seed,excessB_real,excessB_star,depth,z,time_s
star,12,0.1,iso,100,0,-0.12888203473058207,-0.1027040056609794,-0.026178029069602676,-0.8476029367132368,25.68691635131836
star,12,0.1,iso,100,1,-0.13865270591294127,-0.1023451478911084,-0.03630755802183286,-1.1214719917872864,23.093555212020874
star,12,0.1,iso,100,2,-0.1296306782741374,-0.10152119082087237,-0.02810948745326504,-0.8307903783425455,19.663837432861328
star,12,0.1,iso,100,3,-0.12094087097042701,-0.10250599429129967,-0.01843487667912734,-0.5948558564606441,20.801276922225952
star,12,0.1,iso,100,4,-0.1276291940414409,-0.102319194188629,-0.025309999852811904,-0.7903303713702979,21.903043746948242
star,12,0.1,iso,1000,0,-0.12821368286685586,-0.10180162141399976,-0.0264120614528561,-0.849898677327814,59.614845514297485
star,12,0.1,iso,1000,1,-0.13623349651509525,-0.10165913879042214,-0.03457435772467311,-1.0632538709525527,58.2843382358551
star,12,0.1,iso,1000,2,-0.12819845465961333,-0.1016703131905703,-0.02652814146904303,-0.7928301864485894,60.001638889312744
star,12,0.1,iso,1000,3,-0.11749948429748452,-0.10174133598792337,-0.015758148309561154,-0.5153745236431319,57.663169145584106
star,12,0.1,iso,1000,4,-0.126233667767371,-0.10154416659661378,-0.024689501170757217,-0.7780995876647498,70.07960891723633
star,12,0.1,aniso,100,0,-0.12920556814847028,-0.10217411733765244,-0.027031450810817842,-0.8643158741647428,24.055646657943726
star,12,0.1,aniso,100,1,-0.13890213948389632,-0.10304075247248623,-0.03586138701141009,-1.11478813243351,24.138641357421875
star,12,0.1,aniso,100,2,-0.12940397594485803,-0.10210727815716485,-0.027296697787693183,-0.8119373434400685,24.623740911483765
star,12,0.1,aniso,100,3,-0.12062421437597792,-0.10323361973223247,-0.017390594643745455,-0.562480586850947,21.36883234977722
star,12,0.1,aniso,100,4,-0.12898156057915383,-0.10262709484949266,-0.026354465729661172,-0.8229372575167703,21.75033402442932
star,12,0.1,aniso,1000,0,-0.12883574265140654,-0.10114772112673576,-0.027688021524670786,-0.8835944949852823,60.39010286331177
star,12,0.1,aniso,1000,1,-0.13710351698483464,-0.10185908184261443,-0.03524443514222021,-1.08763991058636,59.127634048461914
star,12,0.1,aniso,1000,2,-0.12783734954193932,-0.10169399496008429,-0.02614335458185503,-0.7796334603561192,59.25719881057739
star,12,0.1,aniso,1000,3,-0.11744253094292147,-0.10147650563454494,-0.015966025308376527,-0.5096613426671077,60.320359230041504
star,12,0.1,aniso,1000,4,-0.12638177639015363,-0.10142934870099307,-0.02495242768916056,-0.7862248944481952,60.01936602592468
star,12,0.3,iso,100,0,-0.11458434019076132,-0.0873104988220993,-0.02727384136866201,-0.9328534745212816,19.25809621810913
star,12,0.3,iso,100,1,-0.12120101529894121,-0.08646795753091645,-0.034733057768024767,-1.1934247414549126,23.850505113601685
star,12,0.3,iso,100,2,-0.11510165905735041,-0.08636738016420475,-0.028734278893145657,-0.9709548268394711,21.929946422576904
star,12,0.3,iso,100,3,-0.1122062606394994,-0.08503715126682135,-0.027169109372678052,-0.9476574740609554,19.791974544525146
star,12,0.3,iso,100,4,-0.11386449306544764,-0.08736729392701185,-0.02649719913843579,-0.8869823529062164,23.602655172348022
star,12,0.3,iso,1000,0,-0.1114690878926567,-0.08909773104048582,-0.022371356852170884,-0.8023758449842922,79.04444146156311
star,12,0.3,iso,1000,1,-0.11883401327422795,-0.0892037300024893,-0.029630283271738653,-1.0291191625741176,62.522878885269165
star,12,0.3,iso,1000,2,-0.11343024975405998,-0.08901291477178797,-0.024417334982272013,-0.850925608905099,57.437824964523315
star,12,0.3,iso,1000,3,-0.10577232030485474,-0.08885302707174683,-0.01691929323310791,-0.6179020534306237,59.494062423706055
star,12,0.3,iso,1000,4,-0.11038638708437279,-0.08877268298220589,-0.021613704102166897,-0.7810966855592709,74.66859149932861
star,12,0.3,aniso,100,0,-0.11093709188165397,-0.07675839726808711,-0.03417869461356686,-1.1411242577361809,24.531233549118042
star,12,0.3,aniso,100,1,-0.11855004673703626,-0.08527567425387042,-0.03327437248316584,-1.14265942785133,25.781971216201782
star,12,0.3,aniso,100,2,-0.10810901645843375,-0.0874347699367194,-0.020674246521714346,-0.6680312004475863,25.628401041030884
star,12,0.3,aniso,100,3,-0.10640293021335231,-0.08611767375390472,-0.020285256459447593,-0.6935163619784878,26.823319673538208
star,12,0.3,aniso,100,4,-0.11666194626722409,-0.08399804811821099,-0.032663898149013104,-1.097133392928013,24.824570894241333
star,12,0.3,aniso,1000,0,-0.1029721750699002,-0.07271987645681398,-0.030252298613086218,-1.0609417593816992,85.81464505195618
star,12,0.3,aniso,1000,1,-0.10647680849172275,-0.0772317487779793,-0.029245059713743457,-1.0524996803597275,81.55683755874634
star,12,0.3,aniso,1000,2,-0.09910718157877706,-0.07654766621352045,-0.022559515365256605,-0.8429033839553192,73.5140323638916
star,12,0.3,aniso,1000,3,-0.10243118241236468,-0.0736855723266506,-0.02874561008571408,-0.9933009750701801,80.2147605419159
star,12,0.3,aniso,1000,4,-0.09961628891986042,-0.07313128496222715,-0.02648500395763327,-0.9025195392851335,70.45980143547058
star,12,0.6,iso,100,0,-0.08651085045991727,-0.028736466685172123,-0.05777438377474515,-2.6649648121536504,22.980847597122192
star,12,0.6,iso,100,1,-0.08922538304137405,-0.027648876744319,-0.06157650629705505,-2.61370118857054,23.898876190185547
star,12,0.6,iso,100,2,-0.08892507225184496,-0.032665349764929366,-0.05625972248691559,-2.1972783801596143,21.59045672416687
star,12,0.6,iso,100,3,-0.08830113872004527,-0.025912450463560284,-0.06238868825648499,-2.469539684909545,23.686587810516357
star,12,0.6,iso,100,4,-0.08619834404329399,-0.03277348633095063,-0.05342485771234336,-2.1501010537569862,21.80031967163086
star,12,0.6,iso,1000,0,-0.08150285719102947,-0.06349657221288092,-0.018006284978148546,-0.8780955130107562,79.664959192276
star,12,0.6,iso,1000,1,-0.08472810050352532,-0.06381412916173773,-0.020913971341787588,-0.9531413145370783,80.99035406112671
star,12,0.6,iso,1000,2,-0.0818457119576046,-0.0635389798544482,-0.018306732103156392,-0.8310572861391154,70.37070274353027
star,12,0.6,iso,1000,3,-0.07976565517529863,-0.06324260642817837,-0.016523048747120253,-0.8097608619783938,55.88596510887146
star,12,0.6,iso,1000,4,-0.0797191154886222,-0.06312308667026656,-0.016596028818355646,-0.7688216577168637,59.82775855064392
star,12,0.6,aniso,100,0,-0.00404676217047692,-0.007287011966518422,0.0032402497960415024,0.259553410505674,23.818790674209595
star,12,0.6,aniso,100,1,-0.02088257121526374,-0.010100013178690454,-0.010782558036573285,-0.5301505445878696,23.634696006774902
star,12,0.6,aniso,100,2,-0.035705708333210975,-0.0253041796192075,-0.010401528714003475,-0.4026058719972953,23.813947439193726
star,12,0.6,aniso,100,3,-0.01778368996786739,-0.0186958735248359,0.0009121835569685099,0.03540766885272544,25.24574565887451
star,12,0.6,aniso,100,4,-0.026458454064652165,-0.016709839442017576,-0.009748614622634589,-0.43883498526427994,25.178332090377808
star,12,0.6,aniso,1000,0,-0.006708046269593482,-0.0025641255586957845,-0.004143920710897697,-0.3286268135134229,81.22837352752686
star,12,0.6,aniso,1000,1,-0.008681398920903305,-0.0014725833024081757,-0.007208815618495129,-0.46004524351124804,79.49720883369446
star,12,0.6,aniso,1000,2,-0.008252872263607658,-0.003927160495441231,-0.004325711768166427,-0.2756991804379357,80.77857232093811
star,12,0.6,aniso,1000,3,0.00031616519566010637,-0.00013475328635769723,0.0004509184820178036,0.03272738272907008,81.09714770317078
star,12,0.6,aniso,1000,4,-0.002552986878178093,-0.0024642766403549536,-8.871023782313931e-05,-0.007385436382470208,80.14139199256897
hier2,12,0.1,iso,100,0,-0.14049758695274736,-0.026969712484217662,-0.1135278744685297,-13.760538798961914,22.814488887786865
hier2,12,0.1,iso,100,1,-0.14878102366074114,-0.027508551913813257,-0.12127247174692789,-12.983304181681229,22.717591762542725
hier2,12,0.1,iso,100,2,-0.14268514841967433,-0.02516738560448225,-0.11751776281519208,-17.153443301437253,22.896465301513672
hier2,12,0.1,iso,100,3,-0.13685686875235403,-0.029048432477573306,-0.10780843627478073,-10.263406857512587,24.088385105133057
hier2,12,0.1,iso,100,4,-0.14012997196339078,-0.02548762082523499,-0.11464235113815578,-14.877411934977863,24.128479719161987
hier2,12,0.1,iso,1000,0,-0.13735796348520754,-0.030139951207058972,-0.10721801227814856,-13.30340988994967,79.52917098999023
hier2,12,0.1,iso,1000,1,-0.144686957268755,-0.027079936622082322,-0.11760702064667267,-14.169657287804435,77.77499985694885
hier2,12,0.1,iso,1000,2,-0.14470398211568397,-0.02657559119313322,-0.11812839092255076,-18.591918138753726,54.94880938529968
hier2,12,0.1,iso,1000,3,-0.1404243144349325,-0.02972522062895704,-0.11069909380597547,-14.741991087630714,54.867542028427124
hier2,12,0.1,iso,1000,4,-0.14203649394082518,-0.0269418849144304,-0.11509460902639479,-13.907646512124408,54.22219228744507
hier2,12,0.1,aniso,100,0,-0.14155686577178914,-0.02734806024456804,-0.1142088055272211,-14.122672469392668,24.519738912582397
hier2,12,0.1,aniso,100,1,-0.1467282592315629,-0.027841287868231656,-0.11888697136333125,-12.67852852915815,24.031246423721313
hier2,12,0.1,aniso,100,2,-0.1427205521461682,-0.02501311354853336,-0.11770743859763483,-17.17862621945197,24.138373851776123
hier2,12,0.1,aniso,100,3,-0.1371550851308837,-0.028845989909865522,-0.10830909522101818,-10.162553695181952,24.021210432052612
hier2,12,0.1,aniso,100,4,-0.14061446704136032,-0.025564256653074446,-0.11505021038828588,-13.998637359625477,23.885912895202637
hier2,12,0.1,aniso,1000,0,-0.13763974242404606,-0.02977190390597225,-0.1078678385180738,-14.826043755051757,60.214361906051636
hier2,12,0.1,aniso,1000,1,-0.1464792209084494,-0.027254086791136445,-0.11922513411731295,-14.114859898500413,59.4839301109314
hier2,12,0.1,aniso,1000,2,-0.14518622559564368,-0.0261360215427499,-0.11905020405289378,-19.616815646359612,59.158342361450195
hier2,12,0.1,aniso,1000,3,-0.14028053340176372,-0.03007563613201521,-0.11020489726974851,-14.78071774638063,58.71042227745056
hier2,12,0.1,aniso,1000,4,-0.14284528642480696,-0.026842722523023627,-0.11600256390178333,-14.631532154994352,59.383721351623535
hier2,12,0.3,iso,100,0,-0.1303609213095694,-0.0255713331149097,-0.1047895881946597,-15.953840764976444,18.254770755767822
hier2,12,0.3,iso,100,1,-0.13897689981745232,-0.026092475442453272,-0.11288442437499904,-12.164777907366373,18.185563564300537
hier2,12,0.3,iso,100,2,-0.13601271944023025,-0.02348728903448529,-0.11252543040574495,-18.436648277464702,18.229877471923828
hier2,12,0.3,iso,100,3,-0.12780831593678132,-0.02778465865972769,-0.10002365727705363,-10.246128448492003,18.59794044494629
hier2,12,0.3,iso,100,4,-0.1339654013637449,-0.024480303837290142,-0.10948509752645477,-14.843218903142162,18.635318517684937
hier2,12,0.3,iso,1000,0,-0.12663832627274524,-0.025528409643656137,-0.10110991662908911,-13.27127532572988,53.913363218307495
hier2,12,0.3,iso,1000,1,-0.13761697867882505,-0.023255981028053964,-0.1143609976507711,-14.208295886462306,54.61447262763977
hier2,12,0.3,iso,1000,2,-0.1348402218514262,-0.022370545550403794,-0.11246967630102239,-17.63168339633783,73.02040648460388
hier2,12,0.3,iso,1000,3,-0.12958907017943783,-0.024910439925157297,-0.10467863025428054,-15.33043928491084,60.468666315078735
hier2,12,0.3,iso,1000,4,-0.1306083797421832,-0.02264698999264401,-0.10796138974953919,-14.865875138311019,52.06745624542236
hier2,12,0.3,aniso,100,0,-0.13050134305477365,-0.02661791068651987,-0.10388343236825379,-13.756938732902324,23.52249765396118
hier2,12,0.3,aniso,100,1,-0.12737155879082118,-0.025789675628118673,-0.1015818831627025,-10.483389137899685,23.207743883132935
hier2,12,0.3,aniso,100,2,-0.1320371869041817,-0.021913582191666996,-0.1101236047125147,-18.838048486754886,23.123884916305542
hier2,12,0.3,aniso,100,3,-0.12083525140977856,-0.026549725440184985,-0.09428552596959358,-9.242230244962085,23.234494924545288
hier2,12,0.3,aniso,100,4,-0.13229713899340503,-0.0241292201308091,-0.10816791886259594,-13.466769196835287,23.19305181503296
hier2,12,0.3,aniso,1000,0,-0.12316230813207674,-0.0228981118702708,-0.10026419626180594,-11.159079965617018,57.87454628944397
hier2,12,0.3,aniso,1000,1,-0.13237422571431268,-0.022260580525490486,-0.11011364518882219,-14.889685584824692,57.056657791137695
hier2,12,0.3,aniso,1000,2,-0.1320754247985898,-0.02013742415957978,-0.11193800063901002,-18.76277636836931,81.13631319999695
hier2,12,0.3,aniso,1000,3,-0.12189334266397744,-0.02381135825299473,-0.09808198441098272,-12.165729640954893,57.63604378700256
hier2,12,0.3,aniso,1000,4,-0.1290281070434756,-0.02159428541026497,-0.10743382163321062,-14.011615254005564,66.93603801727295
hier2,12,0.6,iso,100,0,-0.10854024219420338,-0.008386678999268215,-0.10015356319493517,-13.165120601587667,22.713625192642212
hier2,12,0.6,iso,100,1,-0.11605093004436173,-0.007034305635322193,-0.10901662440903954,-13.182706816095887,22.832524061203003
hier2,12,0.6,iso,100,2,-0.11476414890768265,-0.0016348685914347142,-0.11312928031624793,-17.920484689794986,23.13957667350769
