dataset,trial,n,n_rep,delta_rel_sup,null_mean,null_sd,excess_sup,r_above,p_left,time_s
cifar10,0,1500,200,0.296684964449914,0.2968023277081726,0.021578725984196502,-0.00011736325825861815,91,0.5472636815920398,4373.399483919144
cifar10,1,1500,200,0.2746506852188051,0.2933723999834365,0.020915072379342314,-0.018721714764631414,161,0.19900497512437812,4345.045546770096
cifar10,2,1500,200,0.2559882881575515,0.2960018724879653,0.021489525139341513,-0.0400135843304138,199,0.009950248756218905,4257.65435385704
cifar10,3,1500,200,0.2695870971914945,0.29569831772345784,0.021320840711933242,-0.026111220531963353,176,0.12437810945273632,4207.360885620117
cifar10,4,1500,200,0.2612677852086055,0.2952024777516293,0.020995539920907982,-0.03393469254302378,195,0.029850746268656716,4322.223356485367
