model,partition,s,seed,kind,n,d,hub_rms,excessB_real,excessB_star,excessB_star_sd,depth,z,time_s,delta_999,delta_sd,null_mean,null_sd,excess,r_above,p_left,ratio
i21k_b,rand6,0.25,0,census,1000,768,33.24437713623047,,,,,,554.6489107608795,0.05988920164113791,0.0004808145767158295,0.08059585018008025,0.003641707981976083,-0.020706648538942343,200.0,0.0049751243781094535,
i21k_b,rand6,0.5,0,census,1000,768,33.24437713623047,,,,,,591.5964007377626,0.056982283439268026,0.00029321472710088967,0.07702700621607872,0.004069815999823664,-0.0200447227768107,200.0,0.0049751243781094535,
i21k_b,rand6,0.75,0,census,1000,768,33.24438095092773,,,,,,624.0802299976349,0.056612947277392515,0.000444016863695921,0.07703178346314114,0.004458917582477403,-0.020418836185748638,200.0,0.0049751243781094535,
i21k_b,rand6,1.0,0,census,1000,768,33.24438095092773,,,,,,610.5917048454285,0.058422252750109836,0.00042178648739529215,0.07925617806507149,0.004560375845890134,-0.02083392531496165,200.0,0.0049751243781094535,
i21k_b,tight06,real,0,depth,1000,768,33.244380950927734,-0.05469871516324211,-0.02434127224945154,0.0051866214832718,-0.03035744291379057,-2.306622006891321,85.82863664627075,,,,,,,,0.5999999642372131
i21k_b,rand6_t06,0.0,0,depth,1000,768,33.244380950927734,-0.03435658220774034,-0.0245038146363298,0.005384864881823599,-0.009852767571410542,-0.8008125901248315,81.61655330657959,,,,,,,,0.41191449761390686
i21k_b,rand6_t06,0.0,1,depth,1000,768,33.24437713623047,-0.038487828192692704,-0.024593028205855398,0.005296437935527473,-0.013894799986837306,-1.259883144208474,83.04711604118347,,,,,,,,0.4040948152542114
i21k_b,rand6_t06,0.5,0,depth,1000,768,33.244380950927734,-0.09713640576880003,-0.02449075469253123,0.005346839797120633,-0.0726456510762688,-8.139064460502402,84.49009394645691,,,,,,,,0.41454702615737915
i21k_b,rand6_t06,0.5,1,depth,1000,768,33.244380950927734,-0.09749584510486478,-0.024532121191340718,0.005302300706300432,-0.07296372391352407,-7.164772759785856,79.225754737854,,,,,,,,0.41608601808547974
i21k_b,rand6_t06,1.0,0,depth,1000,768,33.244380950927734,-0.16474641382090527,-0.024503812797656104,0.005384867598858726,-0.14024260102324917,-11.360203338788713,76.84748673439026,,,,,,,,0.43272215127944946
i21k_b,rand6_t06,1.0,1,depth,1000,768,33.244380950927734,-0.16237733590091694,-0.02453212196297959,0.005302301870660378,-0.13784521393793736,-10.757575432852438,92.32336950302124,,,,,,,,0.4305160641670227
