model,dataset,metric,null,stat,delta,delta_sd,null_mean,null_sd,excess,z,frac_null_above,r_above,p_left,time_s
i21k_t,imagenet,cosine_geodesic,haar,p999,0.11557470195147776,0.0003867314813159883,0.12777699362080658,0.002865020446580294,-0.012202291669328819,-4.220780117307331,1.0,200,0.004975124378109453,194.16548919677734
i21k_s,imagenet,cosine_geodesic,haar,p999,0.08049667070901181,0.00029993776074687984,0.09793395554193253,0.002130788264861353,-0.017437284832920716,-8.103599853346394,1.0,200,0.004975124378109453,179.6173915863037
i21k_b,imagenet,cosine_geodesic,haar,p999,0.06514710280073088,0.00033070193666959516,0.08708563131518501,0.002127215226149524,-0.02193852851445413,-10.190848467289358,1.0,200,0.004975124378109453,295.4585931301117
i21k_l,imagenet,cosine_geodesic,haar,p999,0.06755316336284381,0.00028872558860510084,0.08853894205784985,0.002059681096454493,-0.020985778695006035,-10.090192841342988,1.0,200,0.004975124378109453,462.52833795547485
dinov1_b,imagenet,cosine_geodesic,haar,p999,0.08000844324003342,0.000522560964733191,0.10122088911201566,0.0017196732799525044,-0.021212445871982233,-11.802288215746762,1.0,200,0.004975124378109453,258.7975251674652
dinov2_s,imagenet,cosine_geodesic,haar,p999,0.07717040757981078,0.0003516473966665089,0.09118835930585378,0.0009542474425720943,-0.014017951726043004,-13.783929387635078,1.0,200,0.004975124378109453,172.26409339904785
