level,K,ratio,aniso,n,seed,excessB_real,excessB_star,depth,z,time_s
star,20,0.1,iso,100,0,-0.101376946032744,-0.09815938347194032,-0.0032175625608036745,-0.1517412887727595,7.8424153327941895
star,20,0.1,iso,100,1,-0.10553275710593718,-0.09757064899664218,-0.007962108109294999,-0.3702005260856592,9.22082233428955
star,20,0.1,iso,100,2,-0.09175035039183897,-0.09962140770455513,0.00787105731271616,0.3658149809299577,9.37869906425476
star,20,0.1,iso,100,3,-0.09111268537945877,-0.09801426810101661,0.006901582721557845,0.31621087304736284,10.060200214385986
star,20,0.1,iso,100,4,-0.09645917864324187,-0.09981575090750212,0.0033565722642602547,0.15853244099535008,9.827944278717041
star,20,0.1,iso,1000,0,-0.10128497784418918,-0.09811405090468972,-0.003170926939499455,-0.14959801112392299,32.7801570892334
star,20,0.1,iso,1000,1,-0.10429910568189871,-0.09803821473892159,-0.006260890942977118,-0.3016108970788869,32.31747126579285
star,20,0.1,iso,1000,2,-0.09083289986744306,-0.09851193318877251,0.007679033321329451,0.3672846181082734,27.029175519943237
star,20,0.1,iso,1000,3,-0.09154424227052935,-0.0981652531110092,0.006621010840479849,0.31773655834715187,22.150519609451294
star,20,0.1,iso,1000,4,-0.09646072886161561,-0.0983394874378486,0.0018787585762329861,0.09008187550897945,30.394198894500732
star,20,0.1,aniso,100,0,-0.10120273860114316,-0.098543270165894,-0.002659468435249168,-0.1289515219575834,12.292096614837646
star,20,0.1,aniso,100,1,-0.10328425865334709,-0.09778004256241378,-0.005504216090933309,-0.2569827892961158,12.16901683807373
star,20,0.1,aniso,100,2,-0.09391590275374505,-0.09967402496307116,0.005758122209326116,0.2719844726699183,12.167145013809204
star,20,0.1,aniso,100,3,-0.09423117493374514,-0.0972850421262416,0.003053867192496465,0.13700128118906077,12.164138555526733
star,20,0.1,aniso,100,4,-0.09466855762334869,-0.10003278852282427,0.005364230899475575,0.24800572749394922,12.10442590713501
star,20,0.1,aniso,1000,0,-0.1018088714177377,-0.09816870479883073,-0.0036401666189069676,-0.1718991355841734,34.84646153450012
star,20,0.1,aniso,1000,1,-0.10405369356792994,-0.098004091908241,-0.006049601659688944,-0.29244052821813504,35.26873016357422
star,20,0.1,aniso,1000,2,-0.09025826931739665,-0.09851717346430626,0.008258904146909607,0.38498268125240137,35.05177617073059
star,20,0.1,aniso,1000,3,-0.09102930266880586,-0.09836908094695446,0.007339778278148593,0.3532447123656451,35.44455289840698
star,20,0.1,aniso,1000,4,-0.09710141754666873,-0.09827719908819144,0.0011757815415227024,0.05636840750505234,35.87226867675781
star,20,0.3,iso,100,0,-0.09003759911283139,-0.09036193671816584,0.0003243376053344432,0.016655827247515295,9.77588677406311
star,20,0.3,iso,100,1,-0.09498211453576624,-0.08791116065364617,-0.007070953882120076,-0.3565960542478409,9.800926685333252
star,20,0.3,iso,100,2,-0.08235354562933442,-0.09243565775567382,0.010082112126339401,0.5328716469901297,9.97791838645935
star,20,0.3,iso,100,3,-0.08549240378258566,-0.0873633784053443,0.0018709746227586477,0.09578508835915094,10.019899845123291
star,20,0.3,iso,100,4,-0.08805549163740096,-0.0927487136983222,0.004693222060921237,0.24548378367917192,10.073088884353638
star,20,0.3,iso,1000,0,-0.08648157438663723,-0.08532226853838827,-0.0011593058482489565,-0.06408438323056932,34.37403631210327
star,20,0.3,iso,1000,1,-0.0920727665093169,-0.08630744102734905,-0.005765325481967842,-0.3131750343917554,34.63846206665039
star,20,0.3,iso,1000,2,-0.08261405447211004,-0.08606503407456301,0.0034509796024529693,0.1994248257584633,33.68354034423828
star,20,0.3,iso,1000,3,-0.08122986738280065,-0.0861132043177986,0.004883336934997956,0.28158318571399304,33.90616321563721
star,20,0.3,iso,1000,4,-0.08551276956765384,-0.08641939345604475,0.0009066238883909117,0.052054766077212294,33.42746376991272
star,20,0.3,aniso,100,0,-0.0871481471854243,-0.09001851588367889,0.002870368698254591,0.15101272291307416,12.201237916946411
star,20,0.3,aniso,100,1,-0.08579709033363149,-0.08858272135025241,0.0027856310166209236,0.15543630159085375,12.116263389587402
star,20,0.3,aniso,100,2,-0.08411288471789777,-0.09141546859412607,0.0073025838762283,0.38126568465113975,12.05207896232605
star,20,0.3,aniso,100,3,-0.08447045725899324,-0.08837412398596689,0.003903666726973648,0.18346660089498945,12.160184383392334
star,20,0.3,aniso,100,4,-0.0865163738880492,-0.09316743005781274,0.006651056169763539,0.3534758908359152,12.0700843334198
star,20,0.3,aniso,1000,0,-0.07615470671730475,-0.08488899658724602,0.008734289869941278,0.4751048345313336,35.99187397956848
