model,C,mode,seed,delta_999,delta_sd,null_mean,null_sd,excess,r_above,p_left,time_s
clip_l,10,random,0,0.07366897613758919,1.3877787807814457e-17,0.14333541762124147,0.02477684635956853,-0.06966644148365228,200,0.004975124378109453,90.32993865013123
clip_l,10,random,1,0.07937908047200139,0.0,0.15835391683696803,0.023451042058873852,-0.07897483636496665,200,0.004975124378109453,96.30732321739197
clip_l,10,random,2,0.05628605611008268,1.3877787807814457e-17,0.13503951502792835,0.022326570220842872,-0.07875345891784567,200,0.004975124378109453,103.19189047813416
clip_l,10,random,3,0.0883887153341372,1.3877787807814457e-17,0.16383547154367542,0.02333231725241073,-0.07544675620953822,200,0.004975124378109453,108.84458208084106
clip_l,10,random,4,0.05819834524346472,6.938893903907228e-18,0.15533033398620225,0.026220097990846097,-0.09713198874273753,200,0.004975124378109453,111.4898464679718
clip_l,20,random,0,0.08116213638536264,0.0004227440850605137,0.12589714012837772,0.009951685230384597,-0.044735003743015075,200,0.004975124378109453,127.77356815338135
clip_l,20,random,1,0.0840604149548479,0.00022994854199982068,0.12910586113600056,0.010037444806505744,-0.045045446181152665,200,0.004975124378109453,117.65580129623413
clip_l,20,random,2,0.07358546326828082,0.00014369344500416928,0.1152493872750097,0.008972576478914092,-0.041663924006728886,200,0.004975124378109453,113.687264919281
clip_l,20,random,3,0.07961534128219375,0.0012334367468019968,0.12836043622520293,0.008715450936039757,-0.04874509494300919,200,0.004975124378109453,115.57717680931091
clip_l,20,random,4,0.07231583635553289,7.813395454643323e-05,0.1273790443464191,0.009432656292661334,-0.05506320799088622,200,0.004975124378109453,119.7095320224762
clip_l,50,random,0,0.07763584426955197,0.00023454522837398776,0.109209385293519,0.005482122785161606,-0.03157354102396703,200,0.004975124378109453,123.95637607574463
clip_l,50,random,1,0.08136815516463936,0.000325068655592772,0.10227123459584153,0.004943543019332037,-0.020903079431202176,200,0.004975124378109453,119.36591219902039
clip_l,50,random,2,0.08325991966418679,0.00023925886877598936,0.10658893772805554,0.005314576731788978,-0.02332901806386875,200,0.004975124378109453,124.97658824920654
clip_l,50,random,3,0.07624628515706118,0.00026943877714169544,0.10738825789690308,0.005012718918438919,-0.0311419727398419,200,0.004975124378109453,130.76966667175293
clip_l,50,random,4,0.07975881813548634,0.00027115020992439097,0.1091522253437218,0.005146058074617855,-0.029393407208235467,200,0.004975124378109453,126.87158918380737
clip_l,100,random,0,0.07916246916004085,0.00023105904549801146,0.1054839272556557,0.004634875573510508,-0.02632145809561484,200,0.004975124378109453,118.00214433670044
clip_l,100,random,1,0.07826840183851688,0.0002926280631511401,0.10067215082807532,0.00448677483910583,-0.022403748989558436,200,0.004975124378109453,121.29749345779419
clip_l,100,random,2,0.08045219090097319,0.00029752653315245,0.10284212848393633,0.004884106031646867,-0.022389937582963135,200,0.004975124378109453,120.50912404060364
clip_l,100,random,3,0.07491610474099153,0.00030349684573020434,0.1021128388458315,0.004588675011831399,-0.02719673410483997,200,0.004975124378109453,122.5210280418396
clip_l,100,random,4,0.08282204989981609,0.00046269243637848186,0.1035502268824488,0.004646195695181152,-0.020728176982632712,200,0.004975124378109453,115.73621988296509
clip_l,200,random,0,0.07653722229468773,0.0003029301056065619,0.09635941109425936,0.004921097378889282,-0.01982218879957162,200,0.004975124378109453,139.4446723461151
clip_l,200,random,1,0.07887122856900099,0.00017050324855606106,0.09790907979066808,0.0050521886767946065,-0.019037851221667096,200,0.004975124378109453,130.94330859184265
clip_l,200,random,2,0.07549885011142408,0.0002533438996612801,0.09586196443589015,0.004960906034615943,-0.020363114324466067,200,0.004975124378109453,133.1627016067505
clip_l,200,random,3,0.07763717082674125,0.00027682073810601104,0.09657253819639097,0.004935361541253707,-0.018935367369649722,200,0.004975124378109453,133.6369559764862
clip_l,200,random,4,0.07896610481058744,0.00036348772456545517,0.09780864827953926,0.0051335204053243695,-0.018842543468951825,200,0.004975124378109453,130.74229621887207
clip_l,500,random,0,0.0760641199335045,0.0002201910793830588,0.08969134277323296,0.004653587514650571,-0.013627222839728462,199,0.009950248756218905,248.8152756690979
clip_l,500,random,1,0.078044723154265,0.00034460009326914065,0.08930269381803246,0.004643379674281685,-0.011257970663767464,198,0.014925373134328358,195.1150574684143
clip_l,1000,random,0,0.07603490956647022,0.00028942422421858796,0.08512123137872084,0.004356511235507545,-0.009086321812250622,197,0.01990049751243781,305.2324044704437
