model,frame,partition,s,seed,kind,n,d,hub_rms,ratio,excessB_real,excessB_star,excessB_star_sd,depth,z,time_s,delta_999,delta_sd,null_mean,null_sd,excess,r_above,p_left
dinov1_b,wn30,real,real,0,depth,1000,768,30.42951011657715,2.1233694553375244,-0.00906988886920436,-0.00016967049073578905,0.003692570191851522,-0.00890021837846857,-0.9404819250777351,109.04967164993286,,,,,,,
dinov1_b,wn30,rand6,0.0,0,depth,1000,768,30.42951011657715,1.3595209121704102,-0.003148882974442657,-0.00016967049043998956,0.0036925696481796585,-0.0029792124840026676,-0.24766228466364695,108.63692426681519,,,,,,,
dinov1_b,wn30,rand6,0.0,1,depth,1000,768,30.42951011657715,1.3337119817733765,-0.0038509167805936273,-0.00016966993963255794,0.0036925696150045873,-0.0036812468409610694,-0.3102614415606289,106.52081680297852,,,,,,,
dinov1_b,wn30,rand6,0.0,2,depth,1000,768,30.42951202392578,1.360946536064148,-0.004648739530322854,-0.00016966907928449987,0.003692569649073691,-0.004479070451038354,-0.4462482154525228,110.58771300315857,,,,,,,
dinov1_b,wn30,rand6,0.0,3,depth,1000,768,30.429513931274414,1.3554426431655884,-0.00881543345087997,-0.00016967004705480959,0.003692570544870328,-0.00864576340382516,-0.7318407427873489,103.04895162582397,,,,,,,
dinov1_b,wn30,rand6,0.0,4,depth,1000,768,30.429513931274414,1.348675012588501,-0.0049271548425631195,-0.00016966960639959311,0.0036925700050802718,-0.004757485236163527,-0.45819210508912345,110.11696815490723,,,,,,,
dinov1_b,wn30,rand6,0.25,0,depth,1000,768,30.429508209228516,1.3506085872650146,-0.002728682794701648,-0.00016967103748901925,0.0036925689465510435,-0.0025590117572126285,-0.21890213226961608,104.41305804252625,,,,,,,
dinov1_b,wn30,rand6,0.25,1,depth,1000,768,30.429513931274414,1.3704122304916382,-0.0003424832572697656,-0.0001696696933621622,0.0036925704366407124,-0.00017281356390760338,-0.014405303834385375,110.34811663627625,,,,,,,
dinov1_b,wn30,rand6,0.25,2,depth,1000,768,30.42951011657715,1.3408830165863037,-0.004179104437585124,-0.0001696703740772229,0.0036925687362962807,-0.004009434063507901,-0.32710408183866113,106.4971113204956,,,,,,,
dinov1_b,wn30,rand6,0.25,3,depth,1000,768,30.42951011657715,1.3545036315917969,-0.0020105182577900005,-0.0001696698303316535,0.0036925695183150607,-0.001840848427458347,-0.145793923249218,95.58100724220276,,,,,,,
dinov1_b,wn30,rand6,0.25,4,depth,1000,768,30.429513931274414,1.3377560377120972,-0.006015291345531054,-0.0001696702036605144,0.0036925703946240553,-0.00584562114187054,-0.5559569509420236,98.52983474731445,,,,,,,
dinov1_b,wn30,rand6,0.5,0,depth,1000,768,30.42951011657715,1.3583922386169434,-0.0043154805749638925,-0.00016966973549258218,0.003692570016241068,-0.00414581083947131,-0.3715503503657654,96.916184425354,,,,,,,
dinov1_b,wn30,rand6,0.5,1,depth,1000,768,30.429508209228516,1.3648006916046143,-0.0018411444476318928,-0.00016967100031328036,0.0036925692015187094,-0.0016714734473186124,-0.1452404826274816,94.58558392524719,,,,,,,
dinov1_b,wn30,rand6,0.5,2,depth,1000,768,30.42951011657715,1.3826557397842407,-0.0004306851640973608,-0.0001696709026575205,0.0036925690430602153,-0.0002610142614398403,-0.02192905653158256,112.30639600753784,,,,,,,
dinov1_b,wn30,rand6,0.5,3,depth,1000,768,30.429508209228516,1.3603333234786987,-0.004936083494677834,-0.00016967051201049189,0.0036925690346368977,-0.004766412982667343,-0.4518632732367332,123.232262134552,,,,,,,
dinov1_b,wn30,rand6,0.5,4,depth,1000,768,30.42951011657715,1.3521496057510376,-0.002407066167259414,-0.00016967109266828178,0.0036925691339321164,-0.0022373950745911324,-0.1761136409520386,108.61765766143799,,,,,,,
dinov1_b,wn30,rand6,0.75,0,depth,1000,768,30.42951011657715,1.3755905628204346,0.003800044767410013,-0.0001696705774481805,0.003692569834135816,0.003969715344858194,0.38836163015030273,112.33856415748596,,,,,,,
dinov1_b,wn30,rand6,0.75,1,depth,1000,768,30.42951202392578,1.389285683631897,0.007390626707487746,-0.00016967005709431354,0.003692569379111101,0.00756029676458206,0.6227967737427884,111.40487432479858,,,,,,,
dinov1_b,wn30,rand6,0.75,2,depth,1000,768,30.42951011657715,1.408035159111023,0.004363995415857205,-0.0001696710207724883,0.0036925701077245333,0.004533666436629694,0.36716538859303666,121.55204224586487,,,,,,,
dinov1_b,wn30,rand6,0.75,3,depth,1000,768,30.42951011657715,1.3863658905029297,0.005800588549253721,-0.00016966968247319607,0.0036925698082792674,0.005970258231726917,0.5751597473466873,118.48149466514587,,,,,,,
dinov1_b,wn30,rand6,0.75,4,depth,1000,768,30.42951202392578,1.4047709703445435,0.003366870340816383,-0.00016966999797834865,0.003692569627467043,0.0035365403387947318,0.2815754927501539,118.87193322181702,,,,,,,
dinov1_b,wn30,rand6,1.0,0,depth,1000,768,30.42951202392578,1.4197217226028442,-0.002123495047211321,-0.0001696696532817857,0.0036925691574423622,-0.0019538253939295354,-0.15326836258583174,113.10350036621094,,,,,,,
dinov1_b,wn30,rand6,1.0,1,depth,1000,768,30.42951202392578,1.4024406671524048,-0.005029397239050923,-0.0001696698527752838,0.0036925698106176634,-0.004859727386275639,-0.40611382084189274,112.94494891166687,,,,,,,
dinov1_b,wn30,rand6,1.0,2,depth,1000,768,30.429508209228516,1.4207038879394531,-0.00480985811540785,-0.00016967111599097419,0.0036925695095292193,-0.004640186999416876,-0.36702957599480723,112.54076933860779,,,,,,,
dinov1_b,wn30,rand6,1.0,3,depth,1000,768,30.429513931274414,1.402673602104187,-0.0025004072163451185,-0.00016966926190064012,0.0036925692631832943,-0.0023307379544444786,-0.19672823958384675,109.41985201835632,,,,,,,
dinov1_b,wn30,rand6,1.0,4,depth,1000,768,30.42951011657715,1.4130526781082153,-0.004584854251573817,-0.00016967082515335213,0.0036925690650659575,-0.0044151834264204645,-0.4274583309144577,114.23723602294922,,,,,,,
dinov1_b,wn30,rand6,0.0,0,census,1000,768,30.42951011657715,1.3595209121704102,,,,,,698.1995778083801,0.05943547240317916,0.0005327758305716209,0.07994173979659587,0.003866915549264029,-0.02050626739341671,200.0,0.004975124378109453
dinov1_b,wn30,rand6,0.25,0,census,1000,768,30.429508209228516,1.3506085872650146,,,,,,684.4676425457001,0.059141114951600834,0.0005497270618767602,0.08176776844393988,0.0037377365034769734,-0.02262665349233904,200.0,0.004975124378109453
dinov1_b,wn30,rand6,0.5,0,census,1000,768,30.42951011657715,1.3583922386169434,,,,,,665.9440696239471,0.05703995747812516,0.0005738919316681261,0.08008306517874253,0.00403406678319304,-0.02304310770061737,200.0,0.004975124378109453
