epoch,step,gstep,img_per_s,acc_leaf,loss_leaf,lr_enc,t
0,3350,3351,81.9,0.93359375,0.2339,1e-05,1789940540.2480016
0,3400,3401,82.0,0.90625,0.7102,1e-05,1789940691.426334
0,3450,3451,82.0,0.94140625,0.2847,1e-05,1789940844.141659
0,3500,3501,82.0,0.92578125,0.5057,1e-05,1789941002.019878
0,3550,3551,82.0,0.87890625,0.3928,1e-05,1789941150.0640972
0,3600,3601,82.1,0.8984375,0.7641,1e-05,1789941294.7642708
0,3650,3651,82.2,0.9296875,0.4422,1e-05,1789941447.0470617
0,3700,3701,82.2,0.890625,0.5732,1e-05,1789941599.9913342
0,3750,3751,82.2,0.9296875,0.4111,1e-05,1789941758.7293568
0,3800,3801,82.2,0.90234375,0.5523,1e-05,1789941911.9086795
0,3850,3851,82.2,0.8828125,0.6119,1e-05,1789942064.9220848
0,3900,3901,82.2,0.8984375,0.4501,1e-05,1789942226.7318592
0,3950,3951,82.1,0.94140625,0.2972,1e-05,1789942393.3148994
0,4000,4001,82.1,0.90234375,0.4833,1e-05,1789942553.8634086
0,4050,4051,82.1,0.9453125,0.2863,1e-05,1789942708.5323937
0,4100,4101,82.1,0.921875,0.3713,1e-05,1789942858.186767
0,4150,4151,82.1,0.94921875,0.2022,1e-05,1789943013.6271718
0,4200,4201,82.1,0.8671875,0.7017,1e-05,1789943165.5341105
0,4250,4251,82.2,0.86328125,0.8014,1e-05,1789943311.3630424
0,4300,4301,82.2,0.92578125,0.5064,1e-05,1789943461.9524915
0,4350,4351,82.3,0.953125,0.1872,1e-05,1789943610.6953187
0,4400,4401,82.3,0.9375,0.327,1e-05,1789943764.1574326
0,4450,4451,82.3,0.88671875,0.5136,1e-05,1789943916.3635015
0,4500,4501,82.3,0.98046875,0.0803,1e-05,1789944072.3735416
0,4550,4551,82.3,0.96484375,0.203,1e-05,1789944232.8537772
0,4600,4601,82.3,0.9296875,0.4152,1e-05,1789944381.145482
0,4650,4651,82.3,0.921875,0.5473,1e-05,1789944538.4383287
0,4700,4701,82.3,0.91015625,0.5096,1e-05,1789944701.5749931
0,4750,4751,82.2,0.9140625,0.3148,1e-05,1789944868.1257513
0,4800,4801,82.1,0.90234375,0.8471,1e-05,1789945035.1283574
0,4850,4851,82.1,0.93359375,0.4677,1e-05,1789945187.6852565
0,4900,4901,82.2,1.0,0.0127,1e-05,1789945340.2552166
0,4950,4951,82.4,0.99609375,0.0266,1e-05,1789945455.0019426
0,5000,5001,82.7,1.0,0.0118,1e-05,1789945546.0857127
0,5003,5004,82.8,0.99609375,0.0086,1e-05,1789945551.1999252
1,0,5005,50.6,0.5078125,3.4254,1e-05,1789945558.8952572
1,50,5055,55.4,0.9296875,0.3703,1e-05,1789945789.6079135
1,100,5105,63.1,0.9765625,0.082,1e-05,1789945963.6379302
1,150,5155,69.9,0.94140625,0.1973,1e-05,1789946107.0856402
1,200,5205,73.3,0.97265625,0.1346,1e-05,1789946255.6209366
1,250,5255,75.5,0.95703125,0.2056,1e-05,1789946405.2216382
1,300,5305,76.8,0.953125,0.1035,1e-05,1789946556.618921
1,350,5355,77.7,0.96484375,0.0988,1e-05,1789946710.6402545
1,400,5405,78.8,0.9296875,0.4004,1e-05,1789946857.3661904
1,450,5455,79.6,0.94140625,0.3081,1e-05,1789947003.712572
1,500,5505,80.1,0.9375,0.1911,1e-05,1789947155.8636131
1,550,5555,79.7,0.9765625,0.0828,1e-05,1789947322.5842175
1,600,5605,80.0,0.96875,0.1114,1e-05,1789947476.5260293
1,650,5655,80.1,0.92578125,0.2896,1e-05,1789947634.7440836
1,700,5705,80.4,0.9609375,0.111,1e-05,1789947786.6049638
1,750,5755,80.6,0.95703125,0.1001,1e-05,1789947940.4547725
1,800,5805,80.8,0.91796875,0.2817,1e-05,1789948091.838607
1,850,5855,81.1,0.94140625,0.1788,1e-05,1789948240.972571
1,900,5905,81.3,0.98046875,0.0756,1e-05,1789948392.0528932
1,950,5955,81.5,0.984375,0.0963,1e-05,1789948541.7089887
1,1000,6005,81.5,0.85546875,0.5764,1e-05,1789948697.9867039
1,1050,6055,81.6,0.96875,0.1609,1e-05,1789948850.5757616
1,1100,6105,81.7,0.90625,0.3735,1e-05,1789949002.451607
1,1150,6155,81.9,0.94921875,0.1925,1e-05,1789949151.8219476
1,1200,6205,82.1,0.9140625,0.4977,1e-05,1789949296.5911052
1,1250,6255,82.4,0.91796875,0.4182,1e-05,1789949440.206492
1,1300,6305,82.6,0.9453125,0.3269,1e-05,1789949586.492511
1,1350,6355,82.7,0.96484375,0.1291,1e-05,1789949734.4183316
1,1400,6405,82.8,0.96875,0.0715,1e-05,1789949886.28557
1,1450,6455,82.7,0.98828125,0.0685,1e-05,1789950045.1598299
1,1500,6505,82.3,0.96484375,0.1061,1e-05,1789950221.1000233
1,1550,6555,81.7,0.96875,0.1456,1e-05,1789950411.9468193
1,1600,6605,81.3,0.9609375,0.2086,1e-05,1789950596.521645
1,1650,6655,81.1,0.95703125,0.1153,1e-05,1789950762.398199
1,1700,6705,80.7,0.98046875,0.0808,1e-05,1789950948.6691244
1,1750,6755,80.3,0.97265625,0.1226,1e-05,1789951137.930785
1,1800,6805,79.8,0.9453125,0.2222,1e-05,1789951328.5286014
1,1850,6855,79.5,0.95703125,0.1573,1e-05,1789951514.483004
1,1900,6905,79.0,0.9765625,0.0995,1e-05,1789951710.9640336
1,1950,6955,78.8,0.953125,0.1967,1e-05,1789951895.883326
1,2000,7005,78.3,0.94921875,0.1525,1e-05,1789952092.0649984
1,2050,7055,78.2,0.921875,0.3292,1e-05,1789952269.3536563
1,2100,7105,78.1,0.94921875,0.1545,1e-05,1789952438.5821145
1,2150,7155,78.0,0.984375,0.0915,1e-05,1789952614.6223407
1,2200,7205,77.8,0.9453125,0.1976,1e-05,1789952796.1927183
1,2250,7255,77.7,0.9296875,0.4147,1e-05,1789952972.605067
1,2300,7305,77.6,0.9765625,0.1113,1e-05,1789953146.3536952
1,2350,7355,77.5,0.9765625,0.0646,1e-05,1789953319.8050914
1,2400,7405,77.4,0.8671875,0.6157,1e-05,1789953494.5973268
1,2450,7455,77.4,0.9296875,0.1942,1e-05,1789953664.6193068
1,2500,7505,77.3,0.96484375,0.1711,1e-05,1789953840.3535855
1,2550,7555,77.2,0.9921875,0.0518,1e-05,1789954016.003325
1,2600,7605,77.1,0.8984375,0.33,1e-05,1789954190.5192087
1,2650,7655,77.0,0.95703125,0.256,1e-05,1789954365.7359357
1,2700,7705,77.0,0.99609375,0.0176,1e-05,1789954536.4646187
1,2750,7755,77.0,0.94140625,0.1863,1e-05,1789954700.1437469
1,2800,7805,77.0,0.92578125,0.3897,1e-05,1789954863.8732584
1,2850,7855,77.0,0.921875,0.3394,1e-05,1789955035.048022
1,2900,7905,76.9,0.95703125,0.1522,1e-05,1789955208.7277422
1,2950,7955,76.9,0.96875,0.1745,1e-05,1789955381.693835
1,3000,8005,76.8,0.94140625,0.2372,1e-05,1789955555.4111562
1,3050,8055,76.8,0.9453125,0.2762,1e-05,1789955725.7486305
1,3100,8105,76.7,0.97265625,0.0943,1e-05,1789955903.7464342
1,3150,8155,76.7,0.9453125,0.2199,1e-05,1789956075.801978
1,3200,8205,76.7,0.94140625,0.2957,1e-05,1789956240.575665
1,3250,8255,76.7,0.984375,0.0406,1e-05,1789956409.2122972
1,3300,8305,76.7,0.96484375,0.121,1e-05,1789956578.1420164
1,3350,8355,76.7,0.96875,0.1193,1e-05,1789956744.120286
1,3400,8405,76.7,0.92578125,0.2984,1e-05,1789956903.4480042
1,3450,8455,76.7,0.9296875,0.3224,1e-05,1789957073.0433092
1,3500,8505,76.7,0.94140625,0.214,1e-05,1789957239.9668722
1,3550,8555,76.7,0.95703125,0.2135,1e-05,1789957412.4295654
1,3600,8605,76.6,0.93359375,0.2172,1e-05,1789957582.9626412
1,3650,8655,76.6,0.953125,0.2074,1e-05,1789957752.2957308
1,3700,8705,76.6,0.96484375,0.0967,1e-05,1789957923.8897982
1,3750,8755,76.6,0.9375,0.1744,1e-05,1789958090.4148417
1,3800,8805,76.6,0.921875,0.7169,1e-05,1789958254.8823662
1,3850,8855,76.6,0.87890625,0.6381,1e-05,1789958421.406655
1,3900,8905,76.6,0.94140625,0.2014,1e-05,1789958592.065141
1,3950,8955,76.5,0.953125,0.1947,1e-05,1789958766.9177206
1,4000,9005,76.5,0.94140625,0.3797,1e-05,1789958939.816827
1,4050,9055,76.5,0.9453125,0.2319,1e-05,1789959110.078586
1,4100,9105,76.5,0.96875,0.1693,1e-05,1789959280.7518864
1,4150,9155,76.4,0.9296875,0.2238,1e-05,1789959454.336635
1,4200,9205,76.4,0.91015625,0.6043,1e-05,1789959626.7793303
1,4250,9255,76.4,0.92578125,0.3025,1e-05,1789959803.2026975
1,4300,9305,76.3,0.94921875,0.2196,1e-05,1789959978.462382
1,4350,9355,76.3,0.96484375,0.1491,1e-05,1789960143.3407097
1,4400,9405,76.4,0.953125,0.339,1e-05,1789960307.0798457
1,4450,9455,76.4,0.93359375,0.2466,1e-05,1789960466.9796557
1,4500,9505,76.4,0.93359375,0.1851,1e-05,1789960636.6417701
1,4550,9555,76.4,0.9609375,0.1652,1e-05,1789960809.7420628
1,4600,9605,76.3,0.94921875,0.2733,1e-05,1789960981.7890866
1,4650,9655,76.3,0.9765625,0.0685,1e-05,1789961151.010607
1,4700,9705,76.3,0.95703125,0.125,1e-05,1789961317.8575678
1,4750,9755,76.4,0.91796875,0.4302,1e-05,1789961483.060596
1,4800,9805,76.4,0.9375,0.2714,1e-05,1789961648.9070878
1,4850,9855,76.4,0.92578125,0.3403,1e-05,1789961811.551715
1,4900,9905,76.4,0.98828125,0.0476,1e-05,1789961972.6059716
1,4950,9955,76.6,0.9765625,0.0607,1e-05,1789962092.4317029
1,5000,10005,77.0,0.98046875,0.0634,1e-05,1789962180.3025901
1,5003,10008,77.0,0.9765625,0.0735,1e-05,1789962184.598489
2,0,10009,46.0,0.65625,1.9945,1e-05,1789962205.4461446
2,50,10059,59.6,0.99609375,0.0179,1e-05,1789962419.006875
2,100,10109,67.0,0.9375,0.1914,1e-05,1789962585.727864
2,150,10159,72.1,0.97265625,0.1018,1e-05,1789962735.7203345
2,200,10209,74.9,0.96875,0.1925,1e-05,1789962887.0838277
2,250,10259,76.4,0.92578125,0.2684,1e-05,1789963041.3781984
2,300,10309,77.7,0.96484375,0.093,1e-05,1789963191.6585708
2,350,10359,78.8,0.9765625,0.0731,1e-05,1789963340.4164898
2,400,10409,79.3,0.984375,0.111,1e-05,1789963495.2003915
2,450,10459,79.0,0.9765625,0.1007,1e-05,1789963661.7710593
2,500,10509,78.6,0.94921875,0.2117,1e-05,1789963831.1314616
2,550,10559,78.4,0.98046875,0.0818,1e-05,1789963999.5225425
2,600,10609,78.5,0.9765625,0.1047,1e-05,1789964158.822436
2,650,10659,78.3,0.953125,0.1483,1e-05,1789964327.100054
2,700,10709,78.3,0.9453125,0.1442,1e-05,1789964491.4296904
2,750,10759,78.2,0.984375,0.0853,1e-05,1789964658.220727
2,800,10809,78.1,0.91796875,0.3199,1e-05,1789964824.4187474
2,850,10859,78.2,0.96875,0.0973,1e-05,1789964987.3299963
2,900,10909,78.1,0.953125,0.1217,1e-05,1789965152.3317769
2,950,10959,78.2,0.96484375,0.1634,1e-05,1789965313.6937654
2,1000,11009,78.0,0.9609375,0.2294,1e-05,1789965485.156276
2,1050,11059,77.8,0.98046875,0.0584,1e-05,1789965657.8600078
2,1100,11109,77.6,0.98046875,0.068,1e-05,1789965830.900599
2,1150,11159,77.5,0.97265625,0.1017,1e-05,1789966002.9889421
2,1200,11209,77.5,0.94921875,0.2928,1e-05,1789966167.9178495
2,1250,11259,77.4,0.953125,0.1742,1e-05,1789966337.6164458
2,1300,11309,77.3,0.96484375,0.1308,1e-05,1789966506.7221925
2,1350,11359,77.3,0.98828125,0.0705,1e-05,1789966674.6625776
2,1400,11409,77.1,0.953125,0.1831,1e-05,1789966850.3411794
2,1450,11459,77.0,0.94921875,0.1261,1e-05,1789967024.4406898
2,1500,11509,76.9,0.9296875,0.162,1e-05,1789967196.9608645
2,1550,11559,76.7,0.96875,0.0806,1e-05,1789967375.216726
2,1600,11609,76.6,0.98828125,0.0527,1e-05,1789967547.5615706
2,1650,11659,76.5,0.9609375,0.2732,1e-05,1789967721.805941
2,1700,11709,76.5,0.98828125,0.0664,1e-05,1789967891.9212642
2,1750,11759,76.5,0.94921875,0.1469,1e-05,1789968058.6029348
2,1800,11809,76.4,0.921875,0.3226,1e-05,1789968232.3221056
2,1850,11859,76.4,0.90625,0.2905,1e-05,1789968404.9367106
2,1900,11909,76.3,0.984375,0.0663,1e-05,1789968578.1961434
2,1950,11959,76.2,0.96484375,0.1105,1e-05,1789968752.5466003
2,2000,12009,76.2,0.984375,0.0735,1e-05,1789968926.4555056
2,2050,12059,76.1,0.94140625,0.1703,1e-05,1789969098.5604255
2,2100,12109,76.1,0.97265625,0.0824,1e-05,1789969269.3275323
2,2150,12159,76.1,0.96875,0.0998,1e-05,1789969437.4694438
2,2200,12209,76.2,0.94140625,0.2764,1e-05,1789969599.1544821
2,2250,12259,76.1,0.9765625,0.0878,1e-05,1789969774.1981053
2,2300,12309,76.0,0.9765625,0.1062,1e-05,1789969950.711996
2,2350,12359,76.0,0.98046875,0.0833,1e-05,1789970124.1284106
2,2400,12409,75.9,0.92578125,0.5165,1e-05,1789970293.0912085
2,2450,12459,75.9,0.9609375,0.172,1e-05,1789970462.6175623
2,2500,12509,75.9,0.9609375,0.1355,1e-05,1789970632.9470024
2,2550,12559,75.9,0.96484375,0.0938,1e-05,1789970807.7060773
2,2600,12609,75.8,0.97265625,0.1131,1e-05,1789970980.7546213
2,2650,12659,75.8,0.95703125,0.2042,1e-05,1789971150.173913
2,2700,12709,75.8,0.9609375,0.1377,1e-05,1789971321.70516
2,2750,12759,75.8,0.96484375,0.1197,1e-05,1789971496.4458978
2,2800,12809,75.7,0.92578125,0.3075,1e-05,1789971672.7987592
2,2850,12859,75.6,0.90234375,0.3228,1e-05,1789971850.2433393
2,2900,12909,75.5,0.96875,0.0872,1e-05,1789972030.2495384
2,2950,12959,75.5,0.98046875,0.0611,1e-05,1789972206.412542
2,3000,13009,75.4,0.91796875,0.3284,1e-05,1789972384.7515385
2,3050,13059,75.4,0.9765625,0.0942,1e-05,1789972561.9861088
2,3100,13109,75.3,0.9765625,0.0594,1e-05,1789972739.6895523
2,3150,13159,75.3,0.9609375,0.1201,1e-05,1789972915.1106985
2,3200,13209,75.3,0.953125,0.2348,1e-05,1789973087.9126344
2,3250,13259,75.2,0.984375,0.0762,1e-05,1789973260.743183
2,3300,13309,75.2,0.9765625,0.0675,1e-05,1789973438.5293238
2,3350,13359,75.2,0.96875,0.074,1e-05,1789973613.3908396
2,3400,13409,75.1,0.9375,0.309,1e-05,1789973790.1109195
2,3450,13459,75.1,0.90625,0.4387,1e-05,1789973963.331115
2,3500,13509,75.1,0.984375,0.1053,1e-05,1789974135.5316062
2,3550,13559,75.1,0.93359375,0.2529,1e-05,1789974303.2027187
2,3600,13609,75.1,0.97265625,0.111,1e-05,1789974471.8584318
2,3650,13659,75.1,0.93359375,0.3599,1e-05,1789974648.2140403
2,3700,13709,74.9,0.94921875,0.1169,1e-05,1789974850.9790628
2,3750,13759,74.9,0.97265625,0.0606,1e-05,1789975011.8847294
2,3800,13809,75.1,0.9296875,0.3228,1e-05,1789975158.974991
2,3850,13859,75.2,0.94140625,0.2552,1e-05,1789975303.7443948
2,3900,13909,75.4,0.96875,0.1172,1e-05,1789975447.6461985
2,3950,13959,75.5,0.98046875,0.0505,1e-05,1789975588.645906
2,4000,14009,75.6,0.93359375,0.1735,1e-05,1789975740.0665486
2,4050,14059,75.7,0.9453125,0.2448,1e-05,1789975896.942431
2,4100,14109,75.8,0.93359375,0.247,1e-05,1789976050.720671
2,4150,14159,75.9,0.94921875,0.1662,1e-05,1789976197.1104074
2,4200,14209,76.0,0.9453125,0.228,1e-05,1789976347.4224825
2,4250,14259,76.1,0.9375,0.337,1e-05,1789976494.3041089
2,4300,14309,76.2,0.9609375,0.1802,1e-05,1789976640.7809796
2,4350,14359,76.4,0.9765625,0.1443,1e-05,1789976787.228126
2,4400,14409,76.4,0.94921875,0.2349,1e-05,1789976938.3585534
2,4450,14459,76.5,0.91015625,0.347,1e-05,1789977100.0296595
2,4500,14509,76.6,0.98046875,0.0596,1e-05,1789977249.6276083
2,4550,14559,76.7,0.9609375,0.1515,1e-05,1789977397.4750445
2,4600,14609,76.8,0.9296875,0.2797,1e-05,1789977542.9499996
2,4650,14659,76.9,0.9453125,0.2029,1e-05,1789977689.7765481
2,4700,14709,77.0,0.95703125,0.2478,1e-05,1789977831.2659802
2,4750,14759,77.1,0.984375,0.0482,1e-05,1789977976.4604075
2,4800,14809,77.2,0.94140625,0.3295,1e-05,1789978117.2668543
2,4850,14859,77.3,0.921875,0.3212,1e-05,1789978266.8481438
2,4900,14909,77.4,0.9921875,0.0475,1e-05,1789978411.847371
2,4950,14959,77.6,0.9765625,0.0731,1e-05,1789978523.6065438
2,5000,15009,78.0,0.99609375,0.0275,1e-05,1789978605.7368274
2,5003,15012,78.1,0.98828125,0.0574,1e-05,1789978610.1111474
3,0,15013,51.4,0.609375,2.0203,1e-05,1789978630.7992313
3,50,15063,62.3,0.94140625,0.3141,1e-05,1789978835.3747556
3,100,15113,73.6,0.953125,0.2249,1e-05,1789978977.335771
3,150,15163,78.7,0.9609375,0.1381,1e-05,1789979117.238524
3,200,15213,81.2,0.94921875,0.2032,1e-05,1789979259.5688272
3,250,15263,82.8,0.9765625,0.1331,1e-05,1789979402.1810627
3,300,15313,83.2,0.9765625,0.0497,1e-05,1789979551.8436697
3,350,15363,83.7,0.98046875,0.0814,1e-05,1789979699.8365695
3,400,15413,83.7,0.94921875,0.144,1e-05,1789979852.1089256
3,450,15463,83.8,0.9609375,0.0987,1e-05,1789980003.1707797
3,500,15513,83.7,0.90625,0.2981,1e-05,1789980158.3602452
3,550,15563,83.5,0.97265625,0.0953,1e-05,1789980314.3533137
3,600,15613,84.1,0.96484375,0.1857,1e-05,1789980455.182999
3,650,15663,84.2,0.95703125,0.2009,1e-05,1789980604.9186645
3,700,15713,84.3,0.96484375,0.1741,1e-05,1789980755.2761517
3,750,15763,84.5,0.9453125,0.1082,1e-05,1789980902.1431391
3,800,15813,84.5,0.921875,0.2041,1e-05,1789981053.9080493
3,850,15863,84.7,0.98046875,0.136,1e-05,1789981197.9233172
3,900,15913,84.8,0.96875,0.1137,1e-05,1789981347.293849
3,950,15963,84.8,0.98046875,0.0743,1e-05,1789981496.4520285
3,1000,16013,84.9,0.9375,0.4028,1e-05,1789981645.5952034
3,1050,16063,84.8,0.96875,0.1319,1e-05,1789981797.7220197
3,1100,16113,84.9,0.953125,0.1434,1e-05,1789981945.1293988
3,1150,16163,84.7,0.9765625,0.0774,1e-05,1789982105.8577201
3,1200,16213,84.6,0.93359375,0.3806,1e-05,1789982258.0690389
3,1250,16263,84.6,0.98046875,0.0496,1e-05,1789982410.3036082
3,1300,16313,84.4,0.93359375,0.2526,1e-05,1789982572.800219
3,1350,16363,84.4,0.953125,0.1401,1e-05,1789982722.410183
3,1400,16413,84.4,0.96484375,0.1628,1e-05,1789982875.0664117
3,1450,16463,84.4,0.9609375,0.0914,1e-05,1789983025.788873
3,1500,16513,84.4,0.96484375,0.1532,1e-05,1789983177.719629
3,1550,16563,84.4,0.96484375,0.1404,1e-05,1789983328.232541
3,1600,16613,83.9,0.94921875,0.1922,1e-05,1789983508.489218
3,1650,16663,83.5,0.98046875,0.0775,1e-05,1789983686.0163603
3,1700,16713,83.6,0.9609375,0.1274,1e-05,1789983836.02915
3,1750,16763,83.7,0.9765625,0.0861,1e-05,1789983984.13173
3,1800,16813,83.7,0.96875,0.0956,1e-05,1789984131.0850677
3,1850,16863,83.9,0.9296875,0.3046,1e-05,1789984276.4812455
3,1900,16913,84.0,0.9375,0.22,1e-05,1789984420.2307978
3,1950,16963,84.1,0.96484375,0.1242,1e-05,1789984564.7764301
3,2000,17013,84.2,0.9453125,0.3177,1e-05,1789984708.0717108
3,2050,17063,84.3,0.96875,0.0993,1e-05,1789984851.4263544
3,2100,17113,84.4,0.95703125,0.1326,1e-05,1789984995.207272
3,2150,17163,84.5,0.9921875,0.0446,1e-05,1789985141.6166449
3,2200,17213,84.6,0.95703125,0.1787,1e-05,1789985288.4967196
3,2250,17263,84.6,0.98046875,0.0911,1e-05,1789985433.543054
3,2300,17313,84.7,0.953125,0.1887,1e-05,1789985579.0686762
3,2350,17363,84.8,0.96875,0.1035,1e-05,1789985724.9902213
3,2400,17413,84.8,0.9609375,0.1663,1e-05,1789985872.1810954
3,2450,17463,84.9,0.95703125,0.1229,1e-05,1789986020.1269088
3,2500,17513,84.9,0.953125,0.188,1e-05,1789986170.3920262
3,2550,17563,84.9,0.98046875,0.059,1e-05,1789986316.3891635
3,2600,17613,85.0,0.96875,0.1348,1e-05,1789986462.0735273
3,2650,17663,85.0,0.96875,0.1546,1e-05,1789986607.5472097
3,2700,17713,85.1,0.96484375,0.1041,1e-05,1789986755.1670797
3,2750,17763,85.1,0.96484375,0.2081,1e-05,1789986896.851435
3,2800,17813,85.2,0.95703125,0.23,1e-05,1789987038.641382
3,2850,17863,85.3,0.93359375,0.27,1e-05,1789987186.2664573
3,2900,17913,85.3,0.9609375,0.1653,1e-05,1789987330.3689647
3,2950,17963,85.3,0.9765625,0.0821,1e-05,1789987486.2337935
3,3000,18013,85.0,0.953125,0.1529,1e-05,1789987661.1793208
3,3050,18063,85.0,0.98046875,0.092,1e-05,1789987812.1487038
3,3100,18113,85.1,0.94921875,0.157,1e-05,1789987958.0601847
3,3150,18163,84.9,0.96875,0.1356,1e-05,1789988123.0460289
3,3200,18213,85.0,0.9609375,0.1444,1e-05,1789988265.9431014
3,3250,18263,85.1,0.97265625,0.1154,1e-05,1789988408.6384964
3,3300,18313,85.1,0.9765625,0.1271,1e-05,1789988552.305492
3,3350,18363,85.1,1.0,0.0067,1e-05,1789988701.0560808
3,3400,18413,85.2,0.94140625,0.3408,1e-05,1789988848.3324063
3,3450,18463,85.2,0.94921875,0.1738,1e-05,1789988992.9814703
3,3500,18513,85.2,0.97265625,0.1534,1e-05,1789989141.7230163
3,3550,18563,85.3,0.96875,0.1249,1e-05,1789989286.0040674
3,3600,18613,85.3,0.93359375,0.225,1e-05,1789989431.1764822
3,3650,18663,85.3,0.94921875,0.1701,1e-05,1789989577.5523715
3,3700,18713,85.3,0.98046875,0.1101,1e-05,1789989734.3960128
3,3750,18763,85.3,0.9921875,0.0379,1e-05,1789989887.369328
3,3800,18813,85.2,0.94140625,0.2639,1e-05,1789990041.925864
