level,K,ratio,aniso,n,seed,excessB_real,excessB_star,depth,z,time_s
star,20,0.1,iso,100,0,-0.101376946032744,-0.09621374952295644,-0.005163196509787554,-0.24364070085321524,26.6050226688385
star,20,0.1,iso,100,1,-0.10553275710593718,-0.09615936595925272,-0.009373391146684465,-0.45689110318646126,22.119906425476074
star,20,0.1,iso,100,2,-0.09175035039183897,-0.09648869217859003,0.00473834178675106,0.2204067283178744,19.581189155578613
star,20,0.1,iso,100,3,-0.09111268537945877,-0.09588845726020509,0.004775771880746321,0.22858795450124952,19.69879722595215
star,20,0.1,iso,100,4,-0.09645917864324187,-0.09693982944929866,0.0004806508060567899,0.022897866501180985,19.662147521972656
star,20,0.1,iso,1000,0,-0.10128497784418918,-0.09493359827995311,-0.006351379564236065,-0.30722252738111744,58.65460443496704
star,20,0.1,iso,1000,1,-0.10429910568189871,-0.09561120981335962,-0.008687895868539089,-0.42756078757953875,58.03254246711731
star,20,0.1,iso,1000,2,-0.09083289986744306,-0.095343471116818,0.004510571249374942,0.2218844742576728,61.35090398788452
star,20,0.1,iso,1000,3,-0.09154424227052935,-0.09545003971659952,0.0039057974460701694,0.1915540285632116,57.99776887893677
star,20,0.1,iso,1000,4,-0.09646072886161561,-0.09586050686460568,-0.000600221997009931,-0.029137715345925613,56.99212694168091
star,20,0.1,aniso,100,0,-0.10120273860114316,-0.09622442050388783,-0.004978318097255338,-0.24066687299633666,21.807684421539307
star,20,0.1,aniso,100,1,-0.10328425865334709,-0.09648423999053911,-0.00680001866280798,-0.3343634290174431,20.83337903022766
star,20,0.1,aniso,100,2,-0.09391590275374505,-0.09699156461211811,0.0030756618583730605,0.1462568969915301,21.248582124710083
star,20,0.1,aniso,100,3,-0.09423117493374514,-0.09611276008085999,0.0018815851471148531,0.08800394697865024,22.00862193107605
star,20,0.1,aniso,100,4,-0.09466855762334869,-0.0965149574333027,0.0018463998099540052,0.08614967396645573,21.460381031036377
