model,0.0,0.25,0.5,0.75,1.0
clip_b,0.0,0.0,1.0,1.0,1.0
clip_l,0.0,0.2,0.2,0.4,0.4
dinov1_b,0.0,0.0,0.0,0.0,0.8
dinov2_b,0.0,0.0,0.0,0.0,0.0
dinov2_g,0.0,0.0,0.0,0.2,0.4
dinov2_l,0.0,0.0,0.0,0.2,0.0
dinov2_s,0.0,0.0,0.0,0.0,0.0
i21k_b,0.0,0.8,1.0,1.0,1.0
i21k_l,0.0,0.6,1.0,1.0,1.0
i21k_s,0.0,0.4,1.0,1.0,1.0
i21k_t,0.2,0.8,0.8,1.0,1.0
siglip_b,0.0,0.0,1.0,0.8,0.6
