model,transform,star,dec_seed,excessB_real,excessB_star,star_sd,depth,z,r_star,p_star,time_s
clip_b,deradial,aniso_decoupled,0,-0.016189499024931386,0.0009761738825698002,0.002614168371723757,-0.017165672907501185,-1.1897833044011574,0,0.09090909090909091,249.3476266860962
clip_b,deradial,aniso_decoupled,1,-0.012615442616836045,-0.0006000843135039915,0.003301061647022242,-0.012015358303332054,-0.9660448847966624,0,0.09090909090909091,254.9544553756714
clip_b,deradial,aniso_decoupled,2,-0.01569587443855082,0.0003826310929477064,0.0038393358158297745,-0.016078505531498526,-1.172696293944296,0,0.09090909090909091,186.91410207748413
clip_b,deradial,aniso_decoupled,3,-0.016140356572712983,0.0013616223580820833,0.002905770510016109,-0.017501978930795067,-1.3573687694829895,0,0.09090909090909091,169.44801092147827
clip_b,deradial,aniso_decoupled,4,-0.017380915071232572,0.00011679502663878433,0.0027804508600590763,-0.017497710097871357,-1.241243031822116,0,0.09090909090909091,173.88270163536072
clip_b,deradial,aniso_decoupled,5,-0.012355352835006772,0.0006124252507821046,0.0028528052424105013,-0.012967778085788877,-1.035221256862118,0,0.09090909090909091,157.97573041915894
clip_b,deradial,aniso_decoupled,6,-0.016962180979519986,0.00020189615063539862,0.0035182574456633325,-0.017164077130155386,-1.1739912327610877,0,0.09090909090909091,206.3634819984436
clip_b,deradial,aniso_decoupled,7,-0.015547443079957257,0.0006316930209111186,0.002697839618788951,-0.016179136100868376,-1.0976898493268061,0,0.09090909090909091,179.28110671043396
clip_b,deradial,aniso_decoupled,8,-0.014448015926638788,0.0008796750094335782,0.0028813247196487995,-0.015327690936072367,-1.105342607444011,0,0.09090909090909091,145.04777193069458
clip_b,deradial,aniso_decoupled,9,-0.01847662504413397,0.001759436597680418,0.0017826858871109411,-0.02023606164181439,-1.5839405391870252,0,0.09090909090909091,156.91981863975525
