model,dataset,delta,delta_sd,null_mean,null_sd,excess,z,frac_null_above,r_above,p_left,store_centroids,time_s
i21k_t,imagenet,0.08783908467353604,0.0003035147351940353,0.0934364946740071,0.004346583810643231,-0.005597410000471051,-1.284644095064546,0.89,178,0.11442786069651742,0,202.0838601589203
i21k_s,imagenet,0.06289278478250815,0.00026560569479597545,0.07707640376334055,0.00325845207950184,-0.014183618980832396,-4.3384808912160615,1.0,200,0.004975124378109453,0,232.1256091594696
i21k_b,imagenet,0.05393620095877087,0.00019941582908156085,0.07282920365652479,0.0027445827739038474,-0.018893002697753916,-6.865644451027069,1.0,200,0.004975124378109453,0,289.85044050216675
i21k_l,imagenet,0.055454520906013514,0.00017080526901697715,0.07372977124270882,0.0033117451783709756,-0.01827525033669531,-5.510989300288642,1.0,200,0.004975124378109453,0,409.47980666160583
dinov1_b,imagenet,0.0552455916591852,0.00037318144621323107,0.07839950494350449,0.0021082202682485974,-0.02315391328431929,-10.81456033068814,1.0,200,0.004975124378109453,0,277.61014127731323
dinov2_s,imagenet,0.05293377280502317,0.00023910565046815884,0.07313170411556003,0.0010176166971039547,-0.020197931310536855,-19.322058291654127,1.0,200,0.004975124378109453,0,179.72498774528503
