model,cloud,star,seed,excessB_real,excessB_star,excessB_star_sd,depth,z,r_star,p_star,star_excesses,time_s
siglip_b,real,aniso,0,-0.009716675422748747,0.0008434304194981617,0.004514183128554875,-0.010560105842246908,-0.9002032195421371,0,0.09090909090909091,"[0.002041174926594183, -0.001793429345136488, 0.0031852233392162532, -0.004858187076515114, 0.008461427325513499, -0.00048188042288044297, -0.0007234621734352187, 0.007515926856991276, -0.00039745991624853816, -0.0045150293191177915]",101.03484439849854
siglip_b,real,aniso_haarhubs,0,-0.009716675422748747,0.002386547449461815,0.011049683995951425,-0.012103222872210561,-0.782353478038982,1,0.18181818181818182,"[-0.004746422433676956, -0.001681047038514974, 0.0034748428263403075, -0.011879414333615196, 0.0030417523661536577, 0.01202482300731754, 0.023722806878542918, -0.009641823721254536, 0.012587803723910468, -0.0030378467805850795]",99.4822781085968
siglip_b,implant_s0,aniso_haarhubs,0,-0.005479843622502215,0.0027822292387372715,0.0038085981879361643,-0.008262072861239486,-0.8750756795585819,0,0.09090909090909091,"[-0.0015768849910734045, 0.001988558553118275, 0.006219061350424951, -0.00046552877534081216, 0.009385611685669232, 0.0032980422601704973, -0.0003637322788507813, 0.006517597252316432, 0.004331192548436419, -0.0015116252174980915]",99.51041746139526
siglip_b,implant_s0,aniso_haarhubs,1,-0.007886093079335618,0.002366394160784742,0.0035143082002100615,-0.01025248724012036,-1.0039762969793318,0,0.09090909090909091,"[0.0013363083251990704, -0.0016811609473515177, 0.003442881311427476, -0.002281861241223565, 0.007766872884154674, 0.0020495609596772046, 0.004866973952056972, 0.006075947187766634, 0.004058243125097255, -0.0019698239489567837]",98.36004042625427
siglip_b,implant_s0,aniso_haarhubs,2,-0.003669844711842507,0.0028903483550597533,0.0027916461666403916,-0.00656019306690226,-0.6736539908169071,0,0.09090909090909091,"[0.0016900196661347178, 0.0006069743885096235, 0.008923001882834583, 0.002171677636900682, 0.0017017950205124033, 0.0034186318827399143, 0.001078205034894461, 0.005139184017652648, 0.004848518196636745, -0.0006745241762182441]",100.15856647491455
siglip_b,implant_s0,aniso_haarhubs,3,-0.007084135657802665,0.0024881414451639315,0.005113867673008516,-0.009572277102966596,-0.9072096283301226,0,0.09090909090909091,"[-0.001477543019403213, -0.006074130648038412, 0.003999260224117979, -0.002150747744167958, 0.00718796905434152, 0.0077823818721157595, 0.002131345739113888, 0.010754494599733488, 0.0022065314508986494, 0.0005218529229276125]",99.37320446968079
siglip_b,implant_s0,aniso_haarhubs,4,-0.007282512780559899,0.0014231107843319032,0.004096721456071705,-0.008705623564891803,-0.9694493770404784,0,0.09090909090909091,"[0.004845606311364284, -0.00036293370709164496, 0.0013155342435677841, -0.005548987655547538, 0.007283812780133958, 0.0030935489658723836, -0.0003650622678291471, 0.006660311541016539, 0.00014293985406418908, -0.0028336622222317753]",99.63056421279907
siglip_b,implant_s1,aniso_haarhubs,0,-0.014087940627908774,-0.004021967908007573,0.007710393591862172,-0.0100659727199012,-0.6860045027111799,1,0.18181818181818182,"[-0.0011680284873855362, 0.004179973733420911, -0.0033057977604863953, -0.0035408777839981698, 0.004065730300809645, -0.011148733228418695, -0.005885364250498598, -0.02112711687806712, -0.005022449316484989, 0.0027329845910332162]",102.14750480651855
siglip_b,implant_s1,aniso_haarhubs,1,-0.018708781636221722,-0.003977460616159769,0.008204191816033274,-0.014731321020061952,-1.0507409030438772,1,0.18181818181818182,"[-0.00013783572460665527, 0.0014821809905230243, -0.007622607247033619, -0.005249970578505847, 0.005599971436624218, -0.010198368358060234, -0.00011236636112932352, -0.022667727465458254, -0.004075171026773378, 0.00320728817282237]",105.60575103759766
siglip_b,implant_s1,aniso_haarhubs,2,-0.018490240040156966,-0.002874797685099681,0.008328987103426048,-0.015615442355057286,-1.099352201867804,0,0.09090909090909091,"[-0.0047546214830135325, 0.007731438376268551, -0.008383306049595113, -0.008590797092360908, 0.011265764424216479, -0.006405233920983799, -0.0033800837433854147, -0.01615530964522291, -0.0045191710814218855, 0.004443343364501723]",110.44376134872437
siglip_b,implant_s1,aniso_haarhubs,3,-0.020001455658621894,-0.0036370976736998517,0.006179419772206424,-0.016364357984922043,-1.2708874254259097,0,0.09090909090909091,"[-0.0031727882511136674, 0.006751288063541472, -0.005934904036419247, -0.006841959134079395, 0.0024198619870206828, -0.008240140600637158, -0.00983766945614295, -0.012835164993304143, -0.00036959899568531074, 0.0016900986798212003]",108.93536114692688
siglip_b,implant_s1,aniso_haarhubs,4,-0.018900737823844452,-0.0025810540969802703,0.008165282148860769,-0.01631968372686418,-1.2400072218157814,0,0.09090909090909091,"[-0.0019290309130575167, 0.010455705091528211, -0.004576764815667045, -0.006783003564507034, 0.002073866964038912, -0.012087979272592142, 0.00583693079696368, -0.016940564296665128, -0.0035244759022309835, 0.0016647749423863434]",94.1993453502655
