model,C,mode,seed,delta_999,delta_sd,null_mean,null_sd,excess,r_above,p_left,time_s
clip_l,10,coherent,0,0.08342919791362577,0.0,0.16051619188352312,0.023103963743723914,-0.07708699396989735,200,0.004975124378109453,91.8863172531128
clip_l,10,coherent,1,0.07467209575012193,1.3877787807814457e-17,0.17170117360332113,0.025450159047567696,-0.0970290778531992,200,0.004975124378109453,90.64440822601318
clip_l,10,coherent,2,0.13403241762778648,0.0,0.16233542184450556,0.024537425565278884,-0.02830300421671908,180,0.1044776119402985,102.31706953048706
clip_l,10,coherent,3,0.07388191718162304,1.3877787807814457e-17,0.16136363734301298,0.02280026062388175,-0.08748172016138994,200,0.004975124378109453,104.49589085578918
clip_l,10,coherent,4,0.1270870828816428,0.0,0.16548197032439604,0.022655707144413416,-0.03839488744275324,195,0.029850746268656716,111.5085096359253
clip_l,20,coherent,0,0.11556199251871731,0.0008026488317031816,0.15101887612729695,0.009882191231802503,-0.03545688360857964,200,0.004975124378109453,124.2088737487793
clip_l,20,coherent,1,0.10093287173307855,0.00034344123738172186,0.15604708993657906,0.011844498059175607,-0.055114218203500515,200,0.004975124378109453,115.89054417610168
clip_l,20,coherent,2,0.15733125345822913,0.0019674590130306408,0.15898272679021358,0.012285807899401629,-0.0016514733319844543,111,0.44776119402985076,114.33539295196533
clip_l,20,coherent,3,0.09002578290036614,0.0009204557221239573,0.14039472485535362,0.009803828879352723,-0.05036894195498748,200,0.004975124378109453,116.05991244316101
clip_l,20,coherent,4,0.10130672468881825,0.0,0.13861152057541384,0.012073124456720652,-0.03730479588659559,200,0.004975124378109453,115.10179662704468
clip_l,50,coherent,0,0.10122230561763419,0.0003898948303645835,0.11335505545089905,0.006007651135338316,-0.012132749833264858,193,0.03980099502487562,124.18890047073364
clip_l,50,coherent,1,0.11153495296428931,0.0002586962174564534,0.13101695102520888,0.00638040451031283,-0.019481998060919575,200,0.004975124378109453,122.62530946731567
clip_l,50,coherent,2,0.14735393743602182,0.0005124870137367843,0.1391970380177983,0.007913286772771559,0.008156899418223507,31,0.845771144278607,132.20181679725647
clip_l,50,coherent,3,0.08942287126369917,0.00026203940210090194,0.11768024581577886,0.006240653377933857,-0.02825737455207969,200,0.004975124378109453,126.52504825592041
clip_l,50,coherent,4,0.11555988131971699,0.00038075780932872466,0.13309764812568992,0.00820718972891843,-0.017537766805972924,197,0.01990049751243781,128.50672674179077
clip_l,100,coherent,0,0.07998115447272561,0.00026385355401991413,0.10243164227528939,0.003969040850311654,-0.022450487802563784,200,0.004975124378109453,123.66038203239441
clip_l,100,coherent,1,0.10437443594549085,0.0002626398347232049,0.11475694350198791,0.005883862710316953,-0.010382507556497056,190,0.05472636815920398,110.64094400405884
clip_l,100,coherent,2,0.11287986936132277,0.0002324936980685893,0.13068443641196692,0.005312266995769926,-0.01780456705064415,200,0.004975124378109453,120.67223191261292
clip_l,100,coherent,3,0.080818562553829,0.0002150560328774815,0.09925038994594036,0.004999292128248342,-0.01843182739211137,200,0.004975124378109453,116.80281472206116
clip_l,100,coherent,4,0.0986305301528027,0.0004036528131231435,0.1105640718778267,0.007531700707297295,-0.011933541725024005,187,0.06965174129353234,115.00056862831116
clip_l,200,coherent,0,0.07448423706267253,0.00029432544591949606,0.09780798171165024,0.003966426246623091,-0.023323744648977712,200,0.004975124378109453,137.2344799041748
clip_l,200,coherent,1,0.09714181251228747,0.0004506923929856184,0.09945359518033722,0.0063827590373779965,-0.0023117826680497527,136,0.32338308457711445,125.18227124214172
clip_l,200,coherent,2,0.0941587853250446,0.0004431617426773574,0.10117628865396452,0.00649444143164541,-0.007017503328919927,174,0.13432835820895522,129.1015944480896
clip_l,200,coherent,3,0.0741087263129579,0.0002658709442145817,0.09349713716161848,0.004381795072102403,-0.01938841084866058,200,0.004975124378109453,123.17990303039551
clip_l,200,coherent,4,0.09227640476425353,0.0004373656057306433,0.09210565788809619,0.006419595968615646,0.00017074687615734052,102,0.4925373134328358,124.49569201469421
clip_l,500,coherent,0,0.07357515306963074,0.000299074551125427,0.08698940068187216,0.0038655388118999908,-0.013414247612241428,200,0.004975124378109453,236.97021651268005
clip_l,500,coherent,1,0.0880495683192404,0.00040722826123818043,0.09603171454464729,0.0053866108674680705,-0.007982146225406883,184,0.0845771144278607,251.9745647907257
