model_a,model_b,knn_R_raw,knn_R_null_mean,knn_R_null_sd,knn_R_tau95,knn_R_p,knn_R_cal,knn_R_nullcentered,knn_H_raw,knn_H_null_mean,knn_H_null_sd,knn_H_tau95,knn_H_p,knn_H_cal,knn_H_nullcentered,cka_R_raw,cka_R_null_mean,cka_R_null_sd,cka_R_tau95,cka_R_p,cka_R_cal,cka_R_nullcentered,cka_H_raw,cka_H_null_mean,cka_H_null_sd,cka_H_tau95,cka_H_p,cka_H_cal,cka_H_nullcentered,time_s
i21k_l,dinov1_b,0.5656,0.00998,0.0012720813475457728,0.0121,0.004975124378109453,0.5602793805040996,0.55562,0.48819999999999997,0.010005000000000002,0.002525861214392402,0.015,0.004975124378109453,0.48040609137055834,0.478195,0.7663553225677731,0.0808148521079992,0.001424454278932673,0.08313530132638149,0.004975124378109453,0.7451699495353798,0.6855404704597738,0.7710250078347558,0.08019805216207546,0.0014145635203834247,0.0824595834912356,0.004975124378109453,0.7504469688250981,0.6908269556726804,20.759109497070312
i21k_l,dinov2_s,0.4654,0.010038,0.0015247228926914844,0.0126,0.004975124378109453,0.45857808385659304,0.455362,0.3686,0.009982000000000001,0.003325714643418349,0.0165,0.004975124378109453,0.3580071174377224,0.358618,0.46705307229522086,0.104783639374319,0.0013387283326463666,0.10704518806158496,0.004975124378109453,0.40316472840561246,0.36226943292090186,0.47552328542527755,0.10512808899456197,0.001314160716961006,0.10740466982413767,0.004975124378109453,0.4124137816502041,0.3703951964307156,15.531374454498291
i21k_l,dinov2_b,0.2861,0.0100215,0.0022652249269883218,0.014199999999999999,0.004975124378109453,0.2758165956583486,0.2760785,0.22599999999999998,0.0097755,0.004103418081276723,0.0195,0.004975124378109453,0.21060683324834267,0.2162245,0.4500646034509097,0.14577529658194083,0.0012223242052035786,0.14784547043580293,0.004975124378109453,0.35465296789499623,0.3042893068689689,0.4605121685972892,0.1458458050638244,0.0011878896170840342,0.14784233018780693,0.004975124378109453,0.3669154775998103,0.3146663635334648,22.2183895111084
i21k_l,dinov2_l,0.22000000000000003,0.010055500000000002,0.0024596788101795388,0.0144,0.004975124378109453,0.20860389610389612,0.20994450000000003,0.1827,0.009748,0.004339614877662782,0.0195,0.004975124378109453,0.16644569097399287,0.172952,0.4679850020036476,0.16373183921202858,0.0011510627795656473,0.16559443403217997,0.004975124378109453,0.36240238596770075,0.30425316279161907,0.48163364750315835,0.1641516246298473,0.0010939130653088408,0.16607843739975156,0.004975124378109453,0.3783991495788585,0.31748202287331106,24.59285020828247
i21k_l,dinov2_g,0.2213,0.00999,0.0026717581210293777,0.0154,0.004975124378109453,0.2091204550071095,0.21131,0.194,0.009726000000000002,0.004834665859172612,0.0215,0.004975124378109453,0.1762902401635156,0.184274,0.4618826810095025,0.1706525533699479,0.0011889727211515451,0.1727157050957787,0.004975124378109453,0.3495376108248279,0.29123012763955464,0.4749006779026172,0.1715422710793917,0.0011188978235972587,0.17350845156110292,0.004975124378109453,0.36466461987517396,0.30335840682322546,40.79295516014099
i21k_l,clip_b,0.5669,0.009940999999999998,0.0012070642154005324,0.0118,0.004975124378109453,0.5617283950617283,0.556959,0.502,0.009878499999999998,0.0013868324597285657,0.0123,0.004975124378109453,0.4957983193277311,0.4921215,0.8591516643971088,0.037723962588775,0.0014485134170804164,0.040325469791744034,0.004975124378109453,0.8532332252557269,0.8214277018083338,0.8611499227528412,0.03741726965515374,0.001442196561595835,0.039988828138817524,0.004975124378109453,0.8553661860226388,0.8237326530976874,19.758301973342896
i21k_l,clip_l,0.6243000000000001,0.009994,0.0012339681466450717,0.011899999999999999,0.004975124378109453,0.6197753263839693,0.6143060000000001,0.5740000000000001,0.009886,0.0014140373076894713,0.0121,0.004975124378109453,0.5687822654114789,0.5641140000000001,0.8565578030378492,0.04668972567561644,0.0014287620608399254,0.049259713210175096,0.004975124378109453,0.8491257823453727,0.8098680773622328,0.8602493717961405,0.0465942056521277,0.0014257934154074938,0.049280831033656186,0.004975124378109453,0.853005353457003,0.8136551661440128,23.556718587875366
i21k_l,siglip_b,0.635,0.0100115,0.0011971564928369676,0.012,0.004975124378109453,0.6305668016194332,0.6249885000000001,0.5805,0.009902000000000001,0.0013680106967168268,0.0123,0.004975124378109453,0.5752758934899261,0.570598,0.8553394831211948,0.045397997739825946,0.0014637381399360372,0.0479823657303837,0.004975124378109453,0.8480484902049235,0.8099414853813689,0.8608006886747643,0.045301580647367216,0.001459541320676903,0.04801060729539888,0.004975124378109453,0.8537806068093148,0.8154991080273971,21.471611738204956
dinov1_b,dinov2_s,0.5777,0.009885499999999998,0.001600797461443144,0.0128,0.004975124378109453,0.5722244732576985,0.5678145,0.5133,0.009741000000000001,0.0051671672205790995,0.0193,0.004975124378109453,0.5037218313449576,0.503559,0.6731937512064489,0.12509768734868776,0.0013503267153780446,0.12722033532093718,0.004975124378109453,0.6255569853203169,0.5480960638577611,0.677396102048783,0.1247676236549098,0.0012915735995562326,0.1269657905552719,0.004975124378109453,0.6304796599478029,0.5526284783938732,11.724806547164917
dinov1_b,dinov2_b,0.3053,0.009852999999999999,0.0027696109336183107,0.0156,0.004975124378109453,0.2942909386428281,0.295447,0.2771,0.009337,0.006062109936682286,0.0219,0.004975124378109453,0.2609140169716798,0.26776300000000003,0.5669046855848049,0.1740000762137982,0.0012061573783906621,0.17604358209768708,0.004975124378109453,0.474371089289164,0.3929046093710067,0.5753126803421866,0.17305140592531487,0.0011176975335159252,0.17511251461261923,0.004975124378109453,0.4851572763788831,0.40226127441687176,15.26945948600769
dinov1_b,dinov2_l,0.2162,0.00989,0.00308155478606133,0.0166,0.004975124378109453,0.20296929021761234,0.20631,0.20929999999999999,0.009514500000000002,0.006505377732863494,0.0234,0.004975124378109453,0.1903542903952488,0.19978549999999998,0.5466060917717237,0.19541225662807615,0.00119152568666027,0.19727147369451156,0.004975124378109453,0.4351840088267505,0.35119383514364755,0.5582730648527823,0.19475732411412672,0.0010139790956651522,0.1962278596938413,0.004975124378109453,0.4504326375644684,0.36351574073865556,20.756293058395386
dinov1_b,dinov2_g,0.2177,0.0099415,0.003324619258814519,0.0157,0.004975124378109453,0.20522198516712387,0.2077585,0.22810000000000002,0.009817,0.007506788284729948,0.0245,0.004975124378109453,0.20871348026653,0.21828300000000003,0.5553888887714942,0.20371332833893374,0.0012770857297368073,0.2058539905856929,0.004975124378109453,0.44013933715235537,0.35167556043256043,0.5650962430961292,0.20356639247312758,0.0010900850136270133,0.20533954733943252,0.004975124378109453,0.45271750286831464,0.3615298506230016,28.399786472320557
dinov1_b,clip_b,0.5772999999999999,0.009967,0.0010840603925397177,0.0117,0.004975124378109453,0.5722958615804916,0.567333,0.48419999999999996,0.0099565,0.0017111980433949171,0.013300000000000001,0.004975124378109453,0.47724739029086855,0.4742435,0.732473138699411,0.04501608674690906,0.0013858540513543825,0.04754098549635772,0.004975124378109453,0.7191198180427679,0.687457051952502,0.7359827300789088,0.04438728513774495,0.0013861309268719414,0.04680411815123978,0.004975124378109453,0.7230188726696768,0.6915954449411639,12.672190189361572
dinov1_b,clip_l,0.5652,0.0100085,0.0011404740925505035,0.0118,0.004975124378109453,0.5600080955272212,0.5551915000000001,0.48440000000000005,0.0099955,0.0020659064833602587,0.013300000000000001,0.004975124378109453,0.47745008614573836,0.47440450000000006,0.7474132988123733,0.05573086807724317,0.0013740930809766337,0.05820471321157594,0.004975124378109453,0.7318029674485186,0.6916824307351301,0.7500684826080999,0.055287459851220175,0.0013765839157017666,0.057831531142909856,0.004975124378109453,0.7347273596461121,0.6947810227568797,16.644710063934326
dinov1_b,siglip_b,0.5906,0.0099885,0.0011590230464104468,0.011899999999999999,0.004975124378109453,0.5856694666531728,0.5806115000000001,0.49400000000000005,0.009902500000000002,0.0018270837212955283,0.0128,0.004975124378109453,0.48743922204213946,0.48409750000000007,0.7505405101350701,0.05418433145780202,0.0013750376615813322,0.056624944423699856,0.004975124378109453,0.7355670065788021,0.6963561786772681,0.7557035130023143,0.05374579193218967,0.001371297407132933,0.05615514284939152,0.004975124378109453,0.7411688105869464,0.7019577210701247,17.07538342475891
dinov2_s,dinov2_b,0.4929,0.009605,0.0049592079729119005,0.0199,0.004975124378109453,0.48260381593714924,0.48329500000000003,0.5656,0.008926,0.010561246309886464,0.027600000000000003,0.004975124378109453,0.5532702591526121,0.556674,0.6604119592573896,0.22564160544044343,0.0011520125390292795,0.22733284545183513,0.004975124378109453,0.5604989305631964,0.4347703538169462,0.6672052319368582,0.2269089465685231,0.0009990213401185482,0.22849036584117516,0.004975124378109453,0.5686447021157589,0.4402962853683351,12.910055160522461
