model,partition,s,seed,kind,n,d,hub_rms,excessB_real,excessB_star,excessB_star_sd,depth,z,time_s,delta_999,delta_sd,null_mean,null_sd,excess,r_above,p_left,ratio
i21k_s,rand6,0.75,0,depth,1000,384,19.30592536926269,-0.009222758379983792,0.0033929093664081932,0.005035876941909148,-0.012615667746391985,-0.843769979020826,70.86628746986389,,,,,,,,
i21k_s,rand6,0.75,1,depth,1000,384,19.30592536926269,-0.007958459128549089,0.0033929111346579642,0.005035874530856528,-0.011351370263207051,-0.833518266046935,69.52484536170961,,,,,,,,
i21k_s,rand6,0.75,2,depth,1000,384,19.30592536926269,-0.015141532427381938,0.003392909364636856,0.0050358745831685075,-0.01853444179201879,-1.2211060424181341,71.2532060146332,,,,,,,,
i21k_s,rand6,0.75,3,depth,1000,384,19.30592536926269,-0.010345289932101405,0.003392909433275841,0.005035869838331921,-0.013738199365377244,-0.9794299613494636,69.48010730743408,,,,,,,,
i21k_s,rand6,0.75,4,depth,1000,384,19.30592536926269,-0.009461911577572632,0.003412456166549389,0.0050282356938713925,-0.012874367744122022,-0.9203894543500694,69.93092274665833,,,,,,,,
i21k_s,rand6,1.0,0,depth,1000,384,19.30592536926269,-0.022228637554818964,0.003392907217431332,0.005035872228998069,-0.02562154477225029,-2.0406049091091933,69.71770024299622,,,,,,,,
i21k_s,rand6,1.0,1,depth,1000,384,19.30592536926269,-0.021369104206019063,0.003392910086328514,0.005035870843926115,-0.024762014292347576,-1.9574207334306133,70.09520721435547,,,,,,,,
i21k_s,rand6,1.0,2,depth,1000,384,19.30592536926269,-0.023568407266962924,0.003392907740457771,0.0050358714021949535,-0.026961315007420696,-1.9989152396032843,70.90880441665651,,,,,,,,
i21k_s,rand6,1.0,3,depth,1000,384,19.30592536926269,-0.020759363933565256,0.003392910134628903,0.0050358730236837596,-0.02415227406819416,-1.9042498693156051,71.07091498374939,,,,,,,,
i21k_s,rand6,1.0,4,depth,1000,384,19.30592536926269,-0.02364740126374873,0.003392910396449093,0.005035874675381728,-0.027040311660197824,-1.9993046034698765,70.17637681961061,,,,,,,,
i21k_s,wn6,0.0,0,depth,1000,384,19.30592536926269,-0.00885936462359807,0.0033929120331220946,0.005035875225251967,-0.012252276656720166,-1.2290349542406571,70.39523506164552,,,,,,,,
i21k_s,wn6,0.25,0,depth,1000,384,19.305927276611328,-0.006257611934312235,0.0033929065866980233,0.005035878278635501,-0.009650518521010258,-0.9918596825717544,75.0004827976227,,,,,,,,
i21k_s,wn6,0.5,0,depth,1000,384,19.30592536926269,-0.0016967503777179233,0.0033929076047429893,0.005035869691153878,-0.005089657982460913,-0.420278270752728,82.00043296813966,,,,,,,,
i21k_s,wn6,0.75,0,depth,1000,384,19.30592536926269,-0.0327686733573094,0.0033929108133524213,0.0050358735634302345,-0.03616158417066182,-2.662108803047638,78.81904244422913,,,,,,,,
i21k_s,wn6,1.0,0,depth,1000,384,19.305927276611328,-0.037276190883200805,0.003392907949374635,0.00503587505427377,-0.04066909883257544,-2.676825363057942,79.2004508972168,,,,,,,,
i21k_s,rand6,0.0,0,census,1000,384,19.30592536926269,,,,,,371.6269872188568,0.06282852107489102,0.00027845709040177474,0.08124077459217645,0.00396431217845474,-0.018412253517285426,200.0,0.0049751243781094535,
i21k_s,rand6,0.25,0,census,1000,384,19.30592536926269,,,,,,369.2962746620178,0.06138051277097791,0.0003399284067601605,0.08146676605896247,0.004082546023068539,-0.020086253287984558,200.0,0.0049751243781094535,
i21k_s,rand6,0.5,0,census,1000,384,19.30592536926269,,,,,,388.3778040409088,0.061932673173673215,0.00035357005860194984,0.08044084337244951,0.004207767991137464,-0.0185081701987763,200.0,0.0049751243781094535,
i21k_s,rand6,0.75,0,census,1000,384,19.30592536926269,,,,,,376.1103353500366,0.06328495413169473,0.0003446203605231042,0.07997998274203559,0.0046110103693158344,-0.016695028610340876,200.0,0.0049751243781094535,
i21k_s,rand6,1.0,0,census,1000,384,19.30592536926269,,,,,,372.3910987377167,0.06076638012552577,0.00030841359516469737,0.080786852572317,0.004746904439270896,-0.020020472446791227,200.0,0.0049751243781094535,
i21k_s,tight06,real,0,depth,1000,384,19.305925369262695,-0.04632127259126845,-0.01926336937022875,0.003823178854421756,-0.027057903221039698,-2.7917521574014144,66.72481656074524,,,,,,,,0.5999999642372131
i21k_s,rand6_t06,0.0,0,depth,1000,384,19.305925369262695,-0.021054627866046394,-0.019263368479176035,0.0038231829102746665,-0.0017912593868703586,-0.15538925777790188,60.39224433898926,,,,,,,,0.4130663275718689
i21k_s,rand6_t06,0.0,1,depth,1000,384,19.305925369262695,-0.022438292408637955,-0.018701603473355897,0.004306088336008024,-0.0037366889352820586,-0.2950927758224479,67.70230603218079,,,,,,,,0.40555742383003235
i21k_s,rand6_t06,0.5,0,depth,1000,384,19.305925369262695,-0.08119834016503283,-0.018701602302593788,0.0043060846858605905,-0.06249673786243904,-6.312025483611671,66.94067740440369,,,,,,,,0.4162946939468384
i21k_s,rand6_t06,0.5,1,depth,1000,384,19.305925369262695,-0.08273069791033426,-0.018701603311972282,0.004306085466852294,-0.06402909459836198,-7.592867518946491,67.00917220115662,,,,,,,,0.4106031358242035
i21k_s,rand6_t06,1.0,0,depth,1000,384,19.305925369262695,-0.1598120479270225,-0.018701602886520195,0.004306087251989889,-0.1411104450405023,-10.364303973164954,64.91460084915161,,,,,,,,0.42942771315574646
i21k_s,rand6_t06,1.0,1,depth,1000,384,19.305925369262695,-0.16322578382799785,-0.01870160223040891,0.004306087119980367,-0.14452418159758895,-10.560809349125428,65.89490866661072,,,,,,,,0.41103196144104004
