model,dataset,metric,null,stat,delta,delta_sd,null_mean,null_sd,excess,z,frac_null_above,r_above,p_left,time_s
dinov2_b,imagenet,cosine_geodesic,haar,p999,0.053144925668260144,0.00023208388167168505,0.06625400146116478,0.00047073657227280876,-0.013109075792904636,-24.977333663033043,1.0,200,0.004975124378109453,329.9953672885895
dinov2_l,imagenet,cosine_geodesic,haar,p999,0.046880182493059246,0.00022580141427601145,0.056893414219786734,0.0003797495579590738,-0.010013231726727488,-22.664117015473593,1.0,200,0.004975124378109453,435.5086188316345
dinov2_g,imagenet,cosine_geodesic,haar,p999,0.046082959237302476,0.0007163214980016505,0.052568769044984566,0.00030006390425035286,-0.00648580980768209,-8.351217646899405,1.0,200,0.004975124378109453,538.0310444831848
clip_b,imagenet,cosine_geodesic,haar,p999,0.08900629136270091,0.0002887015984570509,0.10602659800435069,0.004063338655804189,-0.017020306641649774,-4.178216366630982,1.0,200,0.004975124378109453,264.38997435569763
clip_l,imagenet,cosine_geodesic,haar,p999,0.07803484253913914,0.00030692012784592555,0.0954801351192528,0.0035867518583648037,-0.017445292580113653,-4.8461036562343995,1.0,200,0.004975124378109453,199.51105570793152
siglip_b,imagenet,cosine_geodesic,haar,p999,0.08342323268867877,0.00028654963482114887,0.09614247437281881,0.0033403596249615224,-0.012719241684140042,-3.793812635963638,1.0,200,0.004975124378109453,200.8792006969452
