cloud,built,frame,seed,dec_seed,depth,z,star_sd,time_s
synthetic_flat_vitl_spectrum,balanced,balanced,3,-1,-0.0014104099913221009,-0.3064520528444453,0.001118182830766949,296.5622730255127
synthetic_flat_vitl_spectrum,balanced,balanced,3,0,-0.0004902415009733043,-0.09140105028754512,0.0028065008651769747,345.55416345596313
synthetic_flat_vitl_spectrum,balanced,balanced,3,1,-0.0030705539459427496,-0.6759660686003318,0.0013661025135573792,353.2107126712799
synthetic_flat_vitl_spectrum,balanced,balanced,3,2,-0.00444831497149615,-0.9000688941754518,0.003110386345312845,355.64655232429504
synthetic_flat_vitl_spectrum,balanced,balanced,3,3,-0.0015357996484623836,-0.29756132245510736,0.002203983709246569,349.9767963886261
synthetic_flat_vitl_spectrum,balanced,balanced,3,4,-0.0027469258161359157,-0.3894157228822873,0.0034459008869037627,343.40401887893677
synthetic_flat_vitl_spectrum,balanced,balanced,3,5,0.002235897610164464,0.2566562156209352,0.0031758252341540284,354.7786474227905
synthetic_flat_vitl_spectrum,balanced,balanced,3,6,-0.003587581883023128,-0.5609323611846752,0.003909797440236489,272.0915322303772
synthetic_flat_vitl_spectrum,balanced,balanced,3,7,-0.0029263450618567223,-0.46678324911882924,0.00318631244180277,156.09397268295288
synthetic_flat_vitl_spectrum,balanced,balanced,3,8,-0.00044315889204643837,-0.08195942445621299,0.002572695687785772,164.61960887908936
synthetic_flat_vitl_spectrum,balanced,balanced,3,9,-0.0023486892355670565,-0.41979833730487504,0.0034451828743354384,162.48780703544617
