model,frame,partition,s,seed,kind,n,d,hub_rms,ratio,excessB_real,excessB_star,excessB_star_sd,depth,z,time_s,delta_999,delta_sd,null_mean,null_sd,excess,r_above,p_left
dinov2_l,wn30,real,real,0,depth,1000,1024,17.967090606689453,3.8770668506622314,-0.027416917077409356,0.0003011612908869504,0.005032419098367549,-0.027718078368296307,-2.3878543686819467,135.00291681289673,,,,,,,
dinov2_l,wn30,rand6,0.0,0,depth,1000,1024,17.967090606689453,1.720115065574646,0.0011978276039696506,0.00028110348922952136,0.0050072261267412104,0.0009167241147401292,0.10805792243067727,131.99782276153564,,,,,,,
dinov2_l,wn30,rand6,0.0,1,depth,1000,1024,17.967090606689453,1.7267966270446777,0.0007681144415474517,0.00030116167088980463,0.005032419207461789,0.00046695277065764704,0.05267807216613067,127.99954867362976,,,,,,,
dinov2_l,wn30,rand6,0.0,2,depth,1000,1024,17.967090606689453,1.736767292022705,0.0030292299061416283,0.000301160962659297,0.005032419191293016,0.0027280689434823315,0.3217837420960028,128.2347228527069,,,,,,,
dinov2_l,wn30,rand6,0.0,3,depth,1000,1024,17.967090606689453,1.73231041431427,0.0005217220652831145,0.00030116136439713447,0.0050324188156363565,0.00022056070088598002,0.02522876998753936,125.48137617111206,,,,,,,
dinov2_l,wn30,rand6,0.0,4,depth,1000,1024,17.967090606689453,1.7214192152023315,0.0016509844536940488,0.00030116097578327674,0.0050324181566583715,0.0013498234779107721,0.1547821379425204,132.5289328098297,,,,,,,
dinov2_l,wn30,rand6,0.25,0,depth,1000,1024,17.967090606689453,1.73482346534729,0.0006583008833181553,0.0002811036180818474,0.0050072254824348895,0.00037719726523630787,0.0439785450213214,129.5656144618988,,,,,,,
dinov2_l,wn30,rand6,0.25,1,depth,1000,1024,17.967090606689453,1.7444413900375366,0.0009272613146300013,0.00028110329011418327,0.005007227067687458,0.000646158024515818,0.07499716316052826,129.75593400001526,,,,,,,
dinov2_l,wn30,rand6,0.25,2,depth,1000,1024,17.967090606689453,1.762831449508667,0.002283829099464299,0.0003011612611648354,0.005032419248112543,0.0019826678382994637,0.22651315007034498,127.72813963890076,,,,,,,
dinov2_l,wn30,rand6,0.25,3,depth,1000,1024,17.967090606689453,1.7374470233917236,0.0009992174534873416,0.0003011607712680331,0.005032418436020994,0.0006980566822193085,0.08060525206853093,133.96549105644226,,,,,,,
dinov2_l,wn30,rand6,0.25,4,depth,1000,1024,17.967090606689453,1.7462588548660278,0.00180221455177354,0.0002811037851347481,0.0050072267977543895,0.001521110766638792,0.17067786521477463,125.97629141807556,,,,,,,
