model,frame,partition,s,seed,kind,n,d,hub_rms,ratio,excessB_real,excessB_star,excessB_star_sd,depth,z,time_s
dinov2_g,wn30bal,real,real,0,depth,1000,1536,17.60264778137207,3.814095973968506,-0.00979790147228346,0.00043089549473827177,0.0027464317617911143,-0.010228796967021732,-0.9268746489798503,147.41457533836365
dinov2_g,wn30bal,rand6,0.0,0,depth,1000,1536,17.60264778137207,2.220587730407715,-0.00036553637149762397,0.0004308951952794335,0.002746432037076001,-0.0007964315667770575,-0.09482455856391304,146.94557571411133
dinov2_g,wn30bal,rand6,0.0,1,depth,1000,1536,17.602645874023438,2.217402935028076,-8.727397773534984e-05,0.00045771297768015665,0.002782159709444985,-0.0005449869554155065,-0.07261405830682875,149.4356508255005
dinov2_g,wn30bal,rand6,0.0,2,depth,1000,1536,17.60264778137207,2.2181551456451416,0.0008141736296218699,0.0004308949862782838,0.0027464316781535617,0.0003832786433435861,0.06175179768234169,148.99477219581604
dinov2_g,wn30bal,rand6,0.0,3,depth,1000,1536,17.60264778137207,2.217078924179077,0.0020351525954924315,0.00045771286417869566,0.002782159114895101,0.0015774397313137358,0.2321603512988135,147.30186438560486
dinov2_g,wn30bal,rand6,0.0,4,depth,1000,1536,17.60264778137207,2.2112066745758057,0.0002722455209540203,0.00043089533956549577,0.0027464320463718188,-0.00015864981861147545,-0.02184021092698912,148.2016258239746
dinov2_g,wn30bal,rand6,0.25,0,depth,1000,1536,17.60264778137207,2.2314319610595703,-0.0022484874193350463,0.0004308953935436871,0.002746431838356703,-0.002679382812878733,-0.3705447447312059,141.42673015594482
dinov2_g,wn30bal,rand6,0.25,1,depth,1000,1536,17.60264778137207,2.222744941711426,-0.0011195456767076617,0.0004308950234398659,0.0027464314803569987,-0.0015504407001475276,-0.20569094578245534,144.4674370288849
dinov2_g,wn30bal,rand6,0.25,2,depth,1000,1536,17.60264778137207,2.231045961380005,-0.0037930608663586246,0.0004308954209840246,0.0027464316492444092,-0.004223956287342649,-0.5780645003317666,143.09406328201294
dinov2_g,wn30bal,rand6,0.25,3,depth,1000,1536,17.60264778137207,2.227484941482544,-0.0013720833799531762,0.000430895679888757,0.0027464313213322817,-0.0018029790598419332,-0.3591147045021464,144.04584169387817
dinov2_g,wn30bal,rand6,0.25,4,depth,1000,1536,17.60264778137207,2.220553159713745,-0.0021054005232852557,0.0004518306296561303,0.0027741401971528826,-0.002557231152941386,-0.3843004214487386,142.98055863380432
dinov2_g,wn30bal,rand6,0.5,0,depth,1000,1536,17.60264778137207,2.2267396450042725,-0.003859804158704863,0.00045183073728446017,0.0027741398322097847,-0.0043116348959893235,-0.594772177131802,135.9907102584839
dinov2_g,wn30bal,rand6,0.5,1,depth,1000,1536,17.60264778137207,2.2259387969970703,-0.005038966265686243,0.00045771275282282945,0.002782158631265632,-0.005496679018509072,-0.7847902095290404,129.08104825019836
dinov2_g,wn30bal,rand6,0.5,2,depth,1000,1536,17.60264778137207,2.2182259559631348,-0.002931104962522413,0.00045771284738821,0.0027821598982908998,-0.0033888178099106226,-0.41567627885770286,113.96235036849976
dinov2_g,wn30bal,rand6,0.5,3,depth,1000,1536,17.60264778137207,2.2293412685394287,-0.004201409610360751,0.00045771326328442887,0.002782159378003494,-0.00465912287364518,-0.5201754071829798,112.55544376373291
dinov2_g,wn30bal,rand6,0.5,4,depth,1000,1536,17.60264778137207,2.226410150527954,-0.004044833678871415,0.0004577139059723026,0.002782160262514751,-0.004502547584843718,-0.5187439198220474,80.79508447647095
dinov2_g,wn30bal,rand6,0.75,0,depth,1000,1536,17.602645874023438,2.2231485843658447,-0.005552108249880089,0.0004518301284555312,0.0027741396321128682,-0.00600393837833562,-0.6056758159478469,81.15256595611572
dinov2_g,wn30bal,rand6,0.75,1,depth,1000,1536,17.60264778137207,2.217597246170044,-0.005329241882960509,0.0004308957076729084,0.0027464315715645927,-0.005760137590633417,-0.6587791081506057,69.08286714553833
dinov2_g,wn30bal,rand6,0.75,2,depth,1000,1536,17.60264778137207,2.2305591106414795,-0.007388048471255099,0.00045771259047387437,0.0027821588028858596,-0.007845761061728972,-0.8035865024907366,67.45661902427673
dinov2_g,wn30bal,rand6,0.75,3,depth,1000,1536,17.60264778137207,2.2272300720214844,-0.009221638429703305,0.00045183086256176953,0.002774140265600807,-0.009673469292265074,-1.046481193938608,59.07879304885864
dinov2_g,wn30bal,rand6,0.75,4,depth,1000,1536,17.602645874023438,2.215712308883667,-0.005388849755863137,0.0004308952522943291,0.0027464316948494004,-0.005819745008157466,-0.5526212729773482,46.96026921272278
dinov2_g,wn30bal,rand6,1.0,0,depth,1000,1536,17.60264778137207,2.229191541671753,-0.006798627802662979,0.0004308949044727728,0.002746431377149707,-0.007229522707135752,-0.6857573439254144,47.606730222702026
dinov2_g,wn30bal,rand6,1.0,1,depth,1000,1536,17.602645874023438,2.2130961418151855,-0.007359858054402854,0.00045771309829022584,0.002782159556221224,-0.00781757115269308,-0.7114756525393604,47.233163595199585
dinov2_g,wn30bal,rand6,1.0,2,depth,1000,1536,17.60264778137207,2.2159621715545654,-0.005816234035429371,0.00043089536486763945,0.0027464313626590856,-0.0062471294002970105,-0.5603555478066357,47.69387698173523
dinov2_g,wn30bal,rand6,1.0,3,depth,1000,1536,17.602645874023438,2.2067933082580566,-0.005799003984860426,0.000457713566417825,0.0027821606763322837,-0.0062567175512782515,-0.5672468344564253,47.17190384864807
dinov2_g,wn30bal,rand6,1.0,4,depth,1000,1536,17.60264778137207,2.2267496585845947,-0.0040643195624272405,0.0004577135671606711,0.002782159785141062,-0.0045220331295879115,-0.38055708077132505,47.065882444381714
