model,frame,partition,s,seed,kind,n,d,hub_rms,ratio,excessB_real,excessB_star,excessB_star_sd,depth,z,time_s,delta_999,delta_sd,null_mean,null_sd,excess,r_above,p_left
i21k_l,wn30,real,real,0,depth,1000,1024,32.467044830322266,1.8818528652191162,-0.033640434412626555,-0.00047507195556266977,0.003333213798253298,-0.033165362457063884,-4.040148732302261,127.37247562408447,,,,,,,
i21k_l,wn30,rand6,0.0,0,depth,1000,1024,32.467044830322266,1.2802273035049438,-0.008050485237383873,-0.00047507038805214284,0.0033332156093035486,-0.00757541484933173,-0.834141216179667,123.43063497543335,,,,,,,
i21k_l,wn30,rand6,0.0,1,depth,1000,1024,32.467044830322266,1.2852001190185547,-0.007134020245909534,-0.0004750705859183399,0.00333321066390599,-0.006658949659991194,-0.7768015389019144,120.48839592933655,,,,,,,
i21k_l,wn30,rand6,0.0,2,depth,1000,1024,32.467041015625,1.2926210165023804,-0.0024997654255871082,-0.0004750658293366586,0.003333211650753554,-0.0020246995962504497,-0.21275311229814584,126.83964323997498,,,,,,,
i21k_l,wn30,rand6,0.0,3,depth,1000,1024,32.467044830322266,1.2893037796020508,-0.00835237271860391,-0.00047506998434115183,0.0033332118489973546,-0.007877302734262757,-0.916379969300654,125.19846963882446,,,,,,,
i21k_l,wn30,rand6,0.0,4,depth,1000,1024,32.467044830322266,1.2811976671218872,-0.005255199437678187,-0.0004750680103357996,0.003333213422566449,-0.004780131427342388,-0.5345875595023898,126.05769205093384,,,,,,,
i21k_l,wn30,rand6,0.25,0,depth,1000,1024,32.467044830322266,1.291174292564392,-0.0031326725114235177,-0.0004750688937590661,0.0033332122767182216,-0.0026576036176644514,-0.3021861998528109,120.50132513046265,,,,,,,
i21k_l,wn30,rand6,0.25,1,depth,1000,1024,32.46704864501953,1.2983324527740479,-0.006880041979999807,-0.0004750707884545083,0.0033332103694717202,-0.0064049711915452985,-0.8618431837276005,119.53567314147949,,,,,,,
i21k_l,wn30,rand6,0.25,2,depth,1000,1024,32.467044830322266,1.3120197057724,-0.0029856252905703234,-0.0004750690910110725,0.003333213652359723,-0.002510556199559251,-0.25414375678953627,114.45455861091614,,,,,,,
i21k_l,wn30,rand6,0.25,3,depth,1000,1024,32.46704864501953,1.2931265830993652,-0.004736385103303251,-0.00047506902478672145,0.003333212323724396,-0.0042613160785165295,-0.4527654936332329,112.38462400436401,,,,,,,
i21k_l,wn30,rand6,0.25,4,depth,1000,1024,32.467044830322266,1.2996852397918701,-0.004242007119069219,-0.0004750696660628745,0.0033332119387882607,-0.0037669374530063444,-0.43930893280498245,112.72880816459656,,,,,,,
i21k_l,wn30,rand6,0.5,0,depth,1000,1024,32.467044830322266,1.3283435106277466,-0.0013420564287705827,-0.00047506715159655044,0.0033332125516073756,-0.0008669892771740323,-0.09370834512451348,121.66059160232544,,,,,,,
i21k_l,wn30,rand6,0.5,1,depth,1000,1024,32.467041015625,1.2933735847473145,-0.011052000591071573,-0.00047506796626965166,0.0033332143815803707,-0.010576932624801921,-1.3053451375503855,141.54701328277588,,,,,,,
i21k_l,wn30,rand6,0.5,2,depth,1000,1024,32.467041015625,1.316558599472046,-0.0032970786048732437,-0.00047506709251322887,0.0033332156947592016,-0.002822011512360015,-0.27452853467019217,125.42494940757751,,,,,,,
i21k_l,wn30,rand6,0.5,3,depth,1000,1024,32.467044830322266,1.3173086643218994,-0.004606754245843697,-0.0004750723139809898,0.0033332144400457855,-0.0041316819318627076,-0.4512070772730635,131.7845983505249,,,,,,,
i21k_l,wn30,rand6,0.5,4,depth,1000,1024,32.46704864501953,1.311113953590393,-0.006787361858098889,-0.0004750717325569212,0.0033332100519842954,-0.006312290125541968,-0.6405372851149116,130.20699644088745,,,,,,,
i21k_l,wn30,rand6,0.75,0,depth,1000,1024,32.467044830322266,1.3230348825454712,-0.0022210954365191604,-0.00047507019584487056,0.003333212217563832,-0.00174602524067429,-0.1554777239053147,134.42462682724,,,,,,,
i21k_l,wn30,rand6,0.75,1,depth,1000,1024,32.46704864501953,1.3361631631851196,0.0007257067039870835,-0.00047506863532275625,0.0033332102498760696,0.0012007753393098396,0.10776058089625565,127.73686933517456,,,,,,,
i21k_l,wn30,rand6,0.75,2,depth,1000,1024,32.467044830322266,1.3148750066757202,-0.0015437763864141335,-0.0004750708700457129,0.003333212453227287,-0.0010687055163684206,-0.1160450372561801,134.98511052131653,,,,,,,
