model,kind,null,stat,d,delta,delta_sd,null_mean,null_sd,excess,z,frac_null_above,r_above,p_left,time_s
gpt2,causal,haar,p999,768,0.07726838992912052,0.0003366436450702305,0.09044045991789887,0.006787737251693922,-0.013172069988778345,-1.938186369427217,0.985,197,0.01990049751243781,431.7691204547882
gpt2_m,causal,haar,p999,1024,0.0518141399008048,0.0001708956963877682,0.05693569922393145,0.004486794871573591,-0.005121559323126648,-1.140646826827958,0.85,170,0.15422885572139303,595.2453491687775
gpt2_l,causal,haar,p999,1280,0.0527819312943156,0.00013325561868488288,0.07584319890676788,0.0038066552815723955,-0.023061267612452287,-6.05443599277113,1.0,200,0.004975124378109453,808.8295691013336
gpt2_xl,causal,haar,p999,1600,0.04795416565775894,0.0002539845443263546,0.0744589367116355,0.003645351419138828,-0.026504771053876566,-7.253257335009,1.0,200,0.004975124378109453,976.6567025184631
pythia_410m,causal,haar,p999,1024,0.0674117647438742,0.00019588763175425926,0.08556082572707803,0.004276768005626104,-0.018149060983203832,-4.239194994195251,1.0,200,0.004975124378109453,529.6626982688904
pythia_1b,causal,haar,p999,2048,0.06606350117737178,0.00019008801918193101,0.08068123964768159,0.004168239742953033,-0.01461773847030981,-3.5032921962681165,0.995,199,0.009950248756218905,646.8375818729401
pythia_2b8,causal,haar,p999,2560,0.06644288873366123,0.00030621786577728744,0.08316997392017386,0.003941059193690938,-0.016727085186512627,-4.231557943490146,1.0,200,0.004975124378109453,600.3167223930359
olmo_1b,causal,haar,p999,2048,0.05088700973466024,0.00012764341645016682,0.0749342660984424,0.00371922092564905,-0.024047256363782167,-6.461865863218873,1.0,200,0.004975124378109453,527.9490396976471
