model,transform,star,dec_seed,excessB_real,excessB_star,star_sd,depth,z,r_star,p_star,time_s
dinov1_b,deradial,aniso_decoupled,5,0.013306384176809058,-0.0008207023736369571,0.0034354647623105854,0.014127086550446016,1.7743984783776308,10,1.0,338.608167886734
dinov1_b,deradial,aniso_decoupled,6,0.015495580714120646,0.0005673687905828354,0.0037287966399464655,0.01492821192353781,1.9219609768572146,10,1.0,335.69138646125793
dinov1_b,deradial,aniso_decoupled,7,0.014047760040883234,0.0009894984722679412,0.0034906793117415115,0.013058261568615292,1.786209003237669,10,1.0,356.27106046676636
dinov1_b,deradial,aniso_decoupled,8,0.015980695071246623,0.00032683395250438646,0.003327740316098459,0.015653861118742236,1.8405286640693808,10,1.0,372.41620087623596
dinov1_b,deradial,aniso_decoupled,9,0.014714056008633777,-8.819937621831475e-05,0.0036171184366492522,0.014802255384852091,1.955063016127424,10,1.0,348.3078017234802
dinov2_s,l2norm,aniso,-1,0.018763006336473195,0.0005674557091160492,0.00579549920522401,0.018195550627357147,1.272704453971574,10,1.0,250.7378430366516
dinov2_s,l2norm,aniso_haarhubs,-1,0.018763006336473195,-0.0008002160564334462,0.0055034044672327125,0.019563222392906643,1.3795504529258087,10,1.0,278.38367080688477
dinov2_s,l2norm,aniso_decoupled,0,0.014911902836603916,-0.0006465539970932993,0.004449104554975218,0.015558456833697215,1.281412032663738,10,1.0,259.7776596546173
dinov2_s,l2norm,aniso_decoupled,1,0.016977140414799474,-0.00034962220294145754,0.004270505989996249,0.01732676261774093,1.3358721917564726,10,1.0,259.6779754161835
dinov2_s,l2norm,aniso_decoupled,2,0.014918689301352386,-0.0002966144240208815,0.004355594213685723,0.015215303725373268,1.1960126808038158,10,1.0,226.35816168785095
dinov2_s,l2norm,aniso_decoupled,3,0.021082741562133966,-0.0005785074134108531,0.00358085275598733,0.02166124897554482,1.7526982013990275,10,1.0,254.71928882598877
dinov2_s,l2norm,aniso_decoupled,4,0.015606225284705663,0.001441829573884132,0.0037487028007001572,0.014164395710821532,1.1440058079095319,10,1.0,250.34761548042297
dinov2_s,l2norm,aniso_decoupled,5,0.010111554853810989,-0.0011138855203427945,0.004305523828511534,0.011225440374153784,0.8238221138312408,10,1.0,248.75742506980896
dinov2_s,l2norm,aniso_decoupled,6,0.016680724903525,0.00043874537837334805,0.003914541803347974,0.01624197952515165,1.2672576472400012,10,1.0,234.20861053466797
dinov2_s,l2norm,aniso_decoupled,7,0.015249326361115492,-0.00019995949189378638,0.004717626000875565,0.015449285853009278,1.147711304040245,10,1.0,233.32325625419617
dinov2_s,l2norm,aniso_decoupled,8,0.015460614940610296,0.00023245672892108216,0.003620240884613755,0.015228158211689213,1.2290904390860788,10,1.0,258.0871014595032
dinov2_s,l2norm,aniso_decoupled,9,0.018288693954473773,-0.001849661071902002,0.004500937289189112,0.020138355026375773,1.6568488437656597,10,1.0,273.89601492881775
dinov2_s,deradial,aniso,-1,0.007635818478087336,0.000899668032087414,0.003775219125815194,0.0067361504459999225,0.6096591123418236,10,1.0,227.31733536720276
