model,transform,star,dec_seed,excessB_real,excessB_star,star_sd,depth,z,r_star,p_star,time_s
dinov2_b,l2norm,aniso,-1,-0.0004330809579395217,0.0007353978343453513,0.004600118559036848,-0.001168478792284873,-0.06853124582255722,3,0.36363636363636365,462.59917187690735
dinov2_b,l2norm,aniso_haarhubs,-1,-0.0004330809579395217,-0.0002013556221923063,0.004264936369775254,-0.00023172533574721544,-0.013660676865140598,6,0.6363636363636364,413.89151525497437
dinov2_b,l2norm,aniso_decoupled,0,0.015686564162959216,5.966431226619856e-05,0.0053410626789480034,0.015626899850693016,1.3194000958573167,10,1.0,486.8606822490692
dinov2_b,l2norm,aniso_decoupled,1,0.013711467627503027,0.000246080744296967,0.004364980792151824,0.01346538688320606,1.1402900005291,10,1.0,469.46327209472656
dinov2_b,l2norm,aniso_decoupled,2,0.010181347305841276,0.001757932291454488,0.003965816335810346,0.008423415014386789,0.8001756078194835,10,1.0,515.9412817955017
dinov2_b,l2norm,aniso_decoupled,3,0.013971395107851003,-0.0004099470931326385,0.0037405538163178638,0.014381342200983641,1.3704938332648784,10,1.0,484.5702953338623
dinov2_b,l2norm,aniso_decoupled,4,0.014732460055102453,0.00037185153989848787,0.004399040023258352,0.014360608515203965,1.4324630759796355,10,1.0,394.1023995876312
dinov2_b,l2norm,aniso_decoupled,5,0.014041495541615101,0.0010882497222061596,0.004234403586866425,0.012953245819408942,1.2665191467872638,10,1.0,346.1731767654419
dinov2_b,l2norm,aniso_decoupled,6,0.015452408489439587,-0.0003251673441127853,0.0054736186782028805,0.01577757583355237,1.4614010593590736,10,1.0,342.2394013404846
dinov2_b,l2norm,aniso_decoupled,7,0.012208998097936713,-0.0014869467480635127,0.005585724242315509,0.013695944846000226,1.1507911513456903,10,1.0,340.52385234832764
dinov2_b,l2norm,aniso_decoupled,8,0.016365626921985926,-0.00022848771111389082,0.0044079968655862025,0.016594114633099816,1.4981026042398595,10,1.0,333.12995958328247
dinov2_b,l2norm,aniso_decoupled,9,0.014649984921443843,-0.0009352482043559401,0.005337444970070966,0.015585233125799782,1.3509148743888155,10,1.0,362.71004819869995
dinov2_b,deradial,aniso,-1,-0.014547623105681445,0.0007504231224338103,0.004330199243005369,-0.015298046228115255,-1.184740264433022,0,0.09090909090909091,312.71801352500916
