dataset,metric,linkage,model_a,model_b,ari_cut,coph_corr,triplet_agree
cifar100,euclid,complete,i21k_b,dinov2_s,0.47879099824585264,0.5537602204458555,0.5079
cifar100,euclid,complete,i21k_b,dinov2_b,0.36348401762085303,0.4210146877255539,0.5038
cifar100,euclid,complete,i21k_b,dinov2_l,0.0635864054917947,0.26284274226862814,0.4278
cifar100,euclid,complete,i21k_b,dinov2_g,0.02153313853383674,0.1079749629186125,0.4162
cifar100,euclid,complete,i21k_b,clip_b,0.4718021227431258,0.694226605799459,0.8024
cifar100,euclid,complete,i21k_b,clip_l,0.44011228842568,0.708957279311295,0.7127
cifar100,euclid,complete,i21k_b,siglip_b,0.6889788245663262,0.7719805565656638,0.6791
cifar100,euclid,complete,i21k_l,dinov1_b,0.3692090507814053,0.5655564310659393,0.5445
cifar100,euclid,complete,i21k_l,dinov2_s,0.42962666472600247,0.5612742660276436,0.4858
cifar100,euclid,complete,i21k_l,dinov2_b,0.4290112221655972,0.49861016019636684,0.5285
cifar100,euclid,complete,i21k_l,dinov2_l,0.1046011576431921,0.339670868719017,0.4913
cifar100,euclid,complete,i21k_l,dinov2_g,0.044417314493976554,0.18234466118538836,0.4618
cifar100,euclid,complete,i21k_l,clip_b,0.5814742319429078,0.7419923150709761,0.7376
cifar100,euclid,complete,i21k_l,clip_l,0.48367662453809945,0.7683364195080308,0.703
cifar100,euclid,complete,i21k_l,siglip_b,0.6397642093006332,0.7749639120283076,0.6146
cifar100,euclid,complete,dinov1_b,dinov2_s,0.40786789630353426,0.5613284856751378,0.5055
cifar100,euclid,complete,dinov1_b,dinov2_b,0.3522799729823561,0.41883319257184753,0.4235
cifar100,euclid,complete,dinov1_b,dinov2_l,0.07553373593724497,0.18222138009811692,0.3729
cifar100,euclid,complete,dinov1_b,dinov2_g,0.016607442463512367,0.08003062031841873,0.3452
cifar100,euclid,complete,dinov1_b,clip_b,0.40695037762642267,0.716262096986736,0.5879
cifar100,euclid,complete,dinov1_b,clip_l,0.3714223872244017,0.6412516357083969,0.6076
cifar100,euclid,complete,dinov1_b,siglip_b,0.34969351418598676,0.7020044894645553,0.6119
cifar100,euclid,complete,dinov2_s,dinov2_b,0.416137411503207,0.5397339175366428,0.4992
cifar100,euclid,complete,dinov2_s,dinov2_l,0.1235078362065982,0.23117867715991494,0.3805
cifar100,euclid,complete,dinov2_s,dinov2_g,0.041839862385544636,0.11633210042973285,0.3926
cifar100,euclid,complete,dinov2_s,clip_b,0.40498907644087306,0.5668553631840438,0.5232
cifar100,euclid,complete,dinov2_s,clip_l,0.39906535295710815,0.5394613220109277,0.546
cifar100,euclid,complete,dinov2_s,siglip_b,0.6115539640839242,0.6292428544351851,0.501
cifar100,euclid,complete,dinov2_b,dinov2_l,0.28982164367063795,0.6428022666191531,0.5902
cifar100,euclid,complete,dinov2_b,dinov2_g,0.18986837628612477,0.49465752500684707,0.5534
cifar100,euclid,complete,dinov2_b,clip_b,0.4281683533979087,0.40435335389933463,0.4781
cifar100,euclid,complete,dinov2_b,clip_l,0.3939820110084463,0.4299114814653473,0.4557
cifar100,euclid,complete,dinov2_b,siglip_b,0.3793756929682237,0.37316741465998504,0.4305
cifar100,euclid,complete,dinov2_l,dinov2_g,0.6087567803051651,0.7644955741674377,0.6822
cifar100,euclid,complete,dinov2_l,clip_b,0.09196421397844382,0.14809589605364887,0.3834
cifar100,euclid,complete,dinov2_l,clip_l,0.062328226440560505,0.23507757424925232,0.3712
cifar100,euclid,complete,dinov2_l,siglip_b,0.06963616049710823,0.13512387980958077,0.3204
cifar100,euclid,complete,dinov2_g,clip_b,0.04799461961209873,0.002454722290763693,0.3715
cifar100,euclid,complete,dinov2_g,clip_l,0.05759307687407405,0.0977340989146661,0.3274
cifar100,euclid,complete,dinov2_g,siglip_b,-0.02159078541923516,-0.01675050437873763,0.2887
cifar100,euclid,complete,clip_b,clip_l,0.5311738542194212,0.8009110493684493,0.6744
cifar100,euclid,complete,clip_b,siglip_b,0.6256389605940493,0.8600661300116675,0.7911
cifar100,euclid,complete,clip_l,siglip_b,0.4129437512721865,0.7769305223024826,0.6201
cifar100,euclid,ward,i21k_t,i21k_s,0.4940698606907613,0.49449512292300696,0.589
cifar100,euclid,ward,i21k_t,i21k_b,0.4781945999751151,0.4887315140551574,0.5863
cifar100,euclid,ward,i21k_t,i21k_l,0.47143845621588376,0.5508489340715106,0.6627
cifar100,euclid,ward,i21k_t,dinov1_b,0.5923310673513873,0.5374105628589085,0.6428
cifar100,euclid,ward,i21k_t,dinov2_s,0.5245290394358998,0.4333340429116288,0.5504
cifar100,euclid,ward,i21k_t,dinov2_b,0.4524042973890078,0.41727320915555377,0.5589
cifar100,euclid,ward,i21k_t,dinov2_l,0.32067178154196685,0.4390442561984294,0.5667
cifar100,euclid,ward,i21k_t,dinov2_g,0.2344754427787799,0.45023759093443155,0.5698
cifar100,euclid,ward,i21k_t,clip_b,0.47577861789324033,0.5668777187574284,0.6697
cifar100,euclid,ward,i21k_t,clip_l,0.535391295705953,0.5175402263337724,0.5967
cifar100,euclid,ward,i21k_t,siglip_b,0.5369453883184241,0.5938480979205006,0.67
cifar100,euclid,ward,i21k_s,i21k_b,0.7107360744255627,0.974003787603199,0.9638
cifar100,euclid,ward,i21k_s,i21k_l,0.7987624048374051,0.8143278343094864,0.7934
cifar100,euclid,ward,i21k_s,dinov1_b,0.6431680157651389,0.7798948710286155,0.761
cifar100,euclid,ward,i21k_s,dinov2_s,0.662408965273123,0.6214912986644839,0.6278
cifar100,euclid,ward,i21k_s,dinov2_b,0.5149885415362506,0.5735949626128476,0.5983
cifar100,euclid,ward,i21k_s,dinov2_l,0.3549710289359373,0.6518685869756897,0.7044
cifar100,euclid,ward,i21k_s,dinov2_g,0.2177891588159729,0.7434642097021692,0.8867
cifar100,euclid,ward,i21k_s,clip_b,0.6127934051056705,0.8182274453997825,0.8049
cifar100,euclid,ward,i21k_s,clip_l,0.6377172356216635,0.9063475740822379,0.9264
cifar100,euclid,ward,i21k_s,siglip_b,0.6766590276908337,0.8133800809977537,0.7882
cifar100,euclid,ward,i21k_b,i21k_l,0.75626460398034,0.8013933051700705,0.7967
cifar100,euclid,ward,i21k_b,dinov1_b,0.6387637854379583,0.7677263791023727,0.763
cifar100,euclid,ward,i21k_b,dinov2_s,0.6581378149144754,0.639973053476138,0.6515
cifar100,euclid,ward,i21k_b,dinov2_b,0.581412455300895,0.6068838357467777,0.6273
cifar100,euclid,ward,i21k_b,dinov2_l,0.40277145443793794,0.7102311260763837,0.7351
cifar100,euclid,ward,i21k_b,dinov2_g,0.21336514001625517,0.7912772074507864,0.9115
cifar100,euclid,ward,i21k_b,clip_b,0.6269083015580595,0.8090709523656336,0.8091
cifar100,euclid,ward,i21k_b,clip_l,0.6277741736546609,0.9405956809841599,0.9501
cifar100,euclid,ward,i21k_b,siglip_b,0.6615249040471353,0.812124764551264,0.7922
cifar100,euclid,ward,i21k_l,dinov1_b,0.6542939453822528,0.8619454452171919,0.8884
cifar100,euclid,ward,i21k_l,dinov2_s,0.6449681132368953,0.6855322135460821,0.6423
cifar100,euclid,ward,i21k_l,dinov2_b,0.526346133057881,0.6329485077173396,0.6637
cifar100,euclid,ward,i21k_l,dinov2_l,0.35252639876646946,0.6275681765095462,0.672
cifar100,euclid,ward,i21k_l,dinov2_g,0.17966079910263077,0.6399029665220627,0.7314
cifar100,euclid,ward,i21k_l,clip_b,0.6151762156049755,0.9474682662723909,0.9707
cifar100,euclid,ward,i21k_l,clip_l,0.5929795401480075,0.8115125399257145,0.7814
cifar100,euclid,ward,i21k_l,siglip_b,0.6809277298004972,0.904994177410163,0.914
cifar100,euclid,ward,dinov1_b,dinov2_s,0.6266776762347277,0.6966041726983063,0.679
cifar100,euclid,ward,dinov1_b,dinov2_b,0.6275113402466608,0.6837865834799871,0.713
cifar100,euclid,ward,dinov1_b,dinov2_l,0.3764368298744665,0.5998151266646664,0.6687
cifar100,euclid,ward,dinov1_b,dinov2_g,0.21186078415965465,0.6211956139783339,0.7219
cifar100,euclid,ward,dinov1_b,clip_b,0.7523864515013313,0.8936003482333834,0.905
cifar100,euclid,ward,dinov1_b,clip_l,0.6502142415564667,0.7869649467071627,0.7651
cifar100,euclid,ward,dinov1_b,siglip_b,0.8506446436737819,0.9183293806964051,0.907
cifar100,euclid,ward,dinov2_s,dinov2_b,0.5943065270944653,0.8220919778130447,0.8664
cifar100,euclid,ward,dinov2_s,dinov2_l,0.3584090081682673,0.7381816413667209,0.7995
cifar100,euclid,ward,dinov2_s,dinov2_g,0.21825254609413328,0.6130589644180194,0.6257
cifar100,euclid,ward,dinov2_s,clip_b,0.5428983017979333,0.6139620116639384,0.6417
cifar100,euclid,ward,dinov2_s,clip_l,0.6491289117776695,0.7232462927169979,0.6732
cifar100,euclid,ward,dinov2_s,siglip_b,0.6370111031897848,0.6822942090328504,0.644
cifar100,euclid,ward,dinov2_b,dinov2_l,0.5497090389925335,0.8389466526225653,0.8201
cifar100,euclid,ward,dinov2_b,dinov2_g,0.2981585523633979,0.6568110315892057,0.6194
cifar100,euclid,ward,dinov2_b,clip_b,0.5205087781589237,0.6105865572767345,0.6784
cifar100,euclid,ward,dinov2_b,clip_l,0.5781029328477514,0.630382500073049,0.6274
cifar100,euclid,ward,dinov2_b,siglip_b,0.5501652252361853,0.6569923516878678,0.6821
cifar100,euclid,ward,dinov2_l,dinov2_g,0.5918722271161875,0.8495018700963467,0.7402
cifar100,euclid,ward,dinov2_l,clip_b,0.3537472832216832,0.5825435626316422,0.6808
cifar100,euclid,ward,dinov2_l,clip_l,0.381788798126978,0.7447578003181681,0.7209
cifar100,euclid,ward,dinov2_l,siglip_b,0.34478620643823743,0.6067269243836819,0.673
cifar100,euclid,ward,dinov2_g,clip_b,0.2054092447234259,0.6290561654114207,0.7419
cifar100,euclid,ward,dinov2_g,clip_l,0.2264064462630638,0.818104306068581,0.9191
cifar100,euclid,ward,dinov2_g,siglip_b,0.20856177181404445,0.6659146361464049,0.7547
cifar100,euclid,ward,clip_b,clip_l,0.6693433274503048,0.8194096860418139,0.7911
cifar100,euclid,ward,clip_b,siglip_b,0.802143027418738,0.9601327250610102,0.9375
cifar100,euclid,ward,clip_l,siglip_b,0.7161066464022252,0.8545718591490431,0.8125
cifar100,cosine,average,i21k_t,i21k_s,0.7261337981717824,0.54239122460633,0.5624
cifar100,cosine,average,i21k_t,i21k_b,0.6426690680884081,0.5683363956212777,0.5696
cifar100,cosine,average,i21k_t,i21k_l,0.6172380115092028,0.5967422160942646,0.6107
cifar100,cosine,average,i21k_t,dinov1_b,0.36047378335524266,0.42948970638672324,0.5119
cifar100,cosine,average,i21k_t,dinov2_s,0.6434725527201116,0.47443687373631244,0.5048
cifar100,cosine,average,i21k_t,dinov2_b,0.523709495995338,0.4421732083068544,0.4987
cifar100,cosine,average,i21k_t,dinov2_l,0.1752749083638787,0.2403595332635243,0.4171
cifar100,cosine,average,i21k_t,dinov2_g,0.029747740205869018,0.11261540671767935,0.3831
cifar100,cosine,average,i21k_t,clip_b,0.44852782511707484,0.4816333754416229,0.5437
cifar100,cosine,average,i21k_t,clip_l,0.4918486952889768,0.4338548606762969,0.5002
cifar100,cosine,average,i21k_t,siglip_b,0.5669059155458158,0.5226486612317982,0.5569
cifar100,cosine,average,i21k_s,i21k_b,0.7027134000020108,0.9245770637512511,0.7756
cifar100,cosine,average,i21k_s,i21k_l,0.653546731521023,0.8253360059654872,0.7045
cifar100,cosine,average,i21k_s,dinov1_b,0.41769646882388145,0.688132270359689,0.7175
cifar100,cosine,average,i21k_s,dinov2_s,0.733052347986696,0.6610509786225153,0.6508
cifar100,cosine,average,i21k_s,dinov2_b,0.6152029296906352,0.6653931230320809,0.6409
cifar100,cosine,average,i21k_s,dinov2_l,0.23554750435216704,0.3546654893108586,0.4115
cifar100,cosine,average,i21k_s,dinov2_g,0.07677613992191065,0.2045260671963501,0.3739
cifar100,cosine,average,i21k_s,clip_b,0.47351644282117833,0.6955338389350753,0.5676
cifar100,cosine,average,i21k_s,clip_l,0.5983685741989389,0.7087049177377701,0.6156
cifar100,cosine,average,i21k_s,siglip_b,0.6469187328710275,0.7820869395348574,0.6916
cifar100,cosine,average,i21k_b,i21k_l,0.8734077121203481,0.9020523362057149,0.7349
cifar100,cosine,average,i21k_b,dinov1_b,0.3684226143377117,0.7143601011007151,0.6153
cifar100,cosine,average,i21k_b,dinov2_s,0.6413204803382156,0.6896896096616245,0.5995
cifar100,cosine,average,i21k_b,dinov2_b,0.6768673840797594,0.7100991558050551,0.789
cifar100,cosine,average,i21k_b,dinov2_l,0.31760448693047927,0.3997873306245874,0.5629
cifar100,cosine,average,i21k_b,dinov2_g,0.08843519590578804,0.24932329926970725,0.5226
cifar100,cosine,average,i21k_b,clip_b,0.3948072718051684,0.773674984247262,0.6166
cifar100,cosine,average,i21k_b,clip_l,0.6265231741613532,0.7453257795857234,0.6877
cifar100,cosine,average,i21k_b,siglip_b,0.46517181712880207,0.8169353988112348,0.6631
cifar100,cosine,average,i21k_l,dinov1_b,0.35917455106922724,0.7151066466461528,0.6653
cifar100,cosine,average,i21k_l,dinov2_s,0.6144130926361484,0.7578725160013823,0.6404
cifar100,cosine,average,i21k_l,dinov2_b,0.6258764720115142,0.7560170680949369,0.6567
cifar100,cosine,average,i21k_l,dinov2_l,0.32437349146463446,0.453634324007584,0.4404
cifar100,cosine,average,i21k_l,dinov2_g,0.07599767824234126,0.29876612543510694,0.3987
cifar100,cosine,average,i21k_l,clip_b,0.3678738180380957,0.7305307819017733,0.7447
cifar100,cosine,average,i21k_l,clip_l,0.5838036083196148,0.7164326250129202,0.6455
cifar100,cosine,average,i21k_l,siglip_b,0.44306952952729706,0.7727324188494374,0.6221
cifar100,cosine,average,dinov1_b,dinov2_s,0.4538648453405136,0.7194303279601338,0.7213
cifar100,cosine,average,dinov1_b,dinov2_b,0.5057735718006598,0.7471066400640597,0.6644
cifar100,cosine,average,dinov1_b,dinov2_l,0.34469619121151357,0.5317155755989901,0.4739
cifar100,cosine,average,dinov1_b,dinov2_g,0.14076863202028547,0.3955053836764949,0.4457
cifar100,cosine,average,dinov1_b,clip_b,0.5006701521878866,0.6937924992348109,0.6178
cifar100,cosine,average,dinov1_b,clip_l,0.5676195968350619,0.7686001724815003,0.6658
cifar100,cosine,average,dinov1_b,siglip_b,0.6294186576394766,0.7820272409726626,0.6851
cifar100,cosine,average,dinov2_s,dinov2_b,0.8244565574308793,0.8284230763271706,0.7387
cifar100,cosine,average,dinov2_s,dinov2_l,0.3717817547508428,0.5464592413609107,0.4838
cifar100,cosine,average,dinov2_s,dinov2_g,0.13043790432016772,0.3652582143704263,0.4264
cifar100,cosine,average,dinov2_s,clip_b,0.44698473156497925,0.70998963663537,0.7141
cifar100,cosine,average,dinov2_s,clip_l,0.6889148251228052,0.6913209118962647,0.5981
cifar100,cosine,average,dinov2_s,siglip_b,0.5748583407028921,0.806691554973103,0.7441
cifar100,cosine,average,dinov2_b,dinov2_l,0.4693413912048481,0.7718214498597853,0.6089
cifar100,cosine,average,dinov2_b,dinov2_g,0.2187731303513187,0.6103018620550758,0.5693
cifar100,cosine,average,dinov2_b,clip_b,0.43409283914627145,0.6455115101591195,0.6691
cifar100,cosine,average,dinov2_b,clip_l,0.7292375145229272,0.7193407469508926,0.6593
cifar100,cosine,average,dinov2_b,siglip_b,0.47903782305839465,0.7028996020351961,0.6771
cifar100,cosine,average,dinov2_l,dinov2_g,0.4897073467789282,0.9121172305885692,0.767
cifar100,cosine,average,dinov2_l,clip_b,0.20825539418856032,0.3294030928039289,0.4393
cifar100,cosine,average,dinov2_l,clip_l,0.3689900895465065,0.480522048114199,0.5201
cifar100,cosine,average,dinov2_l,siglip_b,0.16306110239224492,0.35224387101137283,0.4182
cifar100,cosine,average,dinov2_g,clip_b,-0.012694816128996811,0.15892745962996957,0.3969
cifar100,cosine,average,dinov2_g,clip_l,0.127638065564065,0.30498715731826254,0.4629
cifar100,cosine,average,dinov2_g,siglip_b,-0.001843921977270507,0.1844584927840167,0.3827
cifar100,cosine,average,clip_b,clip_l,0.5315885036611846,0.8737305670008189,0.7041
cifar100,cosine,average,clip_b,siglip_b,0.7469626647942875,0.8778013793192903,0.7358
cifar100,cosine,average,clip_l,siglip_b,0.6128842363901615,0.8475567074386229,0.6618
cifar100,cosine,complete,i21k_t,i21k_s,0.6186685497849393,0.5211178247998531,0.5599
cifar100,cosine,complete,i21k_t,i21k_b,0.6075904286657173,0.5495864612980506,0.6142
cifar100,cosine,complete,i21k_t,i21k_l,0.6135735505301525,0.4744668575556076,0.514
cifar100,cosine,complete,i21k_t,dinov1_b,0.4950554049518344,0.41552256929830184,0.466
cifar100,cosine,complete,i21k_t,dinov2_s,0.44345911104171576,0.4474109571952218,0.4787
cifar100,cosine,complete,i21k_t,dinov2_b,0.4615441817702453,0.45875700206208986,0.4762
cifar100,cosine,complete,i21k_t,dinov2_l,0.3159447512882369,0.3058144132575137,0.4702
cifar100,cosine,complete,i21k_t,dinov2_g,0.1286478751570264,0.2193192100985824,0.4431
cifar100,cosine,complete,i21k_t,clip_b,0.517435421106649,0.44981072336985084,0.4981
cifar100,cosine,complete,i21k_t,clip_l,0.5122786335306814,0.46906003309938427,0.4896
cifar100,cosine,complete,i21k_t,siglip_b,0.6049785708936929,0.5070503015009232,0.5543
cifar100,cosine,complete,i21k_s,i21k_b,0.681936554127318,0.9297097356659797,0.8122
cifar100,cosine,complete,i21k_s,i21k_l,0.7102315718676145,0.7589206920983771,0.7076
cifar100,cosine,complete,i21k_s,dinov1_b,0.428823306778425,0.5824333876892874,0.5381
cifar100,cosine,complete,i21k_s,dinov2_s,0.4826334936777171,0.6236793058177447,0.5735
cifar100,cosine,complete,i21k_s,dinov2_b,0.511329226271275,0.5619760499979795,0.4768
cifar100,cosine,complete,i21k_s,dinov2_l,0.41643539159795206,0.45139868044667636,0.5046
cifar100,cosine,complete,i21k_s,dinov2_g,0.17965292044562475,0.30990343173733015,0.4745
cifar100,cosine,complete,i21k_s,clip_b,0.5027265537193523,0.662374440970297,0.5971
cifar100,cosine,complete,i21k_s,clip_l,0.5842126352344063,0.5653189506621368,0.5442
cifar100,cosine,complete,i21k_s,siglip_b,0.7448289193891359,0.7748171190337269,0.7291
cifar100,cosine,complete,i21k_b,i21k_l,0.9152538745671741,0.8195310644066378,0.717
cifar100,cosine,complete,i21k_b,dinov1_b,0.5018636858974552,0.6025552920612072,0.5268
cifar100,cosine,complete,i21k_b,dinov2_s,0.513086383960249,0.6459823611429327,0.6678
cifar100,cosine,complete,i21k_b,dinov2_b,0.5818843896673521,0.6052947322673468,0.5239
cifar100,cosine,complete,i21k_b,dinov2_l,0.4572215635815881,0.4696569856909734,0.5405
cifar100,cosine,complete,i21k_b,dinov2_g,0.18281924461921215,0.32853876580863023,0.4778
cifar100,cosine,complete,i21k_b,clip_b,0.634864997035754,0.7008401994103134,0.6189
cifar100,cosine,complete,i21k_b,clip_l,0.608624869804203,0.5923525292032743,0.5897
cifar100,cosine,complete,i21k_b,siglip_b,0.7133547722087318,0.8082534407470784,0.6936
cifar100,cosine,complete,i21k_l,dinov1_b,0.5191215460224784,0.69839803679277,0.6342
cifar100,cosine,complete,i21k_l,dinov2_s,0.5305556970782153,0.6695886959962857,0.601
cifar100,cosine,complete,i21k_l,dinov2_b,0.6312161259443415,0.6883679388740328,0.5229
cifar100,cosine,complete,i21k_l,dinov2_l,0.5015744272604041,0.5817180637869908,0.5721
cifar100,cosine,complete,i21k_l,dinov2_g,0.17258724612433382,0.45544625065393773,0.5912
cifar100,cosine,complete,i21k_l,clip_b,0.6269730165322215,0.723520570674909,0.7506
cifar100,cosine,complete,i21k_l,clip_l,0.637752717846531,0.5786975003143201,0.5114
cifar100,cosine,complete,i21k_l,siglip_b,0.7306479939633168,0.7605587882539195,0.6749
cifar100,cosine,complete,dinov1_b,dinov2_s,0.3813168237896635,0.606980014150162,0.5075
cifar100,cosine,complete,dinov1_b,dinov2_b,0.5207651425966126,0.659377015351414,0.4811
cifar100,cosine,complete,dinov1_b,dinov2_l,0.5547156724960172,0.6347826083710285,0.5723
cifar100,cosine,complete,dinov1_b,dinov2_g,0.23428726380465478,0.4995148178559984,0.5589
cifar100,cosine,complete,dinov1_b,clip_b,0.6589897262605277,0.6208063896403919,0.5743
cifar100,cosine,complete,dinov1_b,clip_l,0.5366623643911117,0.5537950992663851,0.4495
cifar100,cosine,complete,dinov1_b,siglip_b,0.47897056665334675,0.6512202223812406,0.5495
cifar100,cosine,complete,dinov2_s,dinov2_b,0.5107655584440527,0.7987232128045954,0.5013
cifar100,cosine,complete,dinov2_s,dinov2_l,0.5085921587757833,0.6762151012343537,0.5989
cifar100,cosine,complete,dinov2_s,dinov2_g,0.24433500152659596,0.5504335106622245,0.6036
cifar100,cosine,complete,dinov2_s,clip_b,0.44232767104062104,0.5434584092293189,0.5247
cifar100,cosine,complete,dinov2_s,clip_l,0.5274698244812622,0.591258905440913,0.5749
cifar100,cosine,complete,dinov2_s,siglip_b,0.530228769472465,0.617768425943918,0.5216
cifar100,cosine,complete,dinov2_b,dinov2_l,0.61921618765381,0.7798431083750929,0.5323
cifar100,cosine,complete,dinov2_b,dinov2_g,0.23477844487826438,0.5765758679401549,0.4958
cifar100,cosine,complete,dinov2_b,clip_b,0.4921958848241391,0.5475606334807581,0.4508
cifar100,cosine,complete,dinov2_b,clip_l,0.5201299340486268,0.5760886156849357,0.4924
cifar100,cosine,complete,dinov2_b,siglip_b,0.5876237593109725,0.5997016405589316,0.4886
cifar100,cosine,complete,dinov2_l,dinov2_g,0.3701527131091895,0.8132383215453624,0.7687
cifar100,cosine,complete,dinov2_l,clip_b,0.4730771361993893,0.4550663712265288,0.499
cifar100,cosine,complete,dinov2_l,clip_l,0.6213603190128658,0.5251987176348568,0.4429
cifar100,cosine,complete,dinov2_l,siglip_b,0.3597570137845003,0.465344463380416,0.5343
cifar100,cosine,complete,dinov2_g,clip_b,0.2051346708483712,0.3197109568032,0.5113
cifar100,cosine,complete,dinov2_g,clip_l,0.24856055430857812,0.4249711414553669,0.4761
cifar100,cosine,complete,dinov2_g,siglip_b,0.11968096053802288,0.28076058079321714,0.4692
cifar100,cosine,complete,clip_b,clip_l,0.6273919416821837,0.5795489881086389,0.4978
cifar100,cosine,complete,clip_b,siglip_b,0.6266001503657307,0.7680262769549158,0.6795
cifar100,cosine,complete,clip_l,siglip_b,0.5132821181041305,0.545761351070805,0.5037
cifar100,cosine,ward,i21k_t,i21k_s,0.43887436904708726,0.42656909513052255,0.5156
cifar100,cosine,ward,i21k_t,i21k_b,0.43480524200182197,0.40089601884084547,0.5196
cifar100,cosine,ward,i21k_t,i21k_l,0.40379689543450664,0.459730222875742,0.5266
cifar100,cosine,ward,i21k_t,dinov1_b,0.5855597906370251,0.4203507309519345,0.5341
cifar100,cosine,ward,i21k_t,dinov2_s,0.4317548198342987,0.5867138847660212,0.658
cifar100,cosine,ward,i21k_t,dinov2_b,0.37397057591915356,0.5983523378100618,0.691
cifar100,cosine,ward,i21k_t,dinov2_l,0.42166755177907594,0.41848143156137707,0.5164
cifar100,cosine,ward,i21k_t,dinov2_g,0.441941896303321,0.4109710597024932,0.5295
cifar100,cosine,ward,i21k_t,clip_b,0.43235297621884383,0.39369085056238795,0.5354
cifar100,cosine,ward,i21k_t,clip_l,0.4554346107414723,0.40399084018263576,0.5235
cifar100,cosine,ward,i21k_t,siglip_b,0.5076447617600574,0.41058278038648827,0.5193
cifar100,cosine,ward,i21k_s,i21k_b,0.6859726521301257,0.8784858000932948,0.8797
cifar100,cosine,ward,i21k_s,i21k_l,0.7597331446913429,0.9572627854339626,0.9621
cifar100,cosine,ward,i21k_s,dinov1_b,0.6528221407581402,0.807945597264768,0.7955
cifar100,cosine,ward,i21k_s,dinov2_s,0.6875361418074303,0.6885438527606389,0.721
cifar100,cosine,ward,i21k_s,dinov2_b,0.6336941119720221,0.6539029068933361,0.6406
cifar100,cosine,ward,i21k_s,dinov2_l,0.5842988106491964,0.9068690533545553,0.9271
cifar100,cosine,ward,i21k_s,dinov2_g,0.6439768449812775,0.9159888976469306,0.9339
cifar100,cosine,ward,i21k_s,clip_b,0.5928250743298393,0.8008573518492506,0.8036
cifar100,cosine,ward,i21k_s,clip_l,0.6068694952929933,0.7503230550228809,0.7847
cifar100,cosine,ward,i21k_s,siglip_b,0.6404860522778243,0.7955604884436963,0.7848
cifar100,cosine,ward,i21k_b,i21k_l,0.8318803019100592,0.8948016420681247,0.9003
cifar100,cosine,ward,i21k_b,dinov1_b,0.6421326323609245,0.8582667285212331,0.8644
cifar100,cosine,ward,i21k_b,dinov2_s,0.5869079013252329,0.7076848906163826,0.7231
cifar100,cosine,ward,i21k_b,dinov2_b,0.5665119537612751,0.6584862517908584,0.6562
cifar100,cosine,ward,i21k_b,dinov2_l,0.5547099827332609,0.8360985810779142,0.8642
cifar100,cosine,ward,i21k_b,dinov2_g,0.6421326323609245,0.8425150161528964,0.8705
cifar100,cosine,ward,i21k_b,clip_b,0.6229057084453807,0.8695349429576903,0.8734
cifar100,cosine,ward,i21k_b,clip_l,0.6451417465950131,0.8331498723446278,0.8466
cifar100,cosine,ward,i21k_b,siglip_b,0.6709954909439658,0.8443820298991969,0.8397
cifar100,cosine,ward,i21k_l,dinov1_b,0.665669583458778,0.8262487488947013,0.8008
cifar100,cosine,ward,i21k_l,dinov2_s,0.5831999043674245,0.8090461060871851,0.7518
cifar100,cosine,ward,i21k_l,dinov2_b,0.5577329719748637,0.7587551147283456,0.6693
cifar100,cosine,ward,i21k_l,dinov2_l,0.5504009039351601,0.9315312249198601,0.9506
cifar100,cosine,ward,i21k_l,dinov2_g,0.6263365932774578,0.9253696482897997,0.9588
cifar100,cosine,ward,i21k_l,clip_b,0.6592971275158916,0.820997070536729,0.812
cifar100,cosine,ward,i21k_l,clip_l,0.6204045273247213,0.790136277225526,0.7907
cifar100,cosine,ward,i21k_l,siglip_b,0.6649819920294904,0.8248664157703441,0.7919
cifar100,cosine,ward,dinov1_b,dinov2_s,0.7079985495352787,0.7208569172043675,0.7126
cifar100,cosine,ward,dinov1_b,dinov2_b,0.5670643261004706,0.6637971765265527,0.6551
cifar100,cosine,ward,dinov1_b,dinov2_l,0.5380228136882129,0.7937610174036314,0.7843
cifar100,cosine,ward,dinov1_b,dinov2_g,0.6133274117556191,0.7616614026629884,0.7779
cifar100,cosine,ward,dinov1_b,clip_b,0.6126099757235585,0.9596893918760561,0.9772
cifar100,cosine,ward,dinov1_b,clip_l,0.6467955655658584,0.9430288689060282,0.9544
cifar100,cosine,ward,dinov1_b,siglip_b,0.7506177774547569,0.9420380665139106,0.9262
cifar100,cosine,ward,dinov2_s,dinov2_b,0.6073298429319371,0.9492351462708576,0.8959
cifar100,cosine,ward,dinov2_s,dinov2_l,0.5771218657895861,0.7506401386012687,0.7565
cifar100,cosine,ward,dinov2_s,dinov2_g,0.6435864648739431,0.6934728181981756,0.7578
cifar100,cosine,ward,dinov2_s,clip_b,0.5896756140340004,0.6968260957973101,0.7123
cifar100,cosine,ward,dinov2_s,clip_l,0.6249339741888351,0.7258464086061073,0.7075
cifar100,cosine,ward,dinov2_s,siglip_b,0.6724259353364956,0.7364329554134252,0.7265
cifar100,cosine,ward,dinov2_b,dinov2_l,0.7137654770575382,0.7300724511819506,0.6768
cifar100,cosine,ward,dinov2_b,dinov2_g,0.5937065214173648,0.6505906890031846,0.6721
cifar100,cosine,ward,dinov2_b,clip_b,0.48482774955917574,0.6345460570212479,0.6599
cifar100,cosine,ward,dinov2_b,clip_l,0.5604198439041894,0.6503634249447849,0.6432
