level,K,ratio,aniso,n,seed,excessB_real,excessB_star,depth,z,time_s
hier3,6,0.6,iso,1000,1,-0.07950283124585919,-0.07285857554340257,-0.006644255702456622,-0.28544554785717297,46.36880660057068
hier3,6,0.6,iso,1000,2,-0.08072933211945701,-0.072159502074941,-0.008569830044516016,-0.3582831075853029,42.65803146362305
hier3,6,0.6,iso,1000,3,-0.07980994162637114,-0.072545459889807,-0.007264481736564146,-0.3039006333523577,36.252670764923096
hier3,6,0.6,iso,1000,4,-0.07675677281552269,-0.07117715109622896,-0.005579621719293729,-0.25020801808151655,35.52368664741516
hier3,6,0.6,aniso,100,0,-0.014267616368004332,-0.08356849251931797,0.06930087615131364,6.093339292021299,15.920465469360352
hier3,6,0.6,aniso,100,1,-0.009735955940664065,-0.0816747014759251,0.07193874553526103,3.901796130968535,16.211421012878418
hier3,6,0.6,aniso,100,2,-0.026656786413892408,-0.07958339231118745,0.052926605897295045,2.5277199722215173,16.16869831085205
hier3,6,0.6,aniso,100,3,-0.01481092469726572,-0.0831768902331727,0.06836596553590699,4.004885521845491,16.945955276489258
hier3,6,0.6,aniso,100,4,-0.019850638357058983,-0.07997136307486614,0.06012072471780716,2.6563259256684426,16.414825201034546
hier3,6,0.6,aniso,1000,0,-0.014325457842540135,-0.07172722398051548,0.057401766137975346,3.615861737676091,44.01358151435852
hier3,6,0.6,aniso,1000,1,-0.007646264648067835,-0.07257878546432356,0.06493252081625572,3.7668678977683565,41.97524046897888
hier3,6,0.6,aniso,1000,2,-0.010966935088848967,-0.07220334368125693,0.06123640859240796,4.082998455424557,36.5230929851532
hier3,6,0.6,aniso,1000,3,-0.015694405701827008,-0.07272632392595033,0.05703191822412332,3.7431813028093486,25.947550773620605
hier3,6,0.6,aniso,1000,4,-0.00425577429066748,-0.0708418666892459,0.06658609239857842,4.130175927223559,25.891228914260864
