model,kind,null,stat,d,delta,delta_sd,null_mean,null_sd,excess,z,frac_null_above,r_above,p_left,time_s
gpt2,causal,haar,sup,768,0.1280005705780341,0.004133590203051537,0.14056140769993697,0.011362256026499928,-0.012560837121902868,-1.0388756535367152,0.86,172,0.14427860696517414,453.05266404151917
gpt2_m,causal,haar,sup,1024,0.08160560355642223,0.004483021838750108,0.09055022601063968,0.008036293089775704,-0.008944622454217455,-0.9720148356382747,0.87,174,0.13432835820895522,639.696923494339
gpt2_l,causal,haar,sup,1280,0.0823318127142184,0.0047688554345704706,0.11939935768913078,0.006466300790306114,-0.03706754497491238,-4.613481527580491,1.0,200,0.004975124378109453,817.2123062610626
gpt2_xl,causal,haar,sup,1600,0.07213911640415527,0.002745502873080389,0.11719622207961561,0.006228334817543746,-0.04505710567546034,-6.619610234988079,1.0,200,0.004975124378109453,985.2825429439545
pythia_410m,causal,haar,sup,1024,0.09838986334657651,0.005186942530350306,0.132121728086749,0.007505417904621238,-0.03373186474017248,-3.697307812221622,1.0,200,0.004975124378109453,534.1424477100372
pythia_1b,causal,haar,sup,2048,0.09626459289721648,0.0038772241486359532,0.12558707852763967,0.007071549814031965,-0.029322485630423195,-3.6358969961118173,1.0,200,0.004975124378109453,643.4772846698761
pythia_2b8,causal,haar,sup,2560,0.09806037870291144,0.004328969918453902,0.1310991928129651,0.0076902151914234555,-0.033038814110053646,-3.7438046480830995,1.0,200,0.004975124378109453,580.6366410255432
olmo_1b,causal,haar,sup,2048,0.08170641937224665,0.003658782087135512,0.11765530595867603,0.0062790086348328625,-0.03594888658642938,-4.946710817014743,1.0,200,0.004975124378109453,515.4059941768646
