model,dataset,null,stat,n,d,delta,delta_sd,null_mean,null_sd,excess,z,frac_null_above,r_above,p_left,time_s
dinov2_b,imagenet,haar,p999,1000,768,0.03356165236634483,0.00016182450755775234,0.05026825051933739,0.00046833164273498714,-0.016706598152992566,-33.71654663930341,1.0,200,0.004975124378109453,499.1215751171112
dinov2_l,imagenet,haar,p999,1000,1024,0.02972310422945637,0.00011737536245415697,0.04325991523214073,0.00040368130181218297,-0.013536811002684362,-32.19988970160432,1.0,200,0.004975124378109453,747.1644082069397
dinov2_g,imagenet,haar,p999,1000,1536,0.03264781036605507,0.0004987619777615,0.040669939979306555,0.00033107855369757705,-0.008022129613251487,-13.40046599765964,1.0,200,0.004975124378109453,1019.9852147102356
clip_b,imagenet,haar,p999,1000,512,0.08431129786955478,0.00026180391642323636,0.0908513079827971,0.005097624167832604,-0.006540010113242317,-1.281263938785866,0.86,172,0.14427860696517414,415.35897159576416
clip_l,imagenet,haar,p999,1000,768,0.07603490956647022,0.00028942422421858796,0.08512123137872084,0.004356511235507545,-0.009086321812250622,-2.0811001739714308,0.985,197,0.01990049751243781,461.91660594940186
siglip_b,imagenet,haar,p999,1000,768,0.07474222652776472,0.0003401049638813931,0.08233238044553798,0.004517535511246537,-0.007590153917773262,-1.6754123482459657,0.945,189,0.05970149253731343,430.1817922592163
