dataset,trial,n,n_rep,delta_rel_sup,null_mean,null_sd,excess_sup,r_above,p_left,time_s
cifar100,0,1500,200,0.2614315680530079,0.2972541543671632,0.02200878925528833,-0.0358225863141553,196,0.024875621890547265,4353.522267580032
cifar100,1,1500,200,0.26036867414678855,0.2967843085313186,0.022003342476077114,-0.03641563438453005,196,0.024875621890547265,4389.414480686188
cifar100,2,1500,200,0.2817541465521302,0.2955389242761646,0.021540636025327926,-0.013784777724034414,141,0.29850746268656714,4314.993372917175
cifar100,3,1500,200,0.24073227234450834,0.29401335137909523,0.021205569025362615,-0.0532810790345869,200,0.004975124378109453,4272.242397546768
cifar100,4,1500,200,0.24562209634478027,0.2970317894194228,0.022042192696894315,-0.05140969307464255,199,0.009950248756218905,4290.370122909546
