cloud,built,frame,seed,dec_seed,depth,z,star_sd,time_s
synthetic_flat_vitl_spectrum,balanced,balanced,0,-1,3.4139716226849835e-05,0.00652480477704781,0.0015096514102784311,319.91904973983765
synthetic_flat_vitl_spectrum,balanced,balanced,0,0,-0.004299686454731506,-0.7575014992976518,0.0034320670040288216,338.38475918769836
synthetic_flat_vitl_spectrum,balanced,balanced,0,1,-0.0034296109499176875,-0.6444268744481648,0.0028430209165718717,376.96455240249634
synthetic_flat_vitl_spectrum,balanced,balanced,0,2,-0.001119275541810777,-0.19828005784977254,0.0029810856561835225,349.6912178993225
synthetic_flat_vitl_spectrum,balanced,balanced,0,3,-0.0026518962983222167,-0.43973854234788246,0.0035985231172855165,356.9325981140137
synthetic_flat_vitl_spectrum,balanced,balanced,0,4,-0.0018640340972215456,-0.347352849088242,0.0030161027096637727,354.09138011932373
synthetic_flat_vitl_spectrum,balanced,balanced,0,5,-0.0026698050536448237,-0.49795789789226014,0.0027871471544871533,338.2247693538666
synthetic_flat_vitl_spectrum,balanced,balanced,0,6,-0.0035245735463492,-0.6978451957905495,0.0021924751995812527,257.67884159088135
synthetic_flat_vitl_spectrum,balanced,balanced,0,7,-0.003530175939120083,-0.7215315173494294,0.0027584636311933737,161.63430905342102
synthetic_flat_vitl_spectrum,balanced,balanced,0,8,-0.004142732289074398,-0.7780039862446237,0.003115423487537246,159.41742849349976
synthetic_flat_vitl_spectrum,balanced,balanced,0,9,-0.0012939732079627056,-0.2656906037614168,0.0030846736971803703,149.73071932792664
