model,dataset,b,n,delta_999,delta_sd,null_mean,null_sd,excess,r_above,p_left,n_rep,time_s
dinov1_b,imagenet,-1,1000,0.0552455916591852,0.00037318144621323107,0.07578090719839509,0.0019893506026458403,-0.020535315539209884,50,0.0196078431372549,50,285.5043041706085
dinov1_b,imagenet,0,1000,0.0551614670183103,0.0004100877251289179,0.07541170015483836,0.0019807873587441606,-0.02025023313652806,50,0.0196078431372549,50,303.77949476242065
dinov1_b,imagenet,1,1000,0.05521112358032556,0.0003642371037715419,0.07555145675542169,0.0019682212165586014,-0.020340333175096127,50,0.0196078431372549,50,288.5370032787323
dinov1_b,imagenet,2,1000,0.054743614244468365,0.0003122637490824795,0.07551035333778366,0.0019645036297886403,-0.0207667390933153,50,0.0196078431372549,50,279.06900358200073
dinov1_b,imagenet,3,1000,0.0550557432578363,0.0003988898169272276,0.07551437464303007,0.001976263563299993,-0.02045863138519377,50,0.0196078431372549,50,276.04047417640686
dinov1_b,imagenet,4,1000,0.05538374727354174,0.00046315935028302995,0.07548249319690066,0.0019696248408463996,-0.02009874592335892,50,0.0196078431372549,50,291.26899695396423
dinov1_b,imagenet,5,1000,0.05517139434973034,0.0004188888309990226,0.07538195219061414,0.0019679996371941033,-0.020210557840883797,50,0.0196078431372549,50,343.882297039032
dinov1_b,imagenet,6,1000,0.05534143036715914,0.0004243896084009388,0.07548513929877369,0.001962717967111722,-0.020143708931614553,50,0.0196078431372549,50,456.4006555080414
dinov1_b,imagenet,7,1000,0.05480423431471258,0.00032603529728771703,0.07544950828723873,0.0019672765239652007,-0.02064527397252615,50,0.0196078431372549,50,398.20751667022705
dinov1_b,imagenet,8,1000,0.054583559376016964,0.00035584662282649084,0.0754638410454891,0.0019674710427667543,-0.020880281669472138,50,0.0196078431372549,50,400.3444449901581
dinov1_b,imagenet,9,1000,0.05419739815761608,0.00037251783517072457,0.0754612629712774,0.0019686780414985426,-0.021263864813661326,50,0.0196078431372549,50,462.78646421432495
