model,dataset,b,n,delta_999,delta_sd,null_mean,null_sd,excess,r_above,p_left,n_rep,time_s
dinov2_b,dtd,-1,47,0.07665548771119285,0.00038836079159903727,0.11003864226156239,0.004109187159845499,-0.03338315455036954,50,0.0196078431372549,50,58.959439516067505
dinov2_b,dtd,0,47,0.07783304668889122,0.0003286796422015761,0.108855076500139,0.004041564153331061,-0.03102202981124777,50,0.0196078431372549,50,59.65373468399048
dinov2_b,dtd,1,47,0.07489640278558661,0.000418658203068448,0.10843433068189506,0.0038593253822501433,-0.03353792789630845,50,0.0196078431372549,50,57.802653789520264
dinov2_b,dtd,2,47,0.07590590332838357,0.00048272328869902086,0.10795798011103765,0.004193134742203598,-0.03205207678265408,50,0.0196078431372549,50,55.88121581077576
dinov2_b,dtd,3,47,0.0733621050151806,0.00031431970110332635,0.10815443331420635,0.003893674379566924,-0.034792328299025746,50,0.0196078431372549,50,58.39424681663513
dinov2_b,dtd,4,47,0.07892010937978032,0.00038796865858675917,0.10845169075097434,0.004021766169913115,-0.02953158137119402,50,0.0196078431372549,50,54.1473662853241
dinov2_b,dtd,5,47,0.0750379334702367,0.000314504360576071,0.10927768166436583,0.004169233897263357,-0.03423974819412913,50,0.0196078431372549,50,55.91164422035217
dinov2_b,dtd,6,47,0.0741321084583287,0.000347362691493814,0.10791023555086772,0.0038500181218124475,-0.03377812709253902,50,0.0196078431372549,50,61.60427165031433
dinov2_b,dtd,7,47,0.07484972281801908,0.00028102039094864617,0.10876066940075266,0.00386006234642273,-0.03391094658273358,50,0.0196078431372549,50,57.30775690078735
dinov2_b,dtd,8,47,0.07597822152995795,0.0003680790699645227,0.10833732068161796,0.004004624787124961,-0.032359099151660006,50,0.0196078431372549,50,60.2080864906311
dinov2_b,dtd,9,47,0.07676041217977032,0.0002988051827696267,0.10920520183407549,0.004102921572074042,-0.03244478965430517,50,0.0196078431372549,50,60.29889440536499
dinov2_b,dtd,10,47,0.07726994972961337,0.0004614069695910041,0.10936958591774268,0.004081479327408126,-0.032099636188129305,50,0.0196078431372549,50,55.66280770301819
dinov2_b,dtd,11,47,0.07626802701680649,0.0003117971083997351,0.10927005687640066,0.004021048711579933,-0.033002029859594176,50,0.0196078431372549,50,53.499979972839355
dinov2_b,dtd,12,47,0.07562929945228845,0.0002769921098671603,0.10961419742818201,0.003917607699411515,-0.03398489797589356,50,0.0196078431372549,50,53.701215982437134
dinov2_b,dtd,13,47,0.07610643429572303,0.0002694494554094591,0.10851492530849781,0.004044208772299603,-0.03240849101277478,50,0.0196078431372549,50,57.40552067756653
dinov2_b,dtd,14,47,0.07417161428010118,0.00029998863512072625,0.10828934193159032,0.00401356621310525,-0.03411772765148914,50,0.0196078431372549,50,58.25895833969116
dinov2_b,dtd,15,47,0.07364514332043237,0.0002794798662425996,0.10883842500807829,0.003966369616753068,-0.03519328168764592,50,0.0196078431372549,50,54.88400316238403
dinov2_b,dtd,16,47,0.0752589294932634,0.00041800477014776086,0.1067475893161702,0.003962657165551462,-0.0314886598229068,50,0.0196078431372549,50,57.956345558166504
dinov2_b,dtd,17,47,0.0784686081633271,0.0003306270379843727,0.10781108003470125,0.004025120907923656,-0.02934247187137415,50,0.0196078431372549,50,50.995638847351074
dinov2_b,dtd,18,47,0.07493157916761756,0.0002567113965515368,0.10951323753996565,0.004037591159657926,-0.0345816583723481,50,0.0196078431372549,50,51.67081117630005
dinov2_b,dtd,19,47,0.07628073559090395,0.00030675344716309284,0.10822566378627277,0.004066309025010741,-0.031944928195368816,50,0.0196078431372549,50,56.571638107299805
dinov2_b,dtd,20,47,0.0778829953429109,0.00019793510621587618,0.10993033534340704,0.004202999466051553,-0.03204734000049614,50,0.0196078431372549,50,55.08276414871216
dinov2_b,dtd,21,47,0.07656065467738418,0.0005110474738095593,0.1097474195805098,0.003995764970597189,-0.03318676490312562,50,0.0196078431372549,50,58.964067220687866
