model,dataset,b,n,delta_999,delta_sd,null_mean,null_sd,excess,r_above,p_left,n_rep,time_s
dinov2_g,cifar10,-1,10,0.025407403002162116,0.0,0.10277870410514729,0.010751803400491464,-0.07737130110298518,50,0.0196078431372549,50,47.291261196136475
dinov2_g,cifar10,0,10,0.02531064330340522,0.0,0.10283521075735434,0.010777790808461479,-0.07752456745394912,50,0.0196078431372549,50,46.3760724067688
dinov2_g,cifar10,1,10,0.02570501633975738,0.0,0.10282434641225967,0.010808419186989738,-0.0771193300725023,50,0.0196078431372549,50,48.33221411705017
dinov2_g,cifar10,2,10,0.025583970579791636,0.0,0.10192948098800254,0.010721205931124746,-0.07634551040821091,50,0.0196078431372549,50,46.42575168609619
dinov2_g,cifar10,3,10,0.025540876941294123,3.469446951953614e-18,0.10235564122948054,0.010788310724153255,-0.07681476428818643,50,0.0196078431372549,50,45.74182629585266
dinov2_g,cifar10,4,10,0.02539702480538498,3.469446951953614e-18,0.10336343512636446,0.010807681484811175,-0.07796641032097948,50,0.0196078431372549,50,46.82768225669861
dinov2_g,cifar10,5,10,0.02512756143909418,3.469446951953614e-18,0.10279824021947513,0.010880963956723961,-0.07767067878038095,50,0.0196078431372549,50,45.16302537918091
dinov2_g,cifar10,6,10,0.026258710229286563,3.469446951953614e-18,0.10416485880863866,0.010793956322512482,-0.07790614857935209,50,0.0196078431372549,50,45.467535734176636
dinov2_g,cifar10,7,10,0.02591033105683225,3.469446951953614e-18,0.10285741967687462,0.01080501360789414,-0.07694708862004238,50,0.0196078431372549,50,46.727787256240845
dinov2_g,cifar10,8,10,0.025794745333923026,0.0,0.10307823083932992,0.010835765464784524,-0.0772834855054069,50,0.0196078431372549,50,45.30031490325928
dinov2_g,cifar10,9,10,0.026099888167860484,3.469446951953614e-18,0.10363523194632299,0.010811954110097022,-0.0775353437784625,50,0.0196078431372549,50,47.69312596321106
dinov2_g,cifar10,10,10,0.02524246591522929,0.0,0.10129250725925351,0.010485962717607019,-0.07605004134402422,50,0.0196078431372549,50,49.62911891937256
dinov2_g,cifar10,11,10,0.02569064716149568,0.0,0.10354851361935669,0.01087148515362286,-0.07785786645786101,50,0.0196078431372549,50,48.69293737411499
dinov2_g,cifar10,12,10,0.025719135579771513,0.0,0.10282219951145397,0.010578172229920753,-0.07710306393168245,50,0.0196078431372549,50,48.419201374053955
dinov2_g,cifar10,13,10,0.02570675823740181,3.469446951953614e-18,0.10141311713939274,0.010687308194603687,-0.07570635890199093,50,0.0196078431372549,50,44.04333806037903
dinov2_g,cifar10,14,10,0.025671092317304068,3.469446951953614e-18,0.1031445274685018,0.01082585250115487,-0.07747343515119774,50,0.0196078431372549,50,44.36261248588562
dinov2_g,cifar10,15,10,0.025371189264246953,3.469446951953614e-18,0.10214123747359852,0.01078091005474927,-0.07677004820935157,50,0.0196078431372549,50,43.11009073257446
dinov2_g,cifar10,16,10,0.02550798708920904,0.0,0.10194997158938968,0.010643820147511545,-0.07644198450018064,50,0.0196078431372549,50,47.53994297981262
dinov2_g,cifar10,17,10,0.02577958685775894,0.0,0.1025308876476934,0.01072807570722716,-0.07675130078993446,50,0.0196078431372549,50,41.224313259124756
dinov2_g,cifar10,18,10,0.02584523020523814,0.0,0.10272834404510782,0.010733631112904025,-0.07688311383986968,50,0.0196078431372549,50,46.41220545768738
dinov2_g,cifar10,19,10,0.02590367857813246,3.469446951953614e-18,0.10336235641252756,0.010712775837597999,-0.0774586778343951,50,0.0196078431372549,50,44.17761945724487
dinov2_g,cifar10,20,10,0.025224443981763496,0.0,0.10214232530803821,0.010748033026587334,-0.07691788132627472,50,0.0196078431372549,50,43.989351749420166
dinov2_g,cifar10,21,10,0.024995985662129967,0.0,0.10165441516614608,0.010632467007042278,-0.0766584295040161,50,0.0196078431372549,50,42.81812500953674
dinov2_g,cifar10,22,10,0.026127082195298655,0.0,0.10340991196850347,0.010748093680694288,-0.0772828297732048,50,0.0196078431372549,50,45.463587045669556
dinov2_g,cifar10,23,10,0.02551009707325575,3.469446951953614e-18,0.10194658797259822,0.010660393035525444,-0.07643649089934246,50,0.0196078431372549,50,45.433178424835205
dinov2_g,cifar10,24,10,0.025585577174652086,0.0,0.1024049262856719,0.010763122146230746,-0.07681934911101981,50,0.0196078431372549,50,44.23646903038025
dinov2_g,cifar10,25,10,0.025450987165741838,0.0,0.10299619683559244,0.010734392597856544,-0.0775452096698506,50,0.0196078431372549,50,44.79131007194519
dinov2_g,cifar10,26,10,0.0254443848799119,0.0,0.10260805301752841,0.010727138220333846,-0.07716366813761652,50,0.0196078431372549,50,44.06496858596802
dinov2_g,cifar10,27,10,0.025390108065011192,3.469446951953614e-18,0.1018675058515496,0.010607306540148567,-0.07647739778653842,50,0.0196078431372549,50,45.62846398353577
dinov2_g,cifar10,28,10,0.025750091592931245,3.469446951953614e-18,0.10296770182088931,0.010850966259468416,-0.07721761022795806,50,0.0196078431372549,50,44.08588671684265
dinov2_g,cifar10,29,10,0.025928422862539362,0.0,0.10336335146890992,0.010806382385074602,-0.07743492860637055,50,0.0196078431372549,50,43.712294578552246
clip_b,cifar10,-1,10,0.10510009138196408,0.0,0.12884328256785818,0.01385812923353387,-0.023743191185894102,48,0.058823529411764705,50,43.29021859169006
clip_b,cifar10,0,10,0.10516029416914192,0.0,0.12918039169947218,0.013933588868976747,-0.024020097530330256,49,0.0392156862745098,50,47.848947286605835
clip_b,cifar10,1,10,0.10568098678711509,1.3877787807814457e-17,0.1291555925534656,0.013955477216063052,-0.023474605766350506,49,0.0392156862745098,50,48.60403800010681
clip_b,cifar10,2,10,0.10532035945176492,1.3877787807814457e-17,0.1286403795022565,0.013891775823267258,-0.023320020050491594,48,0.058823529411764705,50,47.812211990356445
