model,dataset,b,n,delta_999,delta_sd,null_mean,null_sd,excess,r_above,p_left,n_rep,time_s
dinov1_b,imagenet,-1,1000,0.0552455916591852,0.00037318144621323107,0.07578887939599883,0.001992536811811078,-0.02054328773681363,50,0.0196078431372549,50,112.15374898910522
dinov1_b,imagenet,0,1000,0.0551614670183103,0.0004100877251289179,0.07541708294786485,0.001983196531878021,-0.02025561592955455,50,0.0196078431372549,50,100.66202306747437
dinov1_b,imagenet,1,1000,0.05521112358032556,0.0003642371037715419,0.07555764830783641,0.0019717024849206705,-0.020346524727510855,50,0.0196078431372549,50,106.5082700252533
dinov1_b,imagenet,2,1000,0.054743614244468365,0.0003122637490824795,0.07551716294733772,0.001965968083297311,-0.020773548702869356,50,0.0196078431372549,50,112.50225853919983
dinov1_b,imagenet,3,1000,0.0550557432578363,0.0003988898169272276,0.07552067555786676,0.001979861972742311,-0.020464932300030464,50,0.0196078431372549,50,149.51455092430115
dinov1_b,imagenet,4,1000,0.05538374727354174,0.00046315935028302995,0.0754914839955693,0.001972529302690492,-0.020107736722027564,50,0.0196078431372549,50,141.0248258113861
dinov1_b,imagenet,5,1000,0.05517139434973034,0.0004188888309990226,0.07538472458566997,0.0019722293649052924,-0.02021333023593963,50,0.0196078431372549,50,121.63576316833496
dinov1_b,imagenet,6,1000,0.05534143036715914,0.0004243896084009388,0.07549621151587607,0.0019588757037799862,-0.02015478114871693,50,0.0196078431372549,50,154.05868363380432
dinov1_b,imagenet,7,1000,0.05480423431471258,0.00032603529728771703,0.07545521008253972,0.0019682605206603207,-0.020650975767827137,50,0.0196078431372549,50,153.7512230873108
dinov1_b,imagenet,8,1000,0.054583559376016964,0.00035584662282649084,0.07547013451134142,0.001971627683015786,-0.020886575135324457,50,0.0196078431372549,50,135.53669095039368
dinov1_b,imagenet,9,1000,0.05419739815761608,0.00037251783517072457,0.0754709029414887,0.0019675374783442293,-0.021273504783872618,50,0.0196078431372549,50,140.25246357917786
dinov1_b,imagenet,10,1000,0.05494021101341166,0.0002852662137759262,0.07541391879692132,0.0019754797348376083,-0.020473707783509654,50,0.0196078431372549,50,133.25189924240112
dinov1_b,imagenet,11,1000,0.054640901428542145,0.00028503586684785695,0.07548638872865643,0.001958907996926073,-0.020845487300114283,50,0.0196078431372549,50,123.62626767158508
dinov1_b,imagenet,12,1000,0.054961998859935114,0.000438484177536715,0.0755089507630609,0.0019682897436941343,-0.020546951903125783,50,0.0196078431372549,50,123.89793419837952
dinov1_b,imagenet,13,1000,0.055331707513815574,0.0004910906855555228,0.07545340340460918,0.001972134076702448,-0.020121695890793607,50,0.0196078431372549,50,150.92293787002563
dinov1_b,imagenet,14,1000,0.0549553465406693,0.0005514143113818669,0.07543062313403365,0.001977657013026132,-0.020475276593364344,50,0.0196078431372549,50,136.84039616584778
dinov1_b,imagenet,15,1000,0.05547108713406782,0.0003726365102309416,0.07550304194152602,0.0019688289666457666,-0.020031954807458195,50,0.0196078431372549,50,133.02984929084778
dinov1_b,imagenet,16,1000,0.05492100932132403,0.000349672890847066,0.0754805515337888,0.001967744214903198,-0.020559542212464768,50,0.0196078431372549,50,144.01603651046753
dinov1_b,imagenet,17,1000,0.05480996553140496,0.00035412140673782505,0.07540217217595227,0.001965978128756377,-0.020592206644547313,50,0.0196078431372549,50,147.08733487129211
