model,dataset,b,n_classes,n_per_class,delta,delta_sd,null_mean,null_sd,excess,r_above,n_rep,time_s
dinov2_b,cifar100,-1,100,500,0.049220013861640696,0.0002254516791667539,0.08054139090402285,0.002093727387020954,-0.03132137704238215,200,200,229.09928393363953
dinov2_b,cifar100,0,100,500,0.04964893656314191,0.00020146750565576304,0.08035171720997449,0.0020777719527222305,-0.030702780646832573,200,200,233.20771765708923
dinov2_b,cifar100,1,100,500,0.04902409558600519,0.0002521482526307934,0.08054836436787832,0.0021041576122303824,-0.03152426878187313,200,200,226.14318871498108
dinov2_b,cifar100,2,100,500,0.04846824148277213,0.00015800864512862623,0.08054083171575076,0.0020901063214277984,-0.03207259023297863,200,200,227.27746677398682
dinov2_b,cifar100,3,100,500,0.049134005310709675,0.00022400347321346504,0.08013602258155875,0.0020872946393836606,-0.031002017270849072,200,200,221.41524147987366
dinov2_b,cifar100,4,100,500,0.04901814668121555,0.00023744328582592732,0.08036887671496341,0.0020864909259336135,-0.031350730033747866,200,200,213.47136759757996
dinov2_b,cifar100,5,100,500,0.04864804161783017,0.00013597463165178326,0.08031274690130065,0.002090354817835278,-0.03166470528347048,200,200,223.8143539428711
dinov2_b,cifar100,6,100,500,0.04924127101044494,0.0002132924601176994,0.08048676589249036,0.002094036008158231,-0.03124549488204542,200,200,213.65211701393127
dinov2_b,cifar100,7,100,500,0.04909437916312624,0.00016539691873844922,0.08044075766988844,0.0020845029580990513,-0.031346378506762196,200,200,217.50884675979614
dinov2_b,cifar100,8,100,500,0.0492414673320021,0.000260412508342867,0.08030869985212123,0.0020781489250638416,-0.03106723252011913,200,200,219.75735545158386
dinov2_b,cifar100,9,100,500,0.04925822138388104,0.000213329659938672,0.0803422430909892,0.0020881341641248758,-0.031084021707108153,200,200,225.91285610198975
dinov2_b,cifar100,10,100,500,0.05005759587357458,0.00020646612494254314,0.08041334698164924,0.0020826846686018865,-0.030355751108074668,200,200,221.54762506484985
dinov2_b,cifar100,11,100,500,0.049017496819130896,0.0002252620361651667,0.08056949502046501,0.0020881533341610236,-0.031551998201334114,200,200,212.9970417022705
dinov2_b,cifar100,12,100,500,0.0496107534888748,0.00019303647802952747,0.08040646186547729,0.002081168267957221,-0.030795708376602483,200,200,219.34106850624084
dinov2_b,cifar100,13,100,500,0.04945828968000149,0.0001571508860789306,0.0804877201418189,0.0020946193285326653,-0.031029430461817414,200,200,226.90880918502808
dinov2_b,cifar100,14,100,500,0.049095511559283905,0.0002917464865510396,0.08036285833744694,0.002073900552615483,-0.031267346778163035,200,200,214.74133467674255
dinov2_b,cifar100,15,100,500,0.04912481675109094,0.00023112002375218557,0.08042558755790673,0.0020813591874926447,-0.031300770806815786,200,200,218.12678694725037
dinov2_b,cifar100,16,100,500,0.04932624138013201,0.00011550370111106391,0.08041172714832784,0.002082404050267982,-0.03108548576819583,200,200,225.25814533233643
dinov2_b,cifar100,17,100,500,0.048626840581625225,0.0002064140150359991,0.08033801834873142,0.0020796867502809605,-0.03171117776710619,200,200,232.10256266593933
dinov2_b,cifar100,18,100,500,0.048950568635128665,0.0002433250549373972,0.08038045911196154,0.002068083354214406,-0.031429890476832874,200,200,231.72553992271423
dinov2_b,cifar100,19,100,500,0.04910512443766109,0.00018791256165157888,0.0804037582146002,0.0020778470177403034,-0.031298633776939117,200,200,232.11780786514282
dinov2_b,cifar100,20,100,500,0.0496435804916713,0.0002034817716629501,0.08022586846549816,0.0020696603872027573,-0.03058228797382686,200,200,231.62064838409424
dinov2_b,cifar100,21,100,500,0.04889077937992593,0.00017905312861445636,0.08033634951720801,0.002081406656854104,-0.03144557013728208,200,200,233.31330180168152
dinov2_b,cifar100,22,100,500,0.04885480868141941,0.0002341780071610048,0.08042121952808202,0.00207150065327046,-0.03156641084666262,200,200,228.84361720085144
dinov2_b,cifar100,23,100,500,0.04893440738542948,0.0002534450126347962,0.08025795481762357,0.0020714990514773056,-0.03132354743219409,200,200,235.17425107955933
dinov2_b,cifar100,24,100,500,0.04979449057396192,0.00021355703122413037,0.08058011469183744,0.002086768420857356,-0.03078562411787552,200,200,236.6747374534607
dinov2_b,cifar100,25,100,500,0.04888848768445127,0.00023059144868537438,0.08040778437977053,0.0020869036096431504,-0.03151929669531926,200,200,232.18461155891418
dinov2_b,cifar100,26,100,500,0.04870383185187508,0.0001913705879231768,0.08024801520528108,0.0020660424272369443,-0.031544183353405995,200,200,240.22224283218384
dinov2_b,cifar100,27,100,500,0.04920223013328171,0.0001527086910642171,0.08035407018211782,0.002091627753107453,-0.03115184004883611,200,200,246.24231100082397
dinov2_b,cifar100,28,100,500,0.0493288569512522,0.00021559640351371498,0.08049936291920343,0.002091447150098717,-0.031170505967951227,200,200,242.85531616210938
dinov2_b,cifar100,29,100,500,0.04876728036626915,0.0001956785114220839,0.0804326145546109,0.002087819345731048,-0.03166533418834175,200,200,250.53771877288818
dinov2_b,dtd,-1,47,80,0.07665548771119285,0.00038836079159903727,0.11169181572234332,0.004018992891369868,-0.035036328011150475,200,200,239.57774543762207
dinov2_b,dtd,0,47,80,0.07783304668889122,0.0003286796422015761,0.11053317287505438,0.0038988104086749007,-0.03270012618616315,200,200,239.30408382415771
dinov2_b,dtd,1,47,80,0.07489640278558661,0.000418658203068448,0.11018843164903981,0.003804202358513548,-0.0352920288634532,200,200,233.28307247161865
dinov2_b,dtd,2,47,80,0.07590590332838357,0.00048272328869902086,0.10959366896031568,0.003986486987132534,-0.03368776563193211,200,200,225.14350485801697
dinov2_b,dtd,3,47,80,0.0733621050151806,0.00031431970110332635,0.10986947285406458,0.003848806928795329,-0.036507367838883975,200,200,219.76200103759766
dinov2_b,dtd,4,47,80,0.07892010937978032,0.00038796865858675917,0.1101616365610311,0.00393364140791369,-0.031241527181250783,200,200,225.40242743492126
dinov2_b,dtd,5,47,80,0.0750379334702367,0.000314504360576071,0.11096190610562229,0.004024138001844327,-0.03592397263538559,200,200,223.4869406223297
dinov2_b,dtd,6,47,80,0.0741321084583287,0.000347362691493814,0.1097224790427828,0.0038231648229343695,-0.035590370584454106,200,200,225.16405034065247
dinov2_b,dtd,7,47,80,0.07484972281801908,0.00028102039094864617,0.11052110032225158,0.0038744852191578113,-0.03567137750423251,200,200,216.79524683952332
dinov2_b,dtd,8,47,80,0.07597822152995795,0.0003680790699645227,0.11002788777006935,0.003879932668455581,-0.034049666240111395,200,200,219.91696453094482
dinov2_b,dtd,9,47,80,0.07676041217977032,0.0002988051827696267,0.11087412971606656,0.003978143183290075,-0.03411371753629623,200,200,223.3190016746521
dinov2_b,dtd,10,47,80,0.07726994972961337,0.0004614069695910041,0.11101830867339535,0.003993422198031838,-0.033748358943781975,200,200,230.6685357093811
dinov2_b,dtd,11,47,80,0.07626802701680649,0.0003117971083997351,0.11097027121985267,0.003995844047328124,-0.034702244203046184,200,200,219.8061535358429
dinov2_b,dtd,12,47,80,0.07562929945228845,0.0002769921098671603,0.11131882963576188,0.003864012603798075,-0.03568953018347343,200,200,223.23080110549927
dinov2_b,dtd,13,47,80,0.07610643429572303,0.0002694494554094591,0.11017608804300077,0.003970455415050171,-0.034069653747277745,200,200,224.35480070114136
dinov2_b,dtd,14,47,80,0.07417161428010118,0.00029998863512072625,0.11003777740629529,0.0038966629909189337,-0.03586616312619412,200,200,224.93994569778442
dinov2_b,dtd,15,47,80,0.07364514332043237,0.0002794798662425996,0.11054496009775168,0.0038899565362887204,-0.03689981677731931,200,200,222.10755324363708
dinov2_b,dtd,16,47,80,0.0752589294932634,0.00041800477014776086,0.10844141379851166,0.003873073407453668,-0.033182484305248255,200,200,226.17190957069397
dinov2_b,dtd,17,47,80,0.0784686081633271,0.0003306270379843727,0.10952679662875074,0.003946064886398179,-0.031058188465423645,200,200,225.10808777809143
