model,dataset,b,n,delta_999,delta_sd,null_mean,null_sd,excess,r_above,p_left,n_rep,time_s
i21k_b,mnist,-1,10,0.13347234307490144,0.0,0.14131991872254687,0.01665974146049406,-0.007847575647645433,33,0.35294117647058826,50,46.82175159454346
i21k_b,mnist,0,10,0.13410682788046074,0.0,0.14127832793371428,0.016603424975498875,-0.007171500053253538,33,0.35294117647058826,50,48.05635070800781
i21k_b,mnist,1,10,0.13228921550193945,2.7755575615628914e-17,0.14065226655487137,0.016650716268937226,-0.008363051052931919,37,0.27450980392156865,50,48.290815591812134
i21k_b,mnist,2,10,0.13586849170506166,0.0,0.14133961327941072,0.01683622467857644,-0.005471121574349064,32,0.37254901960784315,50,46.76260995864868
i21k_b,mnist,3,10,0.13203181664915759,0.0,0.141600459588901,0.016732738012981717,-0.00956864293974341,39,0.23529411764705882,50,48.48340916633606
i21k_b,mnist,4,10,0.13126974441627667,0.0,0.1409510464684685,0.016453614610223086,-0.009681302052191837,40,0.21568627450980393,50,46.3166139125824
i21k_b,mnist,5,10,0.13269056038770555,0.0,0.14098726430218475,0.016498558058876147,-0.008296703914479203,37,0.27450980392156865,50,45.79439902305603
i21k_b,mnist,6,10,0.13400233406336667,0.0,0.1412038800668537,0.016553213739006787,-0.007201546003487019,33,0.35294117647058826,50,45.56377363204956
i21k_b,mnist,7,10,0.13357676259418033,2.7755575615628914e-17,0.14148531282954252,0.016681299869448402,-0.007908550235362188,35,0.3137254901960784,50,48.338146686553955
i21k_b,mnist,8,10,0.13446666902796992,0.0,0.14104329827900666,0.016710712297034774,-0.0065766292510367474,33,0.35294117647058826,50,48.929426193237305
i21k_b,mnist,9,10,0.13227767141284957,0.0,0.1412434280215615,0.016555510761027358,-0.008965756608711933,39,0.23529411764705882,50,44.708564043045044
i21k_b,mnist,10,10,0.13247152800385303,2.7755575615628914e-17,0.14063768332620052,0.016449880555150967,-0.00816615532234749,37,0.27450980392156865,50,48.59061312675476
i21k_b,mnist,11,10,0.13360459336434333,0.0,0.14108617060376302,0.016727724752847752,-0.0074815772394196955,33,0.35294117647058826,50,48.156254529953
i21k_b,mnist,12,10,0.1343485737911107,0.0,0.14132886127252228,0.01669436693151366,-0.006980287481411579,33,0.35294117647058826,50,47.22846484184265
i21k_b,mnist,13,10,0.13243525148456253,0.0,0.1401403520648919,0.01626424650134563,-0.00770510058032936,37,0.27450980392156865,50,46.11124897003174
i21k_b,mnist,14,10,0.1317366377659221,0.0,0.14069296759074956,0.01657001926144191,-0.00895632982482747,38,0.2549019607843137,50,44.2700514793396
i21k_b,mnist,15,10,0.13417429345425752,0.0,0.14130200578185514,0.016660747207901595,-0.007127712327597624,33,0.35294117647058826,50,43.85489535331726
i21k_b,mnist,16,10,0.1339512853318603,0.0,0.14118033899299992,0.016593626036690356,-0.007229053661139628,33,0.35294117647058826,50,43.972246408462524
i21k_b,mnist,17,10,0.13450202779579828,0.0,0.14224232627333444,0.01699536670994062,-0.007740298477536156,33,0.35294117647058826,50,45.32483196258545
i21k_b,mnist,18,10,0.13266617622739812,0.0,0.14129232386555102,0.016774254464996863,-0.008626147638152892,36,0.29411764705882354,50,46.196789264678955
i21k_b,mnist,19,10,0.13376485350423348,0.0,0.141757179080762,0.016817339674554958,-0.007992325576528514,34,0.3333333333333333,50,45.38432240486145
i21k_b,mnist,20,10,0.13202311138887074,0.0,0.14168110426081565,0.01691246024886843,-0.00965799287194491,39,0.23529411764705882,50,46.417937994003296
i21k_b,mnist,21,10,0.1326687335993912,0.0,0.1413238971417943,0.016615877713542036,-0.008655163542403116,37,0.27450980392156865,50,44.2212119102478
i21k_b,mnist,22,10,0.13302662559478068,2.7755575615628914e-17,0.14171509369161828,0.016857814499441643,-0.008688468096837598,36,0.29411764705882354,50,42.04563570022583
i21k_b,mnist,23,10,0.13364107671093226,2.7755575615628914e-17,0.141797984422796,0.016838766913140134,-0.008156907711863753,33,0.35294117647058826,50,44.319926261901855
i21k_b,mnist,24,10,0.13283864255927333,0.0,0.14180603585502508,0.01682127223434161,-0.008967393295751747,38,0.2549019607843137,50,46.79420804977417
i21k_b,mnist,25,10,0.13082408328826767,0.0,0.14116746006744096,0.016615449617752423,-0.010343376779173297,40,0.21568627450980393,50,42.82368755340576
i21k_b,mnist,26,10,0.13483999224502446,2.7755575615628914e-17,0.14170881023859874,0.0166199707044651,-0.006868817993574278,33,0.35294117647058826,50,45.13462853431702
i21k_b,mnist,27,10,0.13265557122274182,2.7755575615628914e-17,0.14135874589064876,0.016700341246453986,-0.008703174667906932,37,0.27450980392156865,50,42.83625793457031
i21k_b,mnist,28,10,0.13718660670166943,0.0,0.14168032996975902,0.01679060139260813,-0.004493723268089583,30,0.4117647058823529,50,44.35706567764282
i21k_b,mnist,29,10,0.13351541671120853,0.0,0.14101956164884233,0.016515873459310597,-0.007504144937633794,34,0.3333333333333333,50,42.334842920303345
i21k_l,mnist,-1,10,0.12442113794682512,0.0,0.15726173172967528,0.01988552216756284,-0.03284059378285016,47,0.0784313725490196,50,46.58442234992981
i21k_l,mnist,0,10,0.12500062080833935,0.0,0.15746462917359008,0.01985893685960705,-0.032464008365250735,47,0.0784313725490196,50,45.1132926940918
i21k_l,mnist,1,10,0.12394795374586623,1.3877787807814457e-17,0.15637422748048294,0.019863519684767336,-0.032426273734616706,47,0.0784313725490196,50,46.75547933578491
i21k_l,mnist,2,10,0.12393079252187086,0.0,0.1571124534995972,0.02003156301984906,-0.033181660977726346,47,0.0784313725490196,50,46.49676251411438
i21k_l,mnist,3,10,0.12534081069488684,0.0,0.15758150745774072,0.01994916231978977,-0.03224069676285388,47,0.0784313725490196,50,46.246086835861206
i21k_l,mnist,4,10,0.12343063908744771,0.0,0.15713139006120314,0.019783992691294456,-0.033700750973755425,47,0.0784313725490196,50,50.62004327774048
i21k_l,mnist,5,10,0.12275357916497406,1.3877787807814457e-17,0.1575194980093313,0.01984330327232098,-0.03476591884435723,48,0.058823529411764705,50,48.370850801467896
i21k_l,mnist,6,10,0.12417139305445486,0.0,0.1573833352653214,0.01985058428272602,-0.03321194221086653,47,0.0784313725490196,50,52.469886779785156
i21k_l,mnist,7,10,0.123852837397467,0.0,0.15740510886002365,0.01982508222459184,-0.033552271462556654,48,0.058823529411764705,50,62.95801615715027
i21k_l,mnist,8,10,0.12368082499127515,0.0,0.15668383702058195,0.019778574359417322,-0.03300301202930679,47,0.0784313725490196,50,62.66288113594055
i21k_l,mnist,9,10,0.12492331728471713,0.0,0.15686159368258565,0.019945269994431306,-0.03193827639786852,47,0.0784313725490196,50,34.64220476150513
i21k_l,mnist,10,10,0.12357726891255268,0.0,0.15694560975835684,0.019750659793759437,-0.03336834084580416,47,0.0784313725490196,50,50.5003867149353
i21k_l,mnist,11,10,0.12384162684902937,1.3877787807814457e-17,0.15702306970190194,0.01990676879750193,-0.03318144285287257,47,0.0784313725490196,50,49.853591203689575
i21k_l,mnist,12,10,0.12528033136634326,0.0,0.15753746601523513,0.01983558537949557,-0.03225713464889188,47,0.0784313725490196,50,64.28862595558167
i21k_l,mnist,13,10,0.12362661635893854,1.3877787807814457e-17,0.1561754562336503,0.01983780155315971,-0.03254883987471177,47,0.0784313725490196,50,62.01574969291687
i21k_l,mnist,14,10,0.12556363542786175,0.0,0.15683817749334372,0.019956437181567657,-0.03127454206548197,47,0.0784313725490196,50,67.88700032234192
i21k_l,mnist,15,10,0.12535562009880738,2.7755575615628914e-17,0.15720167062080312,0.019746089699458326,-0.03184605052199574,47,0.0784313725490196,50,140.25356769561768
i21k_l,mnist,16,10,0.12382169256541611,0.0,0.1571715295671658,0.019855733832676536,-0.03334983700174968,47,0.0784313725490196,50,72.41855216026306
i21k_l,mnist,17,10,0.1252469452899579,2.7755575615628914e-17,0.1578831591247608,0.019801503701204724,-0.03263621383480292,47,0.0784313725490196,50,66.65008997917175
i21k_l,mnist,18,10,0.12508155643450797,0.0,0.15726709949898887,0.01995141466005592,-0.032185543064480904,47,0.0784313725490196,50,56.565749406814575
i21k_l,mnist,19,10,0.12390739102744912,0.0,0.15734315151219763,0.020103512515439532,-0.033435760484748514,47,0.0784313725490196,50,66.36014771461487
i21k_l,mnist,20,10,0.12350205257008269,0.0,0.1577937413052865,0.01981774164643925,-0.034291688735203815,48,0.058823529411764705,50,68.69014739990234
i21k_l,mnist,21,10,0.1253912677058748,0.0,0.15708222094108415,0.019972943682758513,-0.031690953235209346,47,0.0784313725490196,50,62.275970220565796
i21k_l,mnist,22,10,0.12427871172161749,1.3877787807814457e-17,0.157640065384255,0.019981174481363103,-0.033361353662637525,47,0.0784313725490196,50,59.75836539268494
i21k_l,mnist,23,10,0.12449035857237023,0.0,0.15742856395323743,0.019918513147473626,-0.0329382053808672,47,0.0784313725490196,50,64.17386054992676
i21k_l,mnist,24,10,0.12379581285072501,1.3877787807814457e-17,0.15820019323280887,0.019882633063429946,-0.03440438038208386,48,0.058823529411764705,50,66.88512349128723
i21k_l,mnist,25,10,0.12343746002420415,1.3877787807814457e-17,0.1574019528500796,0.019944506935155443,-0.03396449282587545,47,0.0784313725490196,50,61.59367656707764
i21k_l,mnist,26,10,0.12604476289560212,2.7755575615628914e-17,0.156731249897334,0.019753629157179948,-0.030686487001731877,47,0.0784313725490196,50,61.69833183288574
i21k_l,mnist,27,10,0.12444173861772238,0.0,0.15743928528764736,0.019983093009299305,-0.03299754666992498,47,0.0784313725490196,50,62.32400178909302
i21k_l,mnist,28,10,0.12553763135412013,0.0,0.15741269627118148,0.019858309985980076,-0.03187506491706135,47,0.0784313725490196,50,76.00334405899048
i21k_l,mnist,29,10,0.12325749651855133,0.0,0.15745070368307235,0.019870322700233853,-0.03419320716452101,48,0.058823529411764705,50,77.31872868537903
dinov1_b,mnist,-1,10,0.10843945881596892,0.0,0.13918023134468657,0.01792391302955533,-0.030740772528717653,49,0.0392156862745098,50,73.78666925430298
dinov1_b,mnist,0,10,0.10968322616984998,1.3877787807814457e-17,0.13931252996733276,0.017926351792627512,-0.029629303797482784,48,0.058823529411764705,50,66.12059307098389
dinov1_b,mnist,1,10,0.10912692661787485,1.3877787807814457e-17,0.13916265114597262,0.018001478051530195,-0.030035724528097774,49,0.0392156862745098,50,81.13475346565247
dinov1_b,mnist,2,10,0.10902628606833402,1.3877787807814457e-17,0.13974109823995812,0.018192183066852097,-0.030714812171624098,48,0.058823529411764705,50,80.3031702041626
dinov1_b,mnist,3,10,0.1090508243408875,1.3877787807814457e-17,0.13967650805355722,0.018013887115816873,-0.030625683712669716,49,0.0392156862745098,50,79.11493873596191
dinov1_b,mnist,4,10,0.10904216986511277,1.3877787807814457e-17,0.13886262810638786,0.01779217849253731,-0.02982045824127509,49,0.0392156862745098,50,80.66712951660156
dinov1_b,mnist,5,10,0.1079200239520264,1.3877787807814457e-17,0.13850068142844704,0.01786107894208641,-0.030580657476420636,49,0.0392156862745098,50,80.97128224372864
dinov1_b,mnist,6,10,0.1086979149910289,1.3877787807814457e-17,0.13893413502836294,0.01786476964197828,-0.030236220037334033,48,0.058823529411764705,50,104.27650475502014
dinov1_b,mnist,7,10,0.10844144992092337,1.3877787807814457e-17,0.1391941198689955,0.017898892940112085,-0.030752669948072117,49,0.0392156862745098,50,94.30320000648499
dinov1_b,mnist,8,10,0.10701968094379558,1.3877787807814457e-17,0.1390408115398802,0.017897138599050195,-0.032021130596084635,49,0.0392156862745098,50,102.402184009552
dinov1_b,mnist,9,10,0.10792786463577528,1.3877787807814457e-17,0.1391981985846794,0.01793081515371858,-0.03127033394890413,49,0.0392156862745098,50,116.10654306411743
dinov1_b,mnist,10,10,0.10817313433433076,0.0,0.13880793992355783,0.017809200294808657,-0.03063480558922707,49,0.0392156862745098,50,91.43474578857422
dinov1_b,mnist,11,10,0.11031369135457217,0.0,0.1397748130895342,0.018050637696417404,-0.029461121734962042,48,0.058823529411764705,50,90.29188060760498
dinov1_b,mnist,12,10,0.10746723957037181,0.0,0.13898624319258052,0.017829239259427615,-0.031519003622208705,49,0.0392156862745098,50,88.01907396316528
dinov1_b,mnist,13,10,0.10750783552529637,0.0,0.13817747573323688,0.017706502414612166,-0.03066964020794051,49,0.0392156862745098,50,83.59224200248718
dinov1_b,mnist,14,10,0.10754253297920646,0.0,0.13866367373905397,0.017847366945474268,-0.03112114075984751,49,0.0392156862745098,50,92.15043711662292
dinov1_b,mnist,15,10,0.10937792735129379,0.0,0.13930484698704546,0.017914072402744854,-0.02992691963575167,48,0.058823529411764705,50,79.34949660301208
dinov1_b,mnist,16,10,0.10732778340371577,0.0,0.1389584394926397,0.017822055147733475,-0.03163065608892393,49,0.0392156862745098,50,57.57979202270508
dinov1_b,mnist,17,10,0.11022892959185664,1.3877787807814457e-17,0.13949333067547612,0.01805772309358677,-0.029264401083619482,48,0.058823529411764705,50,61.87994933128357
dinov1_b,mnist,18,10,0.10900566077640586,1.3877787807814457e-17,0.13906880066902294,0.017825487582329703,-0.03006313989261708,49,0.0392156862745098,50,74.34238624572754
dinov1_b,mnist,19,10,0.10833432290393522,1.3877787807814457e-17,0.13916235850477363,0.01796304615984312,-0.03082803560083841,49,0.0392156862745098,50,80.86348414421082
dinov1_b,mnist,20,10,0.10848655251944275,1.3877787807814457e-17,0.1390488671635365,0.017811001186342334,-0.030562314644093758,49,0.0392156862745098,50,72.27082586288452
dinov1_b,mnist,21,10,0.1075949764488531,0.0,0.13901628955819811,0.01789083544626277,-0.03142131310934501,49,0.0392156862745098,50,76.13916444778442
dinov1_b,mnist,22,10,0.10769378738369735,0.0,0.13915556837103826,0.017899931864536367,-0.03146178098734091,49,0.0392156862745098,50,84.00862836837769
dinov1_b,mnist,23,10,0.10816488872272481,1.3877787807814457e-17,0.1396168291316508,0.018142176732796337,-0.03145194040892599,49,0.0392156862745098,50,121.04307770729065
dinov1_b,mnist,24,10,0.10878377338417303,0.0,0.13930429177813364,0.017927399331900944,-0.03052051839396061,48,0.058823529411764705,50,116.76565337181091
dinov1_b,mnist,25,10,0.10854944882331777,1.3877787807814457e-17,0.1394044711415898,0.018026770882509716,-0.03085502231827203,49,0.0392156862745098,50,153.6133255958557
dinov1_b,mnist,26,10,0.10968139681660567,0.0,0.13937631830047365,0.017970469376073443,-0.029694921483867973,48,0.058823529411764705,50,149.72236967086792
dinov1_b,mnist,27,10,0.10658244703591964,0.0,0.13887350352718072,0.017930797657531434,-0.032291056491261086,49,0.0392156862745098,50,167.10377597808838
dinov1_b,mnist,28,10,0.11062255406794037,0.0,0.13962578518815721,0.01790685961309595,-0.02900323112021684,48,0.058823529411764705,50,159.5966854095459
dinov1_b,mnist,29,10,0.10873856550957887,0.0,0.13930801083662125,0.017966792966082636,-0.03056944532704238,48,0.058823529411764705,50,137.74031400680542
dinov2_s,mnist,-1,10,0.14935831439413907,0.0,0.14766844036293086,0.01690219590693579,0.0016898740312082106,22,0.5686274509803921,50,165.3031725883484
dinov2_s,mnist,0,10,0.15067860717065934,0.0,0.1476728565174109,0.01684279831019866,0.003005750653248429,19,0.6274509803921569,50,142.48806953430176
dinov2_s,mnist,1,10,0.14797530328571945,0.0,0.14724641710508954,0.01685835797089973,0.0007288861806299118,23,0.5490196078431373,50,145.35374546051025
dinov2_s,mnist,2,10,0.14999597370720688,2.7755575615628914e-17,0.14783370907753815,0.01716600462926058,0.002162264629668731,22,0.5686274509803921,50,152.34377074241638
dinov2_s,mnist,3,10,0.14811258207829953,2.7755575615628914e-17,0.14794810683248566,0.01691355725167003,0.00016447524581386652,23,0.5490196078431373,50,122.15974712371826
dinov2_s,mnist,4,10,0.14811600282968884,0.0,0.14739044345258726,0.016666315507343207,0.0007255593771015867,23,0.5490196078431373,50,147.96348404884338
dinov2_s,mnist,5,10,0.150752054792002,0.0,0.14788084873340973,0.01705276810913907,0.002871206058592257,19,0.6274509803921569,50,125.05429816246033
dinov2_s,mnist,6,10,0.1504440773371349,0.0,0.14752673483543396,0.016858135867173316,0.002917342501700948,19,0.6274509803921569,50,138.4237334728241
dinov2_s,mnist,7,10,0.1503109027370888,0.0,0.14744821287716306,0.01701379595211952,0.0028626898599257433,20,0.6078431372549019,50,152.12005233764648
