model,b,delta,delta_sd,null_mean,excess,n_rep,time_s
i21k_t,-1,0.08783908467353604,0.0003035147351940353,0.09335906799604793,-0.005519983322511884,20,33.43131494522095
i21k_t,0,0.08871234529085162,0.00020467586397463289,0.0930489286307647,-0.004336583339913075,20,28.73461151123047
i21k_t,1,0.08813615954847576,0.00027444902672241233,0.09306883902516937,-0.0049326794766936105,20,29.375895261764526
i21k_t,2,0.08825121396751084,0.00027427435069576396,0.09311747108820316,-0.004866257120692316,20,33.514504194259644
i21k_t,3,0.08815991581521271,0.0002667712050790312,0.09312172466703966,-0.004961808851826954,20,33.52397108078003
i21k_t,4,0.08773761629263369,0.00018304839422059513,0.09320530465816385,-0.00546768836553016,20,32.458128929138184
i21k_t,5,0.0868633029732125,0.0003835105856900434,0.09316026320072768,-0.006296960227515178,20,32.331536054611206
i21k_t,6,0.08861024634182388,0.0003196221388450352,0.09310038073861784,-0.0044901343967939655,20,34.58494734764099
i21k_t,7,0.08825132645881831,0.00021615576974008005,0.09310999957321976,-0.0048586731144014544,20,35.23863983154297
i21k_t,8,0.08791781785418654,0.00012635533437992184,0.0931937251152401,-0.005275907261053564,20,33.837143659591675
i21k_t,9,0.08827591879467907,0.0002861132419531353,0.09314150094703953,-0.004865582152360465,20,33.470932960510254
i21k_t,10,0.0884536193837857,0.0002994865074749719,0.09316963547343889,-0.004716016089653191,20,33.38018488883972
i21k_t,11,0.08866358082913604,0.00024702489323429446,0.09316110890423838,-0.004497528075102342,20,33.40188694000244
i21k_t,12,0.0879209130568251,0.00022873180470865784,0.0931904234306613,-0.005269510373836203,20,32.83971047401428
i21k_t,13,0.0868407665112831,0.00021436873841469768,0.0931376224606146,-0.006296855949331506,20,32.37014579772949
i21k_t,14,0.08848605330455517,0.00035139571618862084,0.09303399179773574,-0.004547938493180567,20,33.78630185127258
i21k_t,15,0.0857287932309163,0.00030222334180757563,0.09308355577677452,-0.0073547625458582205,20,34.17207384109497
i21k_t,16,0.0879830079638667,0.0001921281128059491,0.09320672000902387,-0.005223712045157175,20,32.67066287994385
i21k_t,17,0.08707660120500685,0.00024925945560561285,0.0931809622984899,-0.006104361093483057,20,31.11251711845398
i21k_t,18,0.0869061116225621,0.00022499480728416053,0.0930678218468867,-0.006161710224324601,20,32.40384387969971
i21k_t,19,0.08850467740484583,0.0002716085255070595,0.09321885541931516,-0.004714178014469328,20,32.98869824409485
i21k_t,20,0.0867661327834087,0.0002471891855908519,0.09311506369391452,-0.006348930910505826,20,33.9392774105072
i21k_t,21,0.08786221299709153,0.00035663811866892294,0.09325555930249954,-0.005393346305408012,20,35.72664213180542
i21k_t,22,0.08607554103860318,0.0002386148161546316,0.09313896208703873,-0.0070634210484355475,20,33.99009561538696
i21k_t,23,0.08599012611014853,0.00028198299270886765,0.09320945689726373,-0.007219330787115202,20,33.214078426361084
i21k_t,24,0.08964068413596467,0.0002791437448977421,0.09300030844933464,-0.0033596243133699744,20,32.89197015762329
i21k_t,25,0.09017172649358603,0.0002600611226230025,0.0930826223142124,-0.002910895820626369,20,34.2128586769104
i21k_t,26,0.08891024533179932,0.00028117670775771957,0.09309208948186384,-0.00418184415006452,20,34.85214805603027
i21k_t,27,0.08858782617844184,0.0003124080825344806,0.09311218600880182,-0.004524359830359981,20,34.685551166534424
i21k_t,28,0.08918203451871347,0.0003074746186748525,0.09317464833817814,-0.003992613819464669,20,32.653321743011475
i21k_t,29,0.08884039206646249,0.0002581851267881017,0.09305845826457201,-0.004218066198109521,20,31.684993267059326
i21k_s,-1,0.06289278478250815,0.00026560569479597545,0.07546114426896901,-0.012568359486460859,20,39.12399744987488
i21k_s,0,0.06457836210081813,0.0002543415249366631,0.07508081573295448,-0.010502453632136352,20,40.35027480125427
i21k_s,1,0.06299009295955793,0.0002500471918371427,0.07509667478497226,-0.012106581825414325,20,38.59144735336304
i21k_s,2,0.06395472993476038,0.0002048664085639552,0.07512064758009424,-0.011165917645333853,20,37.82768726348877
