model,dataset,b,n,delta_999,delta_sd,null_mean,null_sd,excess,r_above,p_left,n_rep,time_s
dinov2_g,imagenet,-1,1000,0.03264781036605507,0.0004987619777615,0.04070135471691077,0.0003324112980713892,-0.008053544350855701,50,0.0196078431372549,50,536.7783057689667
dinov2_g,imagenet,0,1000,0.03271247545443397,0.0004697683423141701,0.040601406744994135,0.00033121515211885017,-0.007888931290560168,50,0.0196078431372549,50,507.53479838371277
dinov2_g,imagenet,1,1000,0.031754975166555,0.00041093010113605715,0.0406238142703471,0.00033314773252923166,-0.008868839103792103,50,0.0196078431372549,50,485.9875099658966
dinov2_g,imagenet,2,1000,0.03215874983241615,0.0004319322365882745,0.04062744908924087,0.0003348284877075436,-0.008468699256824717,50,0.0196078431372549,50,627.7820620536804
dinov2_g,imagenet,3,1000,0.03214831934805716,0.0003731732698039034,0.04061612665515685,0.00033188229341855484,-0.008467807307099687,50,0.0196078431372549,50,779.853024482727
dinov2_g,imagenet,4,1000,0.032621175012008015,0.000404006428835645,0.04066171016295838,0.00033403801327912237,-0.008040535150950365,50,0.0196078431372549,50,736.1846737861633
dinov2_g,imagenet,5,1000,0.03201421282155113,0.00042640089237035595,0.04057238041330498,0.00033043497324222515,-0.008558167591753846,50,0.0196078431372549,50,981.4129202365875
dinov2_g,imagenet,6,1000,0.03244934036171464,0.0003361221713903696,0.04063718654576332,0.0003319912239504882,-0.008187846184048685,50,0.0196078431372549,50,925.6691787242889
dinov2_g,imagenet,7,1000,0.03212015946686707,0.00034622871044404975,0.040646764734884246,0.00033320086605429926,-0.008526605268017177,50,0.0196078431372549,50,1578.2479202747345
dinov2_g,imagenet,8,1000,0.03228884966271641,0.0003829883498379993,0.040549482466044215,0.00033124884759644406,-0.008260632803327804,50,0.0196078431372549,50,1382.745255947113
dinov2_g,imagenet,9,1000,0.03207797120210327,0.0004512408819857074,0.040564975599597,0.0003286818217879127,-0.008487004397493732,50,0.0196078431372549,50,1401.3080637454987
